gene_symbol	GSM3625299	GSM3625300	GSM3625302	GSM3625298	GSM3625303	GSM3625306	GSM3625305	GSM3625301	GSM3625304
Rbm12b2	7.853515625	7.55078125	7.787109375	7.689453125	7.775390625	7.564453125	7.798828125	7.693359375	7.638671875
Rbm15	7.1875	7.171875	7.1875	7.1875	7.1875	7.1875	7.1875	7.32421875	7.1953125
Rbm15b	5.599609375	5.8515625	5.84765625	5.826171875	5.88671875	5.853515625	5.9375	5.896484375	5.84375
Rbm17	7.0859375	7.0234375	7.0859375	7.0859375	7.0859375	6.6796875	7.12890625	6.91796875	7.0625
Rbm18	7.50390625	7.49609375	7.52734375	7.38671875	7.49609375	7.49609375	7.55859375	7.51171875	7.48828125
Rbm19	4.94140625	4.953125	5.2578125	4.94921875	5.0390625	4.81640625	5.0390625	4.83984375	5.13671875
Rbm20	5.140625	4.96875	5.1640625	5.04296875	5.04296875	5.01953125	5.04296875	5.26171875	4.71484375
Rbm22	7.23828125	7.18359375	7.0546875	7.33984375	7.2578125	7.23828125	7.31640625	7.2265625	7.23828125
Rbm24	6.80078125	6.79296875	6.7265625	6.609375	6.84375	6.890625	6.84375	6.9375	6.66015625
Rbm25	8.306640625	8.2763671875	8.318359375	8.19140625	8.376953125	8.3984375	8.2294921875	7.9482421875	8.248046875
Rbm26	8.0078125	7.73046875	7.7890625	7.8984375	7.7890625	7.8203125	7.6796875	7.7421875	7.71875
Rbm27	8.09375	7.984375	8.078125	8.0234375	8.15625	8.046875	8.09375	8.1015625	7.82421875
Rbm28	6.91015625	6.91015625	6.91015625	6.8515625	6.98828125	7.04296875	6.94140625	6.7734375	6.9375
Rbm3	9.015625	8.994791666666666	9.234375	9.296875	8.934895833333334	8.713541666666666	8.963541666666666	9.21875	8.783854166666666
Rbm33	7.729166666666667	7.86328125	7.720052083333333	7.740885416666667	7.803385416666667	7.881510416666667	7.8671875	7.515625	7.76171875
Rbm34	6.9140625	6.86328125	7.0078125	6.9140625	6.9140625	6.9140625	6.7421875	6.9140625	6.9453125
Rbm38	6.2421875	6.18359375	6.18359375	6.18359375	6.35546875	5.9375	6.015625	6.18359375	6.3671875
Rbm39	9.0390625	8.921875	9.0078125	8.9453125	9.0234375	9.0625	8.9921875	8.84375	8.984375
Rbm3os	4.6015625	4.703125	5.01171875	4.703125	4.703125	4.5859375	4.921875	4.51171875	4.703125
Rbm41	5.6484375	5.4140625	5.8515625	5.76171875	5.78515625	5.96875	5.57421875	5.79296875	5.76171875
Rbm42	6.40234375	6.5234375	6.40234375	6.4765625	6.42578125	6.44140625	6.44140625	6.45703125	6.44140625
Rbm43	6.71484375	6.765625	6.703125	7.02734375	6.81640625	6.875	6.6953125	6.8203125	6.765625
Rbm44	3.265625	3.46484375	3.50390625	3.46484375	3.3671875	3.47265625	3.591796875	3.544921875	3.46484375
Rbm45	6.71875	6.71484375	6.71875	6.625	6.6640625	6.73046875	6.59765625	6.4921875	6.79296875
Rbm46	4.21484375	4.3125	4.3515625	4.515625	4.3125	3.9609375	4.03125	4.3125	4.3984375
Rbm47	3.703125	3.78125	3.78125	4.2734375	3.78125	3.6171875	3.8125	3.78125	4.16015625
Rbm48	6.8515625	6.68359375	6.7578125	6.8515625	6.66796875	6.671875	6.68359375	6.640625	6.65234375
Rbm4b	6.94140625	7.125	7.015625	6.68359375	6.9765625	7.0859375	7.01171875	6.6875	7.08984375
Rbm5	9.109375	9.09375	9.109375	8.875	9.21875	9.34375	9.1328125	8.9296875	9.21875
Rbm6	6.078125	6.169921875	6.09765625	5.8671875	6.05859375	6.130859375	6.0390625	5.9296875	6.2109375
Rbm7	7.4296875	7.390625	7.3515625	7.484375	7.14453125	7.33203125	7.34375	7.23046875	7.265625
Rbm8a	8.3984375	8.4140625	8.4140625	8.4296875	8.3046875	8.4140625	8.546875	8.359375	8.4765625
Rbms1	7.11328125	7.01953125	7.234375	7.20703125	7.1796875	6.73828125	6.61328125	6.85546875	6.91015625
Rbms2	6.21875	6.328125	6.21875	6.14453125	6.25	6.06640625	6.1171875	6.23828125	6.21875
Rbms3	7.3671875	7.36328125	7.703125	7.55859375	7.6015625	7.1796875	7.125	7.3671875	7.27734375
Rbmx	6.375	6.28515625	6.45703125	6.49609375	6.40234375	6.45703125	6.4609375	6.47265625	6.45703125
Rbmx2	7.76171875	7.78125	7.5078125	7.43359375	7.16015625	7.26171875	7.25	7.05078125	7.38671875
Rbmxl1	7.84375	7.82421875	7.994791666666667	7.97265625	8.00390625	8.067708333333334	8.276041666666666	7.99609375	8.00390625
Rbmxl2	5.5390625	5.94140625	5.625	5.66015625	5.75	5.484375	5.61328125	5.29296875	5.5546875
Rbp1	7.578125	7.57421875	7.34375	8.4765625	7.06640625	7.08203125	7.37109375	7.37109375	7.2734375
Rbp2	3.796875	3.654296875	3.767578125	3.767578125	3.767578125	3.81640625	3.423828125	3.767578125	4.03125
Rbp3	3.6796875	3.91015625	3.978515625	3.970703125	4.015625	3.5859375	3.970703125	4.0703125	4.1171875
Rbp4	5.546875	5.21484375	5.48828125	5.8203125	5.43359375	5.61328125	5.6875	5.546875	5.546875
Rbp7	4.69140625	5.09375	4.80859375	5.15625	5.09765625	4.71875	4.66796875	4.80859375	4.62109375
Rbpj	4.974609375	5.265625	5.2763671875	4.935546875	5.220703125	5.240234375	5.291015625	5.1806640625	5.3125
Rbpjl	4.9921875	5.10546875	5.10546875	5.3203125	5.0546875	5.0234375	5.10546875	4.765625	5.30078125
Rbpms	5.734375	5.7734375	5.734375	5.82421875	5.69921875	5.609375	5.734375	5.78515625	5.734375
Rbpms2	5.00390625	5.0	5.046875	5.0	4.7890625	4.9375	5.0	5.01953125	5.0
Rbsn	6.1875	6.5	6.4765625	6.34765625	6.2109375	6.6796875	6.5859375	6.56640625	6.4296875
Rbx1	9.50390625	9.6171875	9.34765625	9.51171875	9.3046875	9.3046875	9.5	9.36328125	9.1953125
Rc3h1	7.986328125	7.87109375	8.005859375	7.90234375	8.017578125	7.986328125	7.82421875	8.16796875	7.94140625
Rc3h2	8.3046875	8.28125	8.3125	8.203125	8.3046875	8.3359375	8.3046875	8.4609375	8.3046875
Rcan1	7.10546875	7.1328125	7.02734375	7.11328125	7.11328125	7.12890625	7.23046875	7.1640625	7.125
Rcan2	9.0234375	9.0234375	9.2421875	9.09375	9.15625	8.8984375	8.7734375	8.9609375	9.0234375
Rcan3	7.37109375	7.7265625	7.52734375	7.56640625	7.4375	7.55859375	7.65625	7.7265625	7.7421875
Rcbtb1	6.80859375	6.80859375	6.8984375	6.71484375	7.109375	6.81640625	6.80859375	6.78515625	6.7421875
Rcbtb2	5.984375	5.9609375	5.85546875	5.9921875	5.984375	6.109375	5.9140625	5.984375	5.984375
Rcc1	5.16015625	5.24609375	5.48828125	5.60546875	5.3359375	5.41015625	5.44140625	5.40625	5.5546875
Rcc2	6.0	6.234375	6.3984375	6.20703125	6.20703125	6.16015625	6.171875	6.21484375	6.3046875
Rccd1	5.87109375	5.87890625	5.8515625	5.75390625	5.6328125	5.8203125	5.94140625	5.48046875	5.82421875
Rce1	6.23046875	6.4296875	6.1328125	6.17578125	6.1328125	5.98046875	6.01171875	6.1328125	6.12890625
Rchy1	6.83203125	6.69140625	6.58203125	6.69140625	6.63671875	6.69140625	6.69140625	6.88671875	6.69140625
Rcl1	6.27734375	6.18359375	6.48046875	6.23046875	6.171875	6.27734375	6.67578125	6.0234375	6.27734375
Rcn1	7.37109375	7.61328125	7.44921875	7.5234375	7.6875	7.7109375	7.7578125	7.3671875	7.9375
Rcn2	7.859375	7.984375	8.0703125	8.0703125	7.9921875	8.234375	8.09375	8.0703125	8.2421875
Rcn3	4.2421875	4.390625	4.28125	4.6015625	4.48046875	4.1484375	4.53515625	4.60546875	4.48046875
Rcor1	6.3203125	6.12890625	6.12890625	6.12890625	6.12890625	6.12890625	6.1484375	5.9765625	6.1953125
Rcor2	5.51953125	5.53125	5.49609375	5.53125	5.53125	5.72265625	5.4453125	5.57421875	5.4609375
Rcor3	6.5546875	6.5546875	6.5546875	6.5546875	6.5546875	6.4609375	6.6171875	6.5546875	6.5546875
Rcsd1	5.62890625	5.34765625	5.609375	5.4765625	5.68359375	5.06640625	5.27734375	5.453125	5.15234375
Rcvrn	4.42578125	3.591796875	3.591796875	3.505859375	3.591796875	3.3125	3.861328125	3.62890625	3.162109375
Rd3	4.9375	5.32421875	4.62890625	5.2734375	4.93359375	4.9140625	4.9453125	4.66796875	4.9375
Rdh1	4.9765625	5.1484375	5.0703125	5.015625	5.05078125	5.0234375	4.7734375	5.05078125	5.05859375
Rdh10	6.2421875	6.19921875	6.15625	6.23046875	6.19140625	6.2265625	6.23046875	6.23046875	6.40625
Rdh11	5.7265625	5.9140625	5.91796875	5.79296875	5.78515625	5.59375	5.7421875	5.87890625	5.421875
Rdh12	3.74609375	3.890625	4.02734375	3.94140625	3.921875	4.1484375	4.1875	3.8671875	4.14453125
Rdh13	6.296875	6.25390625	6.046875	6.0625	6.078125	5.93359375	6.078125	6.05859375	5.96875
Rdh14	7.08984375	6.8125	6.98828125	6.9140625	6.8359375	6.7109375	6.84375	6.765625	6.40234375
Rdh16	4.1875	4.6640625	4.375	4.5390625	4.33984375	4.578125	4.34375	4.39453125	4.16796875
Rdh19	4.37109375	4.68359375	4.671875	4.59765625	4.67578125	4.53515625	4.53515625	4.59765625	4.93359375
Rdh5	6.171875	5.97265625	6.171875	7.03125	6.078125	6.171875	6.06640625	6.171875	6.08984375
Rdh7	3.83984375	3.966796875	3.37109375	3.83984375	3.935546875	3.236328125	3.71484375	3.75	3.83984375
Rdh8	4.33984375	4.35546875	4.0234375	4.2265625	4.24609375	3.91015625	4.24609375	4.26171875	4.390625
Rdh9	3.76171875	3.87890625	3.03515625	3.76171875	3.88671875	3.76171875	3.396484375	3.76171875	3.888671875
Rdm1	7.32421875	6.84130859375	6.93408203125	6.5439453125	6.76611328125	7.28466796875	7.375	7.00732421875	6.49658203125
Rdx	8.734375	8.65625	8.7734375	8.71875	8.78125	8.8359375	8.7421875	8.546875	8.75
Rec114	5.171875	5.1484375	5.06640625	5.1953125	5.1953125	5.62109375	5.29296875	5.296875	5.203125
Rec8	5.84375	5.87890625	5.87890625	5.84765625	5.66796875	5.87890625	6.24609375	5.87890625	6.1015625
Reck	6.234375	6.234375	6.234375	6.3046875	6.234375	6.203125	6.234375	6.265625	6.21484375
Recql	5.88671875	5.92578125	5.96484375	5.88671875	5.92578125	6.00390625	5.92578125	5.92578125	6.16796875
Recql4	4.875	4.89453125	4.89453125	4.65625	4.89453125	4.89453125	4.83984375	4.89453125	5.03515625
Recql5	6.234375	6.2734375	6.1875	6.1484375	6.21484375	6.234375	6.28515625	6.1484375	6.22265625
Reep1	7.703125	7.60546875	7.62890625	7.6328125	7.60546875	7.4921875	7.57421875	7.65234375	7.4921875
Reep2	8.03125	7.99609375	8.296875	8.0390625	8.0703125	7.86328125	7.99609375	8.2109375	7.74609375
Reep3	5.822265625	5.693359375	5.833984375	5.7109375	5.673828125	5.70703125	5.80078125	5.76171875	5.73046875
Reep4	5.9453125	5.89453125	6.0546875	6.1953125	6.1171875	5.80859375	5.9453125	5.9609375	5.9453125
Reep5	9.8046875	9.8515625	9.859375	9.9140625	9.75	9.7421875	9.7734375	10.1015625	9.6171875
Reep6	5.8828125	6.328125	6.10546875	6.12109375	5.98046875	6.12109375	6.19921875	6.1640625	6.12109375
Reg1	3.37890625	3.599609375	3.7265625	3.599609375	3.45703125	3.5859375	3.60546875	3.599609375	3.45703125
Reg3b	3.43359375	3.123046875	3.123046875	3.23046875	3.123046875	2.8671875	3.07421875	3.05078125	3.12890625
Reg4	3.46484375	3.443359375	3.486328125	3.666015625	3.45703125	3.486328125	3.689453125	3.3125	3.353515625
Rel	5.6171875	5.69140625	5.671875	5.62890625	5.86328125	5.69140625	5.84375	5.7109375	5.69140625
Rela	6.28515625	6.46484375	6.44921875	6.37109375	6.65625	6.234375	6.1640625	6.48828125	6.1875
Relb	4.98828125	4.68359375	4.640625	4.74609375	4.8359375	4.6796875	4.87890625	5.046875	5.046875
Rell1	6.04296875	6.2421875	6.375	6.20703125	6.3359375	5.828125	5.765625	6.61328125	5.9296875
Rell2	8.1640625	8.1171875	8.0859375	8.1328125	8.1640625	8.0859375	8.0546875	8.0859375	8.0625
Reln	6.48828125	6.2890625	6.296875	6.17578125	6.4375	6.8828125	6.6953125	6.48828125	6.625
Relt	5.63671875	5.5	5.63671875	5.63671875	5.6796875	5.63671875	5.63671875	5.90234375	5.58984375
Rem1	5.1328125	5.1328125	4.9296875	5.03515625	5.1328125	5.1328125	5.1328125	5.34375	5.30859375
Rem2	4.8046875	4.8828125	4.79296875	5.2890625	4.8046875	4.58984375	4.90625	4.8046875	4.8046875
Ren2	4.8984375	4.8984375	4.9375	5.03515625	4.8984375	4.86328125	4.890625	4.8984375	4.8984375
Renbp	4.2109375	4.42578125	4.484375	4.078125	4.40625	4.375	4.85546875	4.42578125	4.81640625
Rep15	5.58203125	5.51171875	5.51171875	5.78515625	5.2578125	5.51171875	5.51171875	5.51171875	5.31640625
Repin1	7.296875	7.359375	7.38671875	7.296875	7.296875	7.19140625	7.3203125	7.20703125	7.1796875
Reps1	8.1484375	8.3125	8.1171875	8.0859375	8.171875	8.1484375	8.1484375	8.1484375	8.1171875
Reps2	8.5859375	8.59375	9.09375	8.703125	8.59375	8.1328125	7.91015625	8.8984375	8.0703125
Rer1	8.1640625	8.0546875	8.1484375	8.21875	8.265625	8.1640625	8.09375	8.2578125	8.0390625
Rere	7.95703125	8.1484375	8.125	7.83203125	8.0078125	8.3046875	8.125	8.1328125	8.265625
Rerg	6.03515625	6.0	5.91015625	6.01171875	5.953125	6.25	6.28515625	6.01171875	5.96875
Resp18	10.890625	10.828125	10.640625	10.8046875	10.8046875	10.921875	10.9921875	10.578125	10.765625
Rest	5.046875	4.91796875	5.109375	5.046875	5.046875	5.046875	4.69921875	5.0625	5.140625
Ret	6.2578125	6.37109375	6.7265625	7.0	6.4375	6.15625	6.171875	6.46484375	6.52734375
Retn	5.4921875	5.3515625	5.359375	5.375	5.11328125	5.5546875	5.27734375	5.09765625	5.3515625
Retnla	2.91015625	3.048828125	3.09765625	3.134765625	3.22265625	3.23828125	3.080078125	3.134765625	3.146484375
Retnlb	3.203125	3.359375	3.359375	3.359375	3.62109375	3.359375	3.251953125	3.4375	3.359375
Retnlg	3.765625	3.658203125	3.619140625	3.576171875	3.505859375	3.619140625	3.619140625	3.63671875	3.619140625
Retsat	5.8828125	5.98828125	5.98828125	6.25390625	6.0390625	5.98828125	5.98828125	5.98828125	5.98828125
Rev1	6.8359375	6.7109375	7.0703125	6.921875	6.90234375	7.03515625	7.09375	6.82421875	6.84765625
Rev3l	7.80078125	7.77734375	7.7421875	7.65625	7.84765625	8.0	7.80859375	7.56640625	7.71875
Rex2	3.861328125	3.76171875	3.74609375	3.74609375	3.76171875	3.76171875	3.76171875	3.76171875	3.76171875
Rexo1	6.49609375	6.5	6.5	6.484375	6.45703125	6.48828125	6.36328125	6.48828125	6.62890625
Rexo2	8.2890625	8.2109375	8.40625	8.2890625	8.296875	8.28125	8.2890625	8.125	8.40625
Rexo4	7.08984375	7.04296875	7.19140625	7.07421875	7.265625	7.15234375	7.28515625	7.12890625	7.14453125
Rfc1	6.921875	6.72265625	6.98046875	6.8671875	6.7578125	7.09765625	6.8046875	6.6875	6.89453125
Rfc2	6.4453125	6.27734375	6.63671875	6.80859375	6.51171875	6.6796875	6.73828125	6.953125	6.875
Rfc3	6.63671875	6.44140625	6.47265625	6.6015625	6.7421875	6.4921875	6.7890625	6.421875	6.52734375
Rfc4	4.6953125	4.6953125	4.8359375	4.76953125	4.6953125	4.6953125	4.54296875	4.6953125	4.6953125
Rfc5	7.015625	6.99609375	6.78515625	6.94140625	7.265625	7.015625	7.1953125	6.8046875	6.98046875
Rfesd	7.29296875	6.96484375	6.82421875	6.9765625	7.03515625	7.01171875	7.2265625	6.99609375	6.99609375
Rffl	6.14453125	6.30859375	6.16796875	6.07421875	6.09375	6.16796875	6.1484375	6.16796875	6.16796875
Rfk	8.3828125	8.515625	8.265625	8.3828125	8.1875	8.1875	8.5546875	8.5546875	8.2578125
Rfng	7.75	7.72265625	7.66796875	7.73828125	7.67578125	7.60546875	7.484375	7.66796875	7.50390625
Rfpl4	4.15625	3.83984375	3.83984375	3.720703125	3.798828125	3.83984375	3.83984375	3.884765625	3.83984375
Rfpl4b	3.1171875	3.1640625	3.064453125	3.1171875	2.9375	3.1171875	3.095703125	3.263671875	3.240234375
Rft1	5.5625	5.890625	5.546875	5.48046875	5.515625	5.5234375	5.5234375	5.328125	5.484375
Rftn1	5.9453125	6.08203125	5.953125	5.6796875	5.953125	5.9140625	6.02734375	5.97265625	6.01171875
Rftn2	6.69140625	6.7265625	6.79296875	6.8203125	6.640625	6.79296875	6.62109375	6.79296875	7.00390625
Rfwd2	7.53125	7.431640625	7.44140625	7.44140625	7.50390625	7.43359375	7.443359375	7.25390625	7.369140625
Rfwd3	6.509765625	6.490234375	6.5234375	6.58984375	6.431640625	6.505859375	6.388671875	6.505859375	6.505859375
Rfx1	6.09765625	6.09765625	6.09765625	6.09765625	6.0703125	6.09765625	6.09765625	6.0234375	6.125
Rfx2	5.76171875	5.77734375	5.734375	5.77734375	5.97265625	5.77734375	5.78125	5.71875	5.82421875
Rfx3	6.90234375	6.77734375	6.68359375	6.8125	6.75390625	6.94140625	7.0625	6.984375	6.87890625
Rfx4	6.875	6.875	6.9609375	6.875	6.8359375	6.875	6.875	6.94140625	6.84375
Rfx5	6.44921875	6.1484375	6.171875	6.1484375	6.1015625	6.1484375	6.01171875	6.1484375	6.20703125
Rfx6	2.9765625	3.5	2.90234375	2.9765625	2.9765625	2.9765625	3.087890625	2.9765625	2.9921875
Rfx7	7.08984375	6.86328125	6.9453125	6.69921875	7.04296875	6.78515625	6.69921875	6.9453125	6.72265625
Rfx8	4.671875	4.66796875	4.796875	4.61328125	4.66796875	4.6796875	4.66796875	4.69921875	4.66796875
Rfxank	6.15234375	6.2421875	6.359375	6.36328125	6.171875	6.2421875	6.2421875	6.30078125	6.2265625
Rfxap	7.3046875	7.15234375	7.3203125	7.3046875	7.3046875	7.41015625	7.3046875	7.16015625	7.34375
Rgag1	5.8203125	5.8203125	5.58203125	5.8125	5.3671875	5.96484375	5.91015625	5.65234375	5.91796875
Rgag4	6.41015625	6.328125	6.30859375	6.40625	6.40625	6.640625	6.69921875	6.06640625	6.64453125
Rgcc	6.94921875	6.96484375	6.82421875	6.94140625	6.86328125	6.6796875	6.90625	6.86328125	6.6875
Rgl1	7.4453125	7.44921875	7.4140625	7.1875	7.44921875	7.671875	7.59375	7.42578125	7.6796875
Rgl2	6.62890625	6.69140625	6.62890625	6.62890625	6.69140625	6.62890625	6.62890625	6.19921875	6.75
Rgl3	5.46484375	5.63671875	5.60546875	5.6015625	5.63671875	5.63671875	5.66796875	5.78125	5.66015625
Rgma	7.35546875	7.5234375	7.47265625	7.390625	7.5703125	7.30859375	7.3828125	7.6796875	7.47265625
Rgmb	6.8515625	6.8515625	6.85546875	6.75390625	6.6328125	6.9140625	7.01953125	7.01953125	6.90625
Rgn	3.48046875	3.453125	3.509765625	3.462890625	3.5078125	3.57421875	3.548828125	3.67578125	3.42578125
Rgp1	6.45703125	6.4453125	6.52734375	6.4453125	6.4296875	6.48046875	6.42578125	6.4453125	6.4453125
Rgr	4.5	4.7265625	4.703125	4.58203125	4.6015625	4.6015625	4.5703125	4.69140625	4.546875
Rgs10	8.859375	8.671875	8.71875	8.8046875	8.8828125	9.0	9.140625	8.9296875	9.015625
Rgs11	6.56640625	6.7890625	6.74609375	6.56640625	6.828125	6.95703125	6.66015625	6.1484375	6.80078125
Rgs12	5.5703125	5.40625	5.32421875	5.42578125	5.1328125	5.42578125	5.42578125	5.50390625	5.42578125
Rgs14	5.90625	5.859375	5.703125	5.6328125	5.5859375	5.65234375	5.86328125	5.8671875	5.82421875
Rgs16	8.9375	8.6640625	9.109375	8.78125	9.0703125	8.0234375	7.98046875	8.9921875	8.2421875
Rgs17	8.3984375	8.2109375	8.3828125	8.2890625	8.34375	8.1484375	8.265625	8.296875	8.078125
Rgs19	6.74609375	6.80859375	6.7421875	6.71875	6.71484375	6.92578125	6.92578125	6.81640625	6.7734375
Rgs2	8.6171875	8.4921875	8.3828125	8.390625	8.3828125	8.65625	8.7734375	8.171875	8.5390625
Rgs20	6.81640625	6.62890625	6.56640625	6.60546875	6.55078125	6.59375	6.5625	6.5859375	6.5859375
Rgs22	5.34375	5.203125	4.79296875	5.38671875	5.24609375	5.48046875	5.5	5.140625	5.4140625
Rgs3	6.4375	6.458984375	6.580078125	6.48046875	6.5625	5.919921875	6.091796875	6.576171875	6.291015625
Rgs4	8.65625	8.5546875	8.65625	8.6640625	8.5234375	7.8046875	7.88671875	8.4375	8.046875
Rgs5	7.86328125	7.859375	7.82421875	7.875	7.78515625	7.48046875	7.52734375	8.1875	7.52734375
Rgs6	5.7578125	5.7578125	6.0625	5.7421875	5.9921875	5.21484375	5.71875	5.67578125	5.79296875
Rgs7	8.2734375	8.328125	8.4765625	8.3984375	8.375	8.1171875	7.96875	8.2265625	8.125
Rgs7bp	8.6484375	8.6484375	9.1484375	8.75	8.7890625	7.83984375	7.8515625	8.9140625	7.828125
Rgs8	7.60546875	7.78515625	7.8984375	7.86328125	7.65625	7.3125	7.30859375	7.83203125	7.390625
Rgs9	7.17578125	7.328125	6.93359375	6.9453125	7.2578125	7.6484375	7.48046875	7.1640625	7.4375
Rgs9bp	4.39453125	4.828125	4.73046875	4.78515625	4.69140625	4.69140625	4.73046875	4.73046875	5.0546875
Rgsl1	4.328125	4.45703125	4.45703125	4.45703125	4.45703125	4.45703125	4.49609375	4.37109375	4.55859375
Rhbdd1	6.109375	6.109375	5.921875	6.35546875	6.04296875	6.109375	6.109375	6.140625	6.16796875
Rhbdd2	8.734375	8.765625	8.671875	8.75	8.6484375	8.75	8.984375	8.7734375	8.75
Rhbdd3	6.328125	6.30859375	6.3046875	6.390625	6.36328125	6.41796875	6.36328125	6.36328125	6.36328125
Rhbdf1	5.05859375	4.97265625	4.94140625	5.27734375	5.07421875	5.109375	5.07421875	5.25390625	5.140625
Rhbdf2	4.47265625	4.734375	4.796875	4.65625	4.55859375	4.5625	4.65625	4.64453125	4.76171875
Rhbdl1	7.49609375	7.484375	7.57421875	7.55859375	7.5	7.55078125	7.5	7.3125	7.51171875
Rhbdl2	5.0078125	4.95703125	4.8359375	5.078125	4.8359375	4.7890625	5.02734375	4.95703125	4.93359375
Rhbdl3	5.859375	5.9140625	6.046875	6.046875	5.921875	6.0625	6.0	6.078125	6.1171875
Rhbg	4.23046875	4.26171875	4.26953125	4.546875	4.26171875	4.26171875	4.26171875	4.41796875	4.203125
Rhcg	5.15625	5.47265625	5.23828125	5.21484375	5.26953125	5.28125	5.26953125	5.296875	5.3125
Rhd	4.2578125	4.4921875	4.28515625	4.04296875	4.1484375	4.26171875	4.3125	3.94921875	4.2578125
Rheb	9.390625	9.234375	9.3515625	9.4375	9.3046875	9.1171875	9.296875	9.4453125	9.0625
Rhebl1	5.52734375	5.45703125	5.5078125	5.45703125	5.46484375	5.8125	5.2421875	5.390625	5.45703125
Rhno1	6.83203125	7.1953125	7.1953125	7.1953125	7.46875	7.234375	7.10546875	7.1953125	7.234375
Rho	4.869140625	5.216796875	4.912109375	5.103515625	4.890625	4.947265625	5.0546875	4.9453125	4.865234375
Rhoa	9.01953125	8.98046875	9.1953125	9.13671875	9.1328125	9.0859375	9.03125	9.22265625	9.19921875
Rhob	7.2421875	7.2421875	7.4375	7.34375	7.375	6.84765625	7.05078125	7.3046875	7.07421875
Rhobtb1	4.8671875	4.796875	4.84375	4.84375	4.88671875	4.671875	4.8046875	5.0	4.74609375
Rhobtb2	6.5859375	6.40234375	6.76171875	6.69140625	6.85546875	6.5859375	6.46875	6.87890625	6.69140625
Rhobtb3	6.9453125	6.61328125	7.0390625	6.8828125	6.90234375	7.03125	6.84765625	6.93359375	6.90234375
Rhoc	6.0	6.04296875	6.44140625	6.19921875	6.203125	5.99609375	6.44140625	6.19921875	6.2421875
Rhod	4.69921875	4.69921875	4.69921875	4.71484375	4.55859375	4.69921875	4.71875	4.58984375	4.81640625
Rhof	6.359375	6.109375	6.05078125	6.171875	6.046875	6.1484375	6.1484375	6.17578125	6.05078125
Rhog	7.265625	7.2890625	7.29296875	7.40625	7.12890625	6.78125	7.05859375	7.2734375	6.90625
Rhoh	4.6796875	4.6796875	4.6796875	4.66796875	4.6796875	4.7265625	4.6796875	4.61328125	4.85546875
Rhoj	4.7421875	5.12890625	5.20703125	5.10546875	4.796875	5.3203125	4.80078125	5.06640625	4.93359375
Rhoq	6.30859375	6.08203125	6.3984375	6.50390625	6.26953125	6.23828125	6.23046875	5.8671875	6.2578125
Rhot1	6.67578125	6.68359375	6.68359375	6.62890625	6.6953125	6.68359375	6.6171875	6.734375	6.68359375
Rhot2	6.98828125	7.0234375	7.0234375	7.0234375	7.09765625	7.0234375	7.0234375	7.0234375	7.0234375
Rhou	7.35546875	7.35546875	7.53515625	7.359375	7.50390625	7.03125	7.31640625	7.40234375	7.26171875
Rhov	5.5078125	5.7734375	5.6640625	5.69921875	5.45703125	5.6640625	5.7578125	5.6171875	5.6640625
Rhox1	5.85546875	5.85546875	5.7421875	5.9765625	5.875	5.6796875	6.02734375	5.85546875	5.85546875
Rhox11	3.326171875	3.357421875	3.46484375	3.349609375	3.212890625	3.435546875	3.357421875	3.56640625	3.345703125
Rhox12	3.591796875	3.5234375	3.515625	3.720703125	3.591796875	3.564453125	3.529296875	3.68359375	3.591796875
Rhox13	3.111328125	3.111328125	3.228515625	3.01953125	3.228515625	3.205078125	3.0625	2.994140625	3.2421875
Rhox2e	3.8095703125	3.939453125	3.83984375	3.83984375	3.83984375	3.81640625	3.83984375	3.83984375	3.84375
Rhox4d	3.324609375	3.373828125	3.15859375	3.349609375	3.416796875	3.137890625	3.404296875	3.3515625	3.546484375
Rhox6	6.37890625	6.6015625	6.4296875	6.5625	6.2265625	6.484375	6.484375	6.62890625	6.53125
Rhox7a	5.67578125	5.67578125	5.67578125	5.859375	5.625	5.7578125	5.67578125	5.67578125	5.72265625
Rhox8	3.49609375	3.732421875	3.6171875	3.6640625	3.755859375	3.740234375	4.1015625	3.66796875	3.6328125
Rhox9	4.2265625	5.12890625	4.9765625	5.07421875	4.71875	5.0625	4.75390625	4.92578125	4.95703125
Rhpn1	5.3203125	5.38671875	5.4609375	5.4140625	5.390625	5.2890625	5.39453125	5.32421875	5.66796875
Rhpn2	5.28125	5.21875	5.33203125	5.3125	5.3828125	4.84765625	5.3125	5.390625	5.3125
Rian	8.6171875	8.0078125	8.5078125	8.4609375	8.4296875	8.53125	8.453125	8.4375	8.484375
Ribc1	4.87109375	4.82421875	4.4765625	5.0703125	4.75390625	4.75390625	4.59375	4.65625	4.55859375
Ribc2	4.8515625	4.8359375	4.8515625	5.09765625	4.63671875	4.8515625	4.8125	4.73828125	5.08203125
Ric1	6.94921875	6.5625	6.9140625	6.9140625	6.91015625	6.91015625	6.890625	7.0390625	7.00390625
Ric3	6.8671875	6.8671875	6.8671875	6.859375	6.74609375	6.8671875	6.875	6.8671875	6.8671875
Ric8a	6.4765625	6.58203125	6.58203125	6.59375	6.58203125	6.55859375	6.5625	6.58203125	6.58203125
Ric8b	7.58203125	7.50390625	7.62109375	7.42578125	7.62109375	7.88671875	7.6484375	7.46875	7.875
Rictor	6.671875	6.5390625	6.78515625	6.53125	6.6796875	6.77734375	6.671875	6.671875	6.65234375
Rida	8.3359375	8.1796875	8.140625	8.1875	8.15625	8.1484375	8.15625	8.15625	8.03125
