	GSM5082473	GSM5082474	GSM5082475	GSM5082476	GSM5082477	GSM5082478
ACAA2P1	2	20	8	1	15	20
ACACA	3462	5026	5352	3346	7546	7990
ACACB	571	876	995	626	1499	1541
ACAD10	814	1495	1508	870	2301	2399
ACAD11	1038	1705	1781	1152	2718	2855
ACAD8	955	1738	1759	914	2181	2268
ACAD9	1136	2295	2246	1259	2999	3108
ACAD9-DT	15	18	23	8	26	21
ACADL	17	29	17	3	17	19
ACADM	1184	1681	1613	1109	2149	2158
ACADS	475	1118	1176	552	1857	1851
ACADSB	591	779	716	617	1210	1308
ACADVL	9147	18018	19364	13558	34571	36272
ACAN	103	168	176	23	54	73
ACAP1	238	408	524	174	362	424
ACAP2	1075	989	887	978	1469	1481
ACAP2-IT1	2	1	0	5	4	0
ACAP3	4735	9812	10895	6790	19425	20926
ACAT1	951	1853	1730	1020	2157	2340
ACAT2	1998	3611	3511	1501	3609	3982
ACBD3	1648	1899	1747	1600	3007	3110
ACBD3-AS1	0	1	0	2	2	2
ACBD4	351	664	778	403	1138	1133
ACBD5	680	879	837	721	1413	1411
ACBD6	1134	2143	2170	965	2268	2447
ACBD7	379	591	589	268	619	668
ACCS	156	297	296	297	742	830
ACCSL	0	2	1	1	3	2
ACD	849	1856	2163	721	2039	2330
ACE	1215	2132	2238	1362	3534	3682
ACE2	7	7	8	6	15	11
ACE3P	0	0	0	0	0	0
ACER1	1	4	0	2	7	4
ACER2	125	134	151	61	155	169
ACER2P1	0	0	0	0	0	0
ACER3	523	562	583	616	972	985
ACHE	499	970	1071	392	1042	1157
ACIN1	5559	8049	8929	5280	11120	11547
ACKR1	45	107	114	60	159	158
ACKR2	35	59	45	44	111	144
ACKR3	79	125	108	48	120	158
ACKR4	8	2	0	2	5	8
ACKR4P1	1	0	5	2	0	0
ACLY	12912	21557	22345	13648	33648	35031
ACMSD	7	7	11	10	16	19
ACNATP	0	0	0	0	0	0
ACO1	1554	2685	2654	1382	3112	3263
ACO2	2743	4613	5035	1989	4805	5113
ACOD1	0	0	0	1	0	0
ACOT1	154	342	311	229	618	685
ACOT11	260	438	496	364	872	965
ACOT12	3	3	1	1	4	5
ACOT13	957	1537	1642	912	1978	2090
ACOT2	273	606	579	354	1131	1259
ACOT4	32	97	137	30	137	111
ACOT6	3	0	8	0	3	7
ACOT7	2539	4519	5053	2115	5040	5246
ACOT8	826	1885	1959	858	2381	2554
ACOT9	505	878	945	486	1158	1253
ACOX1	1068	1632	1625	1022	2208	2448
ACOX2	165	260	309	222	428	424
ACOX3	391	855	860	472	1188	1326
ACOXL	175	364	403	89	221	230
ACOXL-AS1	14	21	16	12	34	28
ACP1	2375	3794	4016	2176	4862	5062
ACP2	1738	3324	3573	2212	5722	6121
ACP3	87	147	99	86	167	171
ACP4	2	7	11	1	9	6
ACP5	97	233	233	168	486	483
ACP6	680	1127	1146	783	1673	1883
ACP7	23	39	34	19	56	68
ACR	18	50	36	20	38	52
ACRBP	98	160	168	95	250	271
ACRP1	0	0	4	2	0	0
ACRV1	5	10	9	1	9	8
ACSBG1	43	70	100	13	38	29
ACSBG2	3	6	3	7	6	4
ACSF2	665	1270	1334	502	1269	1384
ACSF3	587	1167	1248	635	1687	1785
ACSL1	1934	2693	2540	2788	6132	6296
ACSL3	1632	2079	2086	1248	2500	2590
ACSL3-AS1	0	0	0	0	0	0
ACSL4	790	837	719	595	1050	1108
ACSL5	21	37	30	44	81	99
ACSL6	277	319	345	238	525	519
ACSL6-AS1	0	0	0	0	1	0
ACSM1	9	33	20	32	109	100
ACSM2A	19	25	24	31	114	102
ACSM2B	14	17	27	15	44	37
ACSM3	165	263	275	221	462	539
ACSM4	1	1	2	0	0	0
ACSM5	0	1	0	3	0	0
ACSM5P1	0	0	0	3	0	0
ACSM6	5	10	6	7	13	13
ACSS1	59	117	110	47	126	124
ACSS2	1540	2694	2812	1541	3697	3938
ACSS3	1176	1531	1492	1680	3017	3347
ACTA1	147	294	353	106	215	211
ACTA2	149	272	255	74	182	217
ACTA2-AS1	0	6	6	1	2	2
ACTB	76426	135597	145211	40492	106024	111398
ACTBL2	1	0	0	0	0	0
ACTBP1	7	5	1	4	1	0
ACTBP11	5	11	6	4	3	9
ACTBP12	0	1	1	0	0	2
ACTBP14	3	1	0	0	0	1
ACTBP15	5	7	7	4	3	7
ACTBP2	9	5	9	6	14	6
ACTBP4	2	0	0	0	3	1
ACTBP6	3	0	1	1	1	0
ACTBP7	2	7	6	3	1	1
ACTBP8	4	3	2	1	1	7
ACTBP9	5	13	13	6	7	10
ACTC1	124	227	201	35	94	92
ACTE1P	1	4	1	5	5	8
ACTG1	47157	93958	98405	31001	84997	90366
ACTG1P1	5	5	14	3	13	22
ACTG1P10	4	7	2	8	10	5
ACTG1P11	7	55	72	0	58	80
ACTG1P12	3	1	2	4	3	3
ACTG1P13	0	0	0	0	0	0
ACTG1P14	12	7	10	9	7	7
ACTG1P15	1	3	2	1	2	3
ACTG1P16	1	0	1	0	0	2
ACTG1P17	22	22	24	9	28	28
ACTG1P18	0	0	0	0	0	2
ACTG1P19	4	0	0	3	1	0
ACTG1P2	7	55	72	0	58	80
ACTG1P20	3	2	9	4	10	9
ACTG1P21	4	7	2	0	0	3
ACTG1P22	2	8	1	3	0	1
ACTG1P23	0	2	4	0	1	0
ACTG1P24	2	1	2	5	2	8
ACTG1P25	41	120	126	37	78	70
ACTG1P3	3	2	8	2	3	5
ACTG1P4	1	0	5	0	0	0
ACTG1P9	9	12	23	4	20	14
ACTG2	49	102	92	30	18	23
ACTL10	31	62	91	43	125	161
ACTL11P	4	2	2	6	6	4
ACTL6A	1211	1803	1826	884	2067	2154
ACTL6B	391	702	701	497	1060	1139
ACTL7A	0	0	0	0	0	0
ACTL7B	0	1	1	2	0	1
ACTL8	0	3	3	0	0	2
ACTL9	0	0	0	0	0	0
ACTN1	5837	9350	10224	3658	8760	9215
ACTN1-DT	0	3	0	0	3	0
ACTN2	30	43	60	19	33	21
ACTN3	624	1109	1128	369	980	972
ACTN4	8949	14528	15959	7629	17906	19598
ACTN4P1	0	1	1	1	2	0
ACTN4P2	1	3	0	4	2	5
ACTP1	0	0	0	0	0	0
ACTR10	1194	2042	1911	1265	3038	3100
ACTR1A	3848	7396	7896	4014	10435	10866
ACTR1AP1	0	0	1	2	0	2
ACTR1B	2332	4439	4942	2741	7317	7724
ACTR2	5142	5943	5492	4598	8528	8681
ACTR3	3092	3703	3946	2644	5007	5198
ACTR3-AS1	6	19	16	7	16	16
ACTR3B	531	966	981	390	874	914
ACTR3BP1	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0
ACTR3BP3	0	0	0	1	0	0
ACTR3BP4	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0
ACTR3C	8	12	23	8	19	16
ACTR3P2	1	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0
ACTR5	378	811	906	284	696	736
ACTR6	502	753	724	451	978	982
ACTR6P1	0	0	0	0	0	0
ACTR8	578	939	950	534	1220	1294
ACTRT1	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0
ACTRT2	3	5	9	6	27	26
ACTRT3	90	154	164	81	239	238
ACVR1	679	1015	981	759	1687	1695
ACVR1B	2542	4094	4201	3062	7282	7719
ACVR1C	737	791	669	3226	5491	5543
ACVR2A	374	539	503	363	792	793
ACVR2B	2746	3533	3211	2082	4122	4354
ACVR2B-AS1	44	68	59	31	75	80
ACVRL1	37	145	72	39	119	141
ACY1	452	968	1051	302	1190	1183
ACY3	13	41	59	58	110	130
ACYP1	147	230	276	190	378	348
ACYP2	241	380	350	382	825	874
ADA	479	1059	1167	259	735	758
ADA2	897	1235	1362	591	1446	1485
ADAD1	0	0	0	0	0	0
ADAD1P2	0	0	0	2	0	0
ADAD2	23	38	19	3	9	9
ADAL	282	366	387	204	456	542
ADAM10	2766	3007	2874	2410	4747	4724
ADAM11	115	222	235	91	222	251
ADAM12	639	763	838	686	1422	1432
ADAM15	719	1352	1520	586	1608	1753
ADAM17	1119	1321	1339	967	1965	1968
ADAM18	0	0	0	0	0	0
ADAM19	379	493	518	167	380	364
ADAM1A	0	0	31	0	0	0
ADAM1B	4	8	9	12	19	15
ADAM2	28	48	44	22	50	70
ADAM20	1	0	1	4	3	4
ADAM20P1	7	26	15	7	4	17
ADAM20P2	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0
ADAM21	10	10	7	9	10	12
ADAM21P1	2	0	0	1	1	2
ADAM22	244	318	269	236	506	506
ADAM23	285	365	395	162	287	342
ADAM24P	1	0	0	0	0	0
ADAM28	121	148	172	22	63	50
ADAM29	6	20	12	15	38	34
ADAM30	1	0	0	0	0	0
ADAM32	39	61	51	70	91	81
ADAM33	64	104	120	21	44	32
ADAM3A	0	4	0	3	5	0
ADAM3B	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
ADAM7	0	0	0	2	0	0
ADAM7-AS1	1	2	0	0	0	0
ADAM7-AS2	0	0	0	0	0	0
ADAM8	284	635	662	303	938	943
ADAM9	2092	2171	2133	2293	4338	4488
ADAMDEC1	0	1	0	0	0	0
ADAMTS1	175	256	246	87	180	224
ADAMTS10	447	767	841	487	1232	1355
ADAMTS12	332	467	483	220	524	549
ADAMTS13	672	1378	1603	816	2429	2578
ADAMTS14	52	113	106	28	76	76
ADAMTS15	95	165	180	10	67	52
ADAMTS16	172	303	336	73	151	179
ADAMTS16-DT	80	94	119	52	124	133
ADAMTS17	55	68	72	66	166	203
ADAMTS18	52	46	51	24	47	27
ADAMTS19	180	225	281	113	211	219
ADAMTS19-AS1	11	12	14	6	8	11
ADAMTS2	1268	2418	2728	1739	4983	5120
ADAMTS20	33	63	55	15	26	34
ADAMTS3	59	53	64	13	26	21
ADAMTS4	264	476	421	57	183	195
ADAMTS5	212	231	265	701	1362	1316
ADAMTS6	141	200	138	143	282	280
ADAMTS7	954	1933	2208	405	1124	1120
ADAMTS7P1	15	60	37	9	23	36
ADAMTS7P3	15	51	46	7	22	23
ADAMTS7P4	11	3	8	7	3	5
ADAMTS8	81	139	147	28	61	56
ADAMTS9	505	681	679	427	997	990
ADAMTS9-AS1	4	2	4	0	4	4
ADAMTS9-AS2	17	32	32	23	32	42
ADAMTSL1	408	619	584	460	1250	1333
ADAMTSL2	34	70	88	63	156	163
ADAMTSL3	175	269	270	305	675	713
ADAMTSL4	473	746	880	370	1032	1086
ADAMTSL4-AS1	0	20	10	0	7	11
ADAMTSL4-AS2	1	2	0	1	1	0
ADAMTSL5	81	146	155	89	273	254
ADAP1	371	740	893	407	1237	1313
ADAP2	146	168	228	164	362	363
ADAR	7681	12257	12196	6835	16023	17102
ADARB1	351	601	596	188	440	428
ADARB2	289	500	483	468	1176	1238
ADARB2-AS1	0	3	0	2	3	3
ADAT1	399	586	602	426	968	1059
ADAT2	189	302	253	127	298	305
ADAT3	290	730	764	237	708	723
ADCK1	593	1129	1177	802	1871	1965
ADCK2	838	1876	2199	856	2605	2901
ADCK5	262	752	826	322	1064	1030
ADCY1	1883	2838	2916	2756	6562	7272
ADCY10	15	15	22	15	18	42
ADCY10P1	66	110	103	61	129	143
ADCY2	733	1286	1266	872	2053	2088
ADCY3	814	1405	1446	342	915	1055
ADCY4	147	278	296	197	465	492
ADCY5	522	918	928	326	785	836
ADCY6	1421	2529	2598	1671	4611	4768
ADCY6-DT	3	7	7	7	4	11
ADCY7	343	501	496	284	712	754
ADCY8	186	344	366	110	217	246
ADCY9	1180	1877	2026	1719	4225	4384
ADCYAP1	12	30	24	44	102	132
ADCYAP1R1	176	317	339	28	61	52
ADD1	4774	7870	8650	5064	12049	12696
ADD2	1395	2326	2430	243	638	671
ADD3	2413	2670	2481	2424	4507	4479
ADD3-AS1	27	37	28	44	94	104
ADGB	5	10	5	5	9	12
ADGB-DT	0	0	0	0	0	0
ADGRA1	208	450	401	327	936	1017
ADGRA1-AS1	24	53	59	36	111	132
ADGRA2	326	564	696	120	389	409
ADGRA3	1510	2178	2241	1351	3080	3061
ADGRA3P1	0	3	6	2	10	6
ADGRB1	264	491	561	110	272	331
ADGRB2	1748	3097	3615	1094	2904	3010
ADGRB3	15	22	17	13	27	39
ADGRB3-DT	5	6	11	11	32	25
ADGRD1	201	328	303	340	842	867
ADGRD1-AS1	26	37	30	43	116	99
ADGRD2	32	28	37	20	41	47
ADGRE1	0	2	4	3	0	0
ADGRE2	63	86	86	27	66	61
ADGRE3	1	0	0	0	0	0
ADGRE4P	3	5	0	0	1	0
ADGRE5	131	291	293	75	187	234
ADGRF1	14	17	26	18	33	39
ADGRF2	8	4	6	5	14	4
ADGRF3	733	1055	1040	1576	3618	3554
ADGRF4	12	14	16	14	47	25
ADGRF5	5	26	16	6	17	16
ADGRF5-AS1	0	0	0	0	0	0
ADGRF5P1	1	2	2	0	0	1
ADGRF5P2	1	3	0	0	0	0
ADGRG1	1628	3028	3146	1757	4442	4659
ADGRG2	527	620	623	1397	2991	2975
ADGRG3	11	14	11	7	9	12
ADGRG4	0	1	0	9	18	19
ADGRG5	434	860	890	550	1393	1425
ADGRG6	100	124	117	101	202	215
ADGRG7	5	2	2	31	46	56
ADGRL1	6141	10854	11961	4616	12721	13568
ADGRL1-AS1	57	60	65	56	87	117
ADGRL2	2730	3461	3158	2152	4386	4496
ADGRL3	232	250	217	99	252	284
ADGRL3-AS1	0	0	0	2	0	0
ADGRL4	17	28	18	4	15	13
ADGRV1	1080	1599	1650	1144	2452	2527
ADH1A	1	4	2	22	29	42
ADH1B	6	6	2	8	15	4
ADH1C	0	0	1	0	0	0
ADH4	2	3	4	3	4	3
ADH5	4988	7815	7910	3737	8197	8309
ADH5P2	0	1	1	0	1	0
ADH5P3	0	4	0	0	1	1
ADH5P4	0	3	2	0	6	0
ADH5P5	0	0	0	0	0	0
ADH6	76	99	92	131	327	318
ADH7	0	0	0	1	0	2
ADHFE1	184	302	266	247	513	462
ADI1	617	1098	1024	510	982	1107
ADI1P1	0	0	0	0	0	0
ADI1P2	0	0	0	1	0	0
ADI1P3	0	0	0	1	0	0
ADIG	0	0	0	0	0	0
ADIPOQ	9	10	9	9	10	13
ADIPOQ-AS1	9	6	3	3	8	4
ADIPOR1	2658	4380	4516	2534	5682	6190
ADIPOR1P1	0	0	0	0	0	0
ADIPOR1P2	0	1	0	0	0	2
ADIPOR2	2120	3574	3668	1914	4656	4826
ADIRF	3	2	0	0	7	0
ADIRF-AS1	207	367	359	177	399	540
ADK	720	1127	1120	788	1658	1806
ADM	1125	2227	2457	1169	3206	3361
ADM-DT	0	0	4	1	6	3
ADM2	666	1165	1317	233	594	647
ADM5	23	43	67	11	32	33
ADNP	6314	8684	8372	5674	11967	12741
ADNP-AS1	17	25	29	36	46	57
ADNP2	959	1351	1329	453	972	1032
ADO	1006	1394	1267	673	1415	1483
ADORA1	33	48	58	2	4	14
ADORA2A	3566	7452	7941	3881	11396	12152
ADORA2A-AS1	99	157	222	261	585	650
ADORA2B	51	61	95	23	28	50
ADORA2BP1	0	0	0	0	0	0
ADORA3	0	0	0	1	0	0
ADPGK	806	1423	1524	683	1669	1792
ADPGK-AS1	4	2	9	5	15	11
ADPRH	181	251	268	242	529	535
ADPRHL1	67	71	108	39	103	104
ADPRM	114	181	237	129	198	256
ADPRS	952	1874	1931	820	2239	2398
ADRA1A	11	6	15	1	5	8
ADRA1B	96	210	175	72	210	267
ADRA1D	2	18	14	2	3	2
ADRA2A	65	117	141	29	68	97
ADRA2B	152	327	325	30	95	116
ADRA2C	213	475	528	107	272	309
ADRB1	9	39	18	8	15	14
ADRB2	29	42	45	27	68	61
ADRB3	8	14	10	0	6	4
ADRM1	3617	7046	8038	1959	5536	5535
ADSL	1631	3308	3559	1063	2414	2708
ADSS1	292	591	647	274	718	767
ADSS2	1296	1914	1800	795	1922	2164
ADTRP	1	4	4	2	2	7
AEBP1	2862	5109	5568	2490	6736	7077
AEBP2	1359	1633	1405	831	1690	1623
AEN	2843	5148	5457	1075	2704	2756
AFAP1	645	1017	1001	558	1232	1258
AFAP1-AS1	29	57	120	79	301	289
AFAP1L1	439	658	692	246	644	649
AFAP1L2	127	179	202	50	125	138
AFDN	5488	7075	7003	5728	11943	12187
AFDN-DT	153	320	335	257	698	635
AFF1	2427	2954	2648	2686	5315	5406
AFF2	327	401	446	390	749	794
AFF2-IT1	0	0	0	0	0	0
AFF3	260	304	316	195	397	358
AFF4	3308	3428	3227	3307	5986	6331
AFF4-DT	0	0	0	0	0	0
AFG1L	175	304	296	158	331	378
AFG3L1P	486	679	705	575	1141	1205
AFG3L2	2119	3982	3745	1379	3486	3627
AFG3L2P1	0	1	0	2	2	1
AFM	0	0	0	0	0	0
AFMID	903	1436	1647	625	1568	1661
AFP	9767	17347	16596	19194	47429	49953
AFTPH	918	1119	1034	1030	1929	1921
AFTPH-DT	8	5	6	4	14	8
AGA	197	355	384	342	729	797
AGA-DT	144	240	213	185	438	448
AGAP1	1897	3142	3269	1453	3647	3763
AGAP1-IT1	15	27	12	13	20	21
AGAP10P	67	85	89	40	102	114
AGAP11	4	25	10	5	18	0
AGAP12P	44	88	60	10	90	116
AGAP13P	61	12	122	59	153	179
AGAP14P	31	90	75	37	113	99
AGAP2	129	239	270	114	323	342
AGAP2-AS1	129	200	224	190	423	299
AGAP3	2172	4650	5242	2202	6483	6878
AGAP4	245	348	278	212	483	452
AGAP5	183	176	180	253	340	325
AGAP6	509	986	918	807	1666	1604
AGAP7P	11	14	30	0	0	44
AGAP9	453	780	821	549	1230	1275
AGBL1	107	210	199	37	76	76
AGBL1-AS1	0	0	2	0	0	1
AGBL2	70	62	98	80	156	136
AGBL3	71	86	103	84	168	157
AGBL4	39	102	88	75	145	131
AGBL4-AS1	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	2	0
AGBL5	1254	2306	2667	1000	2412	2636
AGBL5-AS1	2	0	0	3	3	2
AGBL5-IT1	3	2	8	1	6	7
AGER	228	365	394	203	522	545
AGFG1	2468	3137	2976	2142	4220	4437
AGFG2	1090	2044	2151	1467	3799	3903
AGGF1	802	1106	1073	806	1568	1666
AGGF1P1	0	0	0	0	5	0
AGGF1P10	0	0	0	0	1	0
AGGF1P2	0	1	2	2	0	0
AGGF1P3	2	2	0	3	6	2
AGGF1P4	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0
AGGF1P9	0	1	0	0	0	0
AGK	543	909	817	496	1014	1086
AGK-DT	5	7	6	5	13	10
AGKP1	0	0	0	0	0	1
AGKP2	0	0	0	0	0	0
AGL	1178	1230	1063	851	1485	1522
AGMAT	181	323	338	223	622	681
AGMO	32	45	18	15	36	45
AGO1	1972	2921	2806	1450	3180	3203
AGO2	2039	2758	2539	1598	3628	3834
AGO3	900	1058	1057	1265	2268	2232
AGO4	889	1229	1156	914	2087	2031
AGPAT1	4020	6929	7449	4022	9914	10732
AGPAT2	2376	5297	5809	2402	7516	7836
AGPAT3	1253	2142	2233	1498	3896	4136
AGPAT4	1127	2277	2459	1289	3230	3436
AGPAT5	1902	2620	2298	1542	3248	3328
AGPAT5P1	0	0	0	0	0	0
AGPS	1180	1485	1343	832	1729	1835
AGR2	63	93	96	146	236	257
AGR3	14	39	21	29	106	83
AGRN	8816	17724	19224	7223	22051	23972
AGRP	1	0	0	2	0	0
AGT	10281	18440	19530	20360	50401	53008
AGTPBP1	934	1187	1132	512	1120	1153
AGTR1	157	211	192	119	296	278
AGTR2	0	0	0	0	0	2
AGTRAP	919	1873	2011	538	1534	1628
AGXT	64	110	128	40	94	108
AGXT2	3	7	7	4	10	27
AHCTF1	1782	2183	2209	1414	2936	2922
AHCTF1P1	5	7	17	0	24	10
AHCY	9756	18831	20022	6009	15928	16819
AHCYL1	4451	6442	6233	4586	10039	10508
AHCYL2	1429	1909	1923	1445	3247	3414
AHCYP2	2	2	2	1	1	4
AHCYP3	0	0	0	1	1	0
AHCYP4	0	0	1	0	0	0
AHCYP5	0	0	0	0	0	0
AHCYP7	0	0	3	0	0	0
AHCYP8	0	0	0	0	0	0
AHDC1	1931	3072	3569	2008	5393	5650
AHI1	493	662	572	638	1230	1233
AHI1-DT	33	47	38	74	112	100
AHNAK	2138	3205	3064	1840	4599	4658
AHNAK2	268	370	383	81	172	154
AHR	443	530	431	711	1199	1351
AHRR	46	92	70	25	46	67
AHSA1	2748	4768	5020	2286	4734	5328
AHSA2P	1618	2545	2515	2447	5556	5604
AHSG	1610	3067	3219	2604	6451	6771
AHSP	6	15	16	2	4	3
AICDA	7	13	16	1	10	27
AIDA	2169	2697	2582	1634	3311	3359
AIDAP1	0	0	0	0	0	0
AIDAP2	9	5	4	10	25	21
AIDAP3	0	0	0	0	0	0
AIF1	234	457	483	266	605	664
AIF1L	1434	2376	2469	314	700	697
AIFM1	1289	2342	2553	1163	2880	3159
AIFM1P1	0	0	0	0	0	0
