Sample_geo_accession	Condition	Group
GSM3137618	TB_only	Whole Blood
GSM3137623	TB_only	Whole Blood
GSM3137624	TB_only	Whole Blood
GSM3137635	TB_only	Whole Blood
GSM3137638	TB_only	Whole Blood
GSM3137641	TB_only	Whole Blood
GSM3137645	TB_only	Whole Blood
GSM3137648	TB_only	Whole Blood
GSM3137651	TB_only	Whole Blood
GSM3137652	TB_only	Whole Blood
GSM3137655	TB_only	Whole Blood
GSM3137660	TB_only	Whole Blood
GSM3137415	TB_IH	Whole Blood
GSM3137419	TB_IH	Whole Blood
GSM3137424	TB_IH	Whole Blood
GSM3137425	TB_IH	Whole Blood
GSM3137429	TB_IH	Whole Blood
GSM3137435	TB_IH	Whole Blood
GSM3137437	TB_IH	Whole Blood
GSM3137441	TB_IH	Whole Blood
GSM3137444	TB_IH	Whole Blood
GSM3137445	TB_IH	Whole Blood
GSM3137446	TB_IH	Whole Blood
GSM3137447	TB_IH	Whole Blood
GSM3137457	TB_IH	Whole Blood
GSM3137470	TB_IH	Whole Blood
GSM3137478	TB_IH	Whole Blood
GSM3137484	TB_IH	Whole Blood
GSM3137490	TB_IH	Whole Blood
GSM3137492	TB_IH	Whole Blood
GSM3137505	TB_IH	Whole Blood
GSM3137506	TB_IH	Whole Blood
GSM3137510	TB_IH	Whole Blood
GSM3137533	TB_IH	Whole Blood
GSM3137546	TB_IH	Whole Blood
GSM3137548	TB_IH	Whole Blood
GSM3137552	TB_IH	Whole Blood
GSM3137561	TB_IH	Whole Blood
GSM3137563	TB_IH	Whole Blood
GSM3137569	TB_IH	Whole Blood
GSM3137575	TB_IH	Whole Blood
GSM3137576	TB_IH	Whole Blood
GSM3137586	TB_IH	Whole Blood
GSM3137593	TB_IH	Whole Blood
GSM3137596	TB_IH	Whole Blood
GSM3137599	TB_IH	Whole Blood
GSM3137601	TB_IH	Whole Blood
GSM3137609	TB_IH	Whole Blood
GSM3137614	TB_IH	Whole Blood
GSM3137619	TB_IH	Whole Blood
GSM3137622	TB_IH	Whole Blood
GSM3137629	TB_IH	Whole Blood
GSM3137637	TB_IH	Whole Blood
GSM3137639	TB_IH	Whole Blood
GSM3137640	TB_IH	Whole Blood
GSM3137654	TB_IH	Whole Blood
GSM3137416	DM_only	Whole Blood
GSM3137422	DM_only	Whole Blood
GSM3137427	DM_only	Whole Blood
GSM3137428	DM_only	Whole Blood
GSM3137443	DM_only	Whole Blood
GSM3137452	DM_only	Whole Blood
GSM3137453	DM_only	Whole Blood
GSM3137458	DM_only	Whole Blood
GSM3137472	DM_only	Whole Blood
GSM3137481	DM_only	Whole Blood
GSM3137485	DM_only	Whole Blood
GSM3137488	DM_only	Whole Blood
GSM3137493	DM_only	Whole Blood
GSM3137495	DM_only	Whole Blood
GSM3137496	DM_only	Whole Blood
GSM3137499	DM_only	Whole Blood
GSM3137513	DM_only	Whole Blood
GSM3137514	DM_only	Whole Blood
GSM3137515	DM_only	Whole Blood
GSM3137522	DM_only	Whole Blood
GSM3137523	DM_only	Whole Blood
GSM3137525	DM_only	Whole Blood
GSM3137526	DM_only	Whole Blood
GSM3137527	DM_only	Whole Blood
GSM3137534	DM_only	Whole Blood
GSM3137537	DM_only	Whole Blood
GSM3137538	DM_only	Whole Blood
GSM3137547	DM_only	Whole Blood
GSM3137556	DM_only	Whole Blood
GSM3137559	DM_only	Whole Blood
GSM3137562	DM_only	Whole Blood
GSM3137565	DM_only	Whole Blood
GSM3137566	DM_only	Whole Blood
GSM3137571	DM_only	Whole Blood
GSM3137580	DM_only	Whole Blood
GSM3137591	DM_only	Whole Blood
GSM3137594	DM_only	Whole Blood
GSM3137595	DM_only	Whole Blood
GSM3137597	DM_only	Whole Blood
GSM3137598	DM_only	Whole Blood
GSM3137608	DM_only	Whole Blood
GSM3137612	DM_only	Whole Blood
GSM3137615	DM_only	Whole Blood
GSM3137621	DM_only	Whole Blood
GSM3137628	DM_only	Whole Blood
GSM3137631	DM_only	Whole Blood
GSM3137633	DM_only	Whole Blood
GSM3137642	DM_only	Whole Blood
GSM3137643	DM_only	Whole Blood
GSM3137653	DM_only	Whole Blood
GSM3137656	DM_only	Whole Blood
GSM3137659	DM_only	Whole Blood
GSM3137433	Healthy_Control	Whole Blood
GSM3137440	Healthy_Control	Whole Blood
GSM3137448	Healthy_Control	Whole Blood
GSM3137454	Healthy_Control	Whole Blood
GSM3137456	Healthy_Control	Whole Blood
GSM3137461	Healthy_Control	Whole Blood
GSM3137469	Healthy_Control	Whole Blood
GSM3137473	Healthy_Control	Whole Blood
GSM3137475	Healthy_Control	Whole Blood
GSM3137477	Healthy_Control	Whole Blood
GSM3137480	Healthy_Control	Whole Blood
GSM3137494	Healthy_Control	Whole Blood
GSM3137502	Healthy_Control	Whole Blood
GSM3137503	Healthy_Control	Whole Blood
GSM3137504	Healthy_Control	Whole Blood
GSM3137508	Healthy_Control	Whole Blood
GSM3137512	Healthy_Control	Whole Blood
GSM3137516	Healthy_Control	Whole Blood
GSM3137519	Healthy_Control	Whole Blood
GSM3137529	Healthy_Control	Whole Blood
GSM3137539	Healthy_Control	Whole Blood
GSM3137550	Healthy_Control	Whole Blood
GSM3137557	Healthy_Control	Whole Blood
GSM3137570	Healthy_Control	Whole Blood
GSM3137579	Healthy_Control	Whole Blood
GSM3137581	Healthy_Control	Whole Blood
GSM3137587	Healthy_Control	Whole Blood
GSM3137588	Healthy_Control	Whole Blood
GSM3137603	Healthy_Control	Whole Blood
GSM3137626	Healthy_Control	Whole Blood
GSM3137636	Healthy_Control	Whole Blood
GSM3137644	Healthy_Control	Whole Blood
GSM3137646	Healthy_Control	Whole Blood
GSM3137647	Healthy_Control	Whole Blood
GSM3137657	Healthy_Control	Whole Blood
GSM3137658	Healthy_Control	Whole Blood
GSM3137459	IH	Whole Blood
GSM3137476	IH	Whole Blood
GSM3137482	IH	Whole Blood
GSM3137486	IH	Whole Blood
GSM3137500	IH	Whole Blood
GSM3137551	IH	Whole Blood
GSM3137564	IH	Whole Blood
GSM3137572	IH	Whole Blood
GSM3137605	IH	Whole Blood
GSM3137650	IH	Whole Blood
