gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
MLPH	4039.0737	4800.645	3970.6255	4127.6763	3715.4805	4115.5547	4359.6	4484.0884
MLST8	7389.0757	8879.369	8134.923	7290.8535	7069.393	7884.071	8704.711	8091.8936
MLX	3155.2217	4031.056	3417.3103	3534.949	3146.8647	3569.1902	3668.1272	3605.8389
MLXIP	4554.1665	9159.57	5438.499	7836.5176	4628.2847	8065.006	6103.2266	8042.518
MLXIPL	132.2403	152.5538	69.1294	80.724396	56.868332	124.49338	94.15142	98.58236
MLYCD	139.07837	205.17252	156.0099	192.50941	104.6786	213.09225	160.85771	173.13107
MMAA	115.342896	530.89136	130.87138	411.40427	107.5291	430.70605	110.36822	305.638
MMAB	218.85765	541.30664	255.9198	535.2113	248.80125	563.38025	386.42297	575.6128
MMACHC	1588.3837	1862.9778	1813.2472	1545.9586	1574.2012	1638.8821	2225.2915	1283.0488
MMADHC	37893.742	44620.332	38079.71	36719.31	36583.777	40564.793	44665.008	33805.125
MMD	8862.85	16020.667	9031.697	13374.428	8269.438	15212.726	9428.517	12711.118
MME	325.81818	305.5881	303.2604	305.2148	343.90543	315.2474	334.8812	310.72864
MMGT1	15123.679	12680.353	16626.373	10566.245	15932.998	11525.68	20590.7	11792.9
MMP1	1756.4945	2533.4417	1998.1655	2254.661	1761.0928	2548.0215	2484.681	2449.6306
MMP12	19.850447	27.751331	21.487156	19.557789	22.785454	20.142467	21.181372	18.228209
MMP14	187.39166	170.92946	383.04254	208.17238	150.3184	180.22237	183.89755	135.84529
MMP15	1418.1405	2269.838	1599.4066	1923.415	1529.8971	2065.6233	1612.4437	1966.4563
MMP16	56.871998	170.78749	56.803635	145.24261	46.768364	166.89024	67.53019	137.94403
MMP17	8923.554	9674.966	10133.987	9587.641	8432.659	9948.359	8733.373	7943.4614
MMP19	391.09332	398.99908	382.05405	355.42142	388.46548	392.58917	449.2779	365.89368
MMP2	884.2304	1804.6508	952.79425	1480.9926	845.21643	1605.5155	1117.4863	1406.4233
MMP23B	153.61375	217.12988	194.24423	227.2168	205.11745	236.05518	247.27542	230.331
MMP24	1162.931	1707.9392	1126.9847	1372.8628	1052.0352	1599.0525	1297.9277	1359.2239
MMP25	160.32816	133.3035	136.51328	141.9454	140.0066	177.88159	175.69272	132.59148
MMP28	566.2361	605.2196	537.5294	520.72186	553.9435	586.6576	571.5637	488.07394
MMP7	178.63951	166.46544	193.83916	121.65312	193.16194	162.96461	247.63144	164.3882
MMP9	808.7819	719.6834	905.38745	630.34937	913.5365	686.8839	1053.4387	681.0867
MMRN1	20.158659	26.915152	21.5753	18.92934	22.966917	20.34599	21.099075	17.958359
MMRN2	229.8477	259.7742	208.76337	219.20796	362.40717	394.81458	364.615	351.66138
MMS19	9233.365	14409.823	10442.86	11546.598	9209.848	12722.568	11914.533	12088.159
MMS22L	1905.0293	2313.2034	2080.8232	2001.6914	1915.4291	2040.2048	1996.0137	1556.7972
MMUT	2215.1047	3974.1494	2098.7722	3249.8528	1997.4576	3636.7307	2434.4307	3095.8828
MNAT1	3869.3008	4036.6636	4150.959	3452.7463	3775.1482	3762.276	4730.3594	3296.619
MND1	4586.638	5206.1484	4780.6465	4371.79	4582.147	4769.772	5798.856	4267.435
MNDA	20.401941	29.54025	23.253613	20.638063	24.585524	21.944046	23.1745	19.811525
MNS1	948.5492	1564.1034	1004.8477	1297.9672	887.62946	1307.6315	1077.4594	1413.6843
MNT	7117.22	14784.629	7200.45	12676.572	6354.4585	13577.099	10300.367	17596.787
MNX1	693.086	935.72186	661.6942	758.92017	712.70935	784.6574	680.0056	611.16406
MNX1-AS1	1061.4641	1511.6273	1288.692	1212.4517	1069.1306	1391.943	1410.0342	1144.406
MOAP1	262.32986	547.2188	281.30792	531.327	253.17116	546.3502	434.66168	677.3269
MOB1A	2192.381	1996.1338	2173.932	1684.9116	2054.374	1875.4736	2470.7148	1674.9694
MOB1B	6494.1567	5819.6616	6858.862	7330.3887	6126.8496	6925.442	5033.816	6482.418
MOB2	3529.1655	5110.38	3465.7346	4531.0537	3346.7734	4833.73	3940.178	5264.708
MOB3A	2013.6675	2376.9397	1940.1484	2150.456	1961.8678	2198.0012	2245.3162	2289.6428
MOB3C	244.18074	345.59454	266.6731	291.2845	259.3828	303.70557	272.46872	294.02924
MOB4	6328.653	5470.9795	6253.1763	4444.9907	6178.196	4957.6025	7346.572	4540.063
MOBP	19.641201	25.86023	20.6091	18.478437	22.431763	19.957077	20.819805	17.615372
MOCOS	279.8982	385.87903	326.41446	353.90735	314.04623	388.81693	362.4115	336.47906
MOCS1	37.235317	54.997326	21.846832	44.21804	26.196407	57.260674	34.40022	41.34684
MOCS2	4354.203	5486.074	4264.463	4997.243	3979.144	5365.9253	4785.924	4805.601
MOCS2-DT	69.20221	101.72658	77.40032	80.130615	69.13342	96.28029	73.95808	83.49072
MOCS3	6451.6	7065.8613	7700.595	7039.4927	7068.762	7135.338	6920.6826	6975.5176
MOG	551.5907	578.56885	506.51822	560.4822	604.08124	670.79565	628.28265	631.63824
MOGAT2	20.426098	29.11356	23.075031	20.415392	24.38039	21.777012	22.79404	19.450308
MOGAT3	173.19952	174.88152	160.16078	173.29567	147.18336	147.80028	145.82538	132.7109
MOGS	32499.967	37191.586	36910.836	31934.74	33907.223	34503.71	39188.234	33587.414
MOK	2898.3567	1709.5714	3076.569	1465.5149	3033.8652	2100.7805	3533.0334	1816.3651
MON1A	4188.165	3218.3027	3927.9084	3226.5464	3870.6003	3070.6667	4285.25	3059.337
MON1B	21306.336	19952.723	22931.598	23407.43	20133.746	22289.617	17975.63	21389.441
MON2	69.16663	101.248085	52.809982	81.43591	60.02167	89.46554	88.97005	85.23624
MORC1	20.745312	27.479256	25.818016	27.867641	31.259396	31.167732	36.440765	32.69818
MORC2	812.03955	748.5454	787.3119	652.1198	746.61316	672.758	1397.0961	741.34454
MORC2-AS1	606.5718	902.348	735.19354	722.565	560.5974	764.8469	719.3837	806.3631
MORC3	1327.7329	1894.6221	1493.1188	1542.073	1441.9419	1866.4773	1307.59	1920.437
MORC4	3258.6038	7172.631	3287.0596	6168.8467	3166.8457	6498.2363	3507.3923	5632.339
MORF4L1	50545.32	59009.26	54569.22	49779.523	51192.008	54737.684	57320.465	50706.895
MORF4L2	26660.275	31384.8	30546.871	25631.832	28450.783	28444.352	33558.586	27748.117
MORN1	748.31635	812.9596	732.3129	672.65216	695.59204	779.4928	791.03503	790.03015
MORN2	4113.0366	5201.542	4095.61	4171.0024	3912.2854	4728.7085	4945.6226	4204.534
MORN3	125.97782	159.72365	120.972374	126.391174	93.8588	114.469696	107.628624	178.9998
MORN4	969.919	1635.0094	1062.4349	1440.4414	1001.72797	1530.162	1127.3312	1560.6375
MOS	262.6842	302.10254	263.69135	341.8578	449.09024	323.15265	502.00922	455.72623
MOSMO	8782.142	10114.947	10096.202	8607.41	9577.031	9267.363	10582.224	8277.686
MOSPD1	6231.261	13966.251	6477.3423	11447.086	5953.822	13129.591	6889.607	12249.188
MOSPD2	359.76108	444.64545	340.981	368.84546	325.45782	406.00717	369.53415	358.90192
MOSPD3	2121.521	4421.2456	2368.7112	3749.3533	2252.3506	3956.9507	3020.8635	3781.4246
MOV10	1614.594	1560.5817	1617.1394	1361.2642	1536.1445	1420.0082	1694.3226	1325.955
MPC1	3433.262	5012.1304	3878.2249	4042.7869	3544.5918	4797.7676	4729.7026	4098.4404
MPC2	10177.84	15030.602	10857.831	13138.091	10348.468	13862.911	11851.81	12941.888
MPDU1	1857.9514	4318.461	3276.6506	3715.6794	3030.8445	4127.166	3886.648	4038.2969
MPDZ	1136.9336	1732.6531	1192.7087	1494.768	1261.866	1591.1896	1145.1431	1501.5905
MPG	5597.6606	6193.8164	6127.757	5370.95	5713.82	5598.056	6183.863	5493.31
MPHOSPH10	7059.008	7934.0156	7608.47	8050.1245	6712.485	7216.0073	8926.279	7912.1387
MPHOSPH10P1	75.63052	45.98416	52.33994	66.43105	42.917774	44.016438	65.86212	50.50111
MPHOSPH6	1551.846	2219.8877	1466.7874	1830.7507	1438.1437	1998.8009	1775.7318	1824.9896
MPHOSPH8	1240.8573	2314.736	1636.5784	1955.0026	1262.2539	1983.6586	1503.0135	2137.648
MPHOSPH9	494.76108	564.43256	529.3281	545.6345	452.753	515.081	518.2087	547.2072
MPI	4403.267	7545.9053	4281.1416	6471.064	4087.8987	7163.2915	4764.979	6605.0728
MPIG6B	59.204357	61.341408	51.85116	74.36421	50.893055	76.33099	66.49941	73.04559
MPL	70.680695	25.433073	51.09239	216.47049	21.440292	39.088467	83.48021	81.237976
MPLKIP	3224.6316	3514.0784	3337.4504	2943.6467	3145.199	3318.2	4128.1675	3481.1965
MPND	2353.4204	3238.6667	2595.828	2823.0134	2453.546	2837.905	2759.5745	2846.2542
MPO	26.191792	28.968822	24.13483	19.96448	23.378618	20.71411	23.865295	18.820778
MPP1	28946.709	24693.367	29602.193	18962.37	27012.066	22189.047	32555.7	20782.43
MPP2	623.21765	828.8325	645.83594	686.7963	602.79126	740.8904	723.2546	694.56146
MPP3	757.68256	1457.2573	957.66394	1177.167	803.83466	1205.4678	1031.7963	1557.4982
MPP4	19.41791	26.128407	20.881603	18.583342	22.55721	20.048798	21.031755	18.01609
MPP7	19.609482	27.80892	22.028137	19.58198	23.89701	21.219961	22.33919	18.764069
MPPE1	7400.9644	8406.283	7578.253	6718.296	6535.3525	7568.8306	8572.302	7149.719
MPRIP	7716.8096	8931.449	8985.968	7572.4087	4893.5806	8230.946	9713.857	8129.182
MPST	6380.4375	7693.4614	6231.459	6634.4175	6041.4873	7545.8105	7068.412	6787.414
MPV17	37728.35	52237.6	38069.09	44694.99	36684.01	48913.88	47137.22	47570.32
MPV17L	426.79828	246.51219	397.65173	231.96	368.5079	248.49315	445.39972	220.33102
MPV17L2	6723.587	9405.111	8095.7515	7854.893	7758.911	8712.103	9496.383	7908.0024
MPZ	19.56216	29.502285	23.262753	20.363628	24.849669	22.121227	23.483135	19.841682
MPZL1	9541.739	15536.831	9940.011	12563.402	9610.745	14287.703	11054.209	12555.498
MPZL2	51.107452	53.011284	49.45306	45.429516	56.366676	59.53049	53.047146	48.137024
MPZL3	389.52386	678.41174	406.13013	565.6446	343.60526	646.28564	453.0302	551.48535
MR1	350.20572	329.9944	319.05203	263.63907	332.4264	265.49515	373.989	266.00775
MRAP2	19.547152	28.140837	22.205719	19.667393	23.37276	20.908972	21.984692	18.51261
MRAS	2997.043	1945.3727	2976.9504	1567.6134	2796.062	1648.255	3312.3005	1502.0779
MRC2	36329.63	46497.75	39040.285	38888.117	36633.508	41386.92	39962.938	39340.746
MRE11	1723.4609	2178.132	1711.9813	1916.531	1504.4071	1977.2477	1886.5836	1826.8568
MREG	3207.9546	4291.6143	3189.4512	3834.4863	2922.608	4091.9434	3909.9094	3958.0154
MRFAP1	33303.562	34404.613	35001.17	30459.18	30343.264	31164.875	38115.195	31486.457
MRFAP1L1	2610.3992	3390.924	2846.879	2842.1008	2437.1404	3041.17	3214.6033	3118.701
MRGBP	6108.4253	5809.6606	6154.843	5165.547	5931.5483	5533.18	7280.3545	5107.7896
MRGPRE	95.370766	75.52046	76.80502	81.923096	128.95651	126.24588	121.27619	140.1342
MRGPRF	146.10263	115.628105	128.24069	126.81443	143.92607	151.30879	167.90723	144.57043
MRGPRG	468.44955	523.67535	429.70618	531.2463	374.69748	491.47144	521.739	437.96927
MRGPRX2	19.717659	27.335016	21.75533	19.41087	23.639359	20.987988	21.999863	18.63553
MRI1	1025.9961	1475.3418	1209.4346	1224.9934	1133.1371	1551.53	1383.874	1229.9308
MRM1	1263.0193	1934.4764	1354.1292	1786.2297	1320.9526	1902.0773	1392.8717	1890.8223
MRM2	631.6666	579.2332	511.0657	568.28156	526.0224	538.88354	654.5301	540.1428
MRM3	1872.6107	2226.6953	1996.4913	1893.3313	1828.8372	1991.921	2183.7288	2233.2034
MRNIP	5494.9697	7846.045	6189.1836	7040.5767	5571.027	7170.9575	6429.062	7016.6167
MRO	19.669498	26.800852	21.399302	19.10094	23.25372	20.64711	21.608213	18.40769
MROH1	627.3472	1002.1472	630.57104	880.8986	611.65875	944.87573	630.09314	1012.3108
MROH2A	19.936337	28.204351	22.003069	19.78728	23.390451	20.7354	21.849758	18.717012
MROH2B	19.380938	25.94996	20.772902	18.47478	22.467632	19.96819	20.936487	17.937778
MROH5	759.0727	775.09863	661.563	664.5584	657.71405	676.4839	727.4957	509.1023
MROH6	326.58453	418.60065	352.08447	392.38785	312.40598	387.1051	336.19937	366.88135
MROH7	167.48709	200.09619	157.17438	197.43776	179.2797	208.95644	185.49063	207.34644
MRPL1	580.72186	442.7648	517.249	390.79123	482.1597	405.95724	665.80896	399.5626
MRPL10	12826.095	10750.013	13930.006	9384.468	13568.934	9781.47	15878.377	9625.126
MRPL11	34525.406	35047.13	38189.996	30511.412	35812.812	31078.244	40648.836	31217.637
MRPL12	18134.438	19551.434	17022.078	16611.158	16563.285	18763.242	19394.123	18576.148
MRPL13	29454.549	36064.203	28890.908	30107.7	28137.316	33010.28	33826.473	29241.092
MRPL14	14389.881	12971.23	14295.242	10751.221	13123.447	12117.36	17546.295	12238.02
MRPL15	43035.71	33463.996	42493.293	28569.59	39104.312	32129.99	49154.285	30626.127
MRPL16	19494.74	21116.445	19526.506	17339.592	18412.037	19926.676	22191.219	17246.553
MRPL17	15759.649	17990.621	16162.106	15739.057	14968.65	16776.809	17770.469	15477.51
MRPL18	44532.344	42412.332	46239.27	35526.797	44201.64	40273.99	53466.176	37595.137
MRPL19	10764.689	11781.999	11993.712	10097.765	10723.979	11115.878	13020.739	9643.927
MRPL2	1361.7024	1322.9615	1438.6049	1209.5994	1366.6514	1220.0178	1699.123	1277.4801
MRPL20	51132.01	53016.43	53959.316	43639.105	51605.67	50338.09	60595.293	43703.973
MRPL20-AS1	901.4132	1722.88	897.47363	1500.262	834.6583	1530.9674	943.34045	1534.8606
MRPL21	66648.92	74018.984	73572.24	63322.176	67503.25	68732.4	86562.64	65252.855
MRPL22	16298.469	19026.531	17755.451	16118.043	16728.8	17385.766	19680.479	16355.032
MRPL23	27786.994	29839.404	27941.42	24200.318	26927.65	26758.83	30745.908	25143.352
MRPL23-AS1	19.98848	26.307112	20.865534	18.53976	22.406961	19.851109	20.917978	17.291138
MRPL24	17970.76	20647.496	19631.365	18088.87	17456.23	18670.88	20171.912	17898.902
MRPL27	28635.31	32186.389	29310.664	27727.123	28265.127	31024.3	33688.008	29412.135
MRPL28	11502.366	15248.064	13742.737	13453.087	13116.8125	14372.313	14934.454	13885.895
MRPL3	16797.47	17553.662	16726.834	14647.284	16092.396	16139.75	19881.836	14596.375
MRPL30	12308.05	13789.875	13380.91	11119.002	12192.615	11814.092	16670.504	12519.827
MRPL32	25276.186	28302.277	27111.922	24170.215	25496.287	26105.596	33425.945	26109.428
MRPL33	30770.693	42150.223	31398.455	34321.703	29508.201	38841.23	37626.016	36727.418
MRPL34	33399.355	36077.293	35350.074	30956.002	32166.947	32997.32	35762.824	30726.12
MRPL35	3941.0532	2862.195	4124.78	2591.0894	4116.3657	2729.5183	4966.826	2589.1272
MRPL36	18635.023	16180.012	19327.1	13894.158	18028.037	14955.793	22346.355	15218.62
MRPL37	22465.69	29584.273	26115.865	23266.908	25467.162	27759.713	30981.018	25841.344
MRPL38	2792.7314	2925.2712	3039.2788	2568.049	2848.3433	2775.753	3230.9666	2944.3123
MRPL39	15271.174	17523.24	15650.353	14362.255	14658.675	16131.932	17719.326	14455.561
MRPL4	28723.238	23684.73	28558.543	20143.863	28309.236	21881.314	31656.527	20029.58
MRPL40	9058.472	10438.437	8979.312	8818.675	8387.096	9465.886	9782.64	8854.399
MRPL41	58998.73	63476.863	64463.434	53928.688	59734.695	60451.78	69634.6	55724.445
MRPL42	4632.8853	5491.8286	4522.6865	4563.436	4273.4253	4846.345	5261.424	4533.4263
MRPL42P5	604.2929	487.74948	597.51605	442.3368	529.564	419.71893	754.8535	497.79626
MRPL43	14468.571	16401.967	13991.819	14891.267	12683.4795	15766.964	14608.566	15283.808
MRPL44	3697.7947	3508.4893	3525.3582	2999.2705	3388.2444	3336.8748	4580.8657	3452.4153
MRPL45	11705.642	16126.228	12873.568	13305.944	11901.86	14859.495	15208.131	13731.359
MRPL46	6415.7056	7449.665	7165.432	6230.3223	6248.8994	6659.8496	7525.7256	7008.815
MRPL47	28242.21	31572.828	31711.4	25691.102	26072.156	29558.998	37831.42	29334.68
MRPL48	11951.529	16248.458	12315.415	13169.054	11773.692	14787.601	15699.57	13465.818
MRPL49	19781.47	29667.896	19927.678	25378.918	19355.06	26987.06	23407.803	27706.566
MRPL50	8731.925	10757.953	9657.049	9296.25	9132.962	10160.872	11294.966	10398.911
MRPL51	60811.58	63093.668	63514.387	54335.504	59041.844	59742.67	71772.59	55377.027
MRPL52	32384.867	30704.475	32786.523	27688.514	31502.176	29144.162	36339.5	26925.336
MRPL53	38689.656	54922.715	45061.9	46309.81	39265.816	50634.176	50056.637	48683.46
MRPL54	8938.708	10502.7705	9468.063	8621.094	8795.161	9160.097	10411.553	9388.098
MRPL55	37468.555	38047.58	38571.78	32507.594	35257.145	34953.06	43275.28	33265.19
MRPL57	1567.3451	2354.5208	1860.2311	1674.3483	1498.8167	2164.664	2157.8665	1853.4348
MRPL58	54016.703	59616.707	56240.605	50177.426	52716.69	57891.543	69541.87	52048.887
MRPL9	39731.17	39811.805	41734.344	32386.902	37705.64	36277.387	48092.87	33469.395
MRPS10	30200.307	39712.266	31628.059	32020.69	29841.87	36620.266	37443.5	35355.492
MRPS11	22466.596	25606.887	23472.244	21751.422	22457.434	23755.445	25777.416	23192.924
MRPS12	95848.97	86317.734	102621.84	74243.71	95949.63	82700.77	120157.17	81103.37
MRPS14	10464.703	9963.76	10433.069	8449.304	9823.712	9051.134	12001.04	8394.944
MRPS15	19549.973	17111.904	20462.016	14442.522	19135.08	15292.267	22828.932	15021.463
MRPS16	74816.39	95822.484	80935.945	87943.17	72205.64	86458.9	79306.33	91829.47
MRPS17	19601.824	16654.39	20117.355	13899.523	18025.678	15572.356	23341.7	14798.201
MRPS18A	7841.114	8286.917	7994.0356	7109.2173	7771.318	7733.8916	9244.053	8242.157
MRPS18B	45148.664	48354.3	49804.176	37831.496	46921.004	45753.516	60389.117	43378.875
MRPS18C	47468.074	45176.457	46529.91	38234.832	45804.055	43537.31	58126.832	39102.996
MRPS2	37604.133	27715.67	29299.758	24003.08	27034.27	26987.258	35254.79	26458.146
MRPS21	50499.53	58336.93	49491.87	48721.03	48036.76	52879.543	56818.95	52281.094
MRPS22	14056.741	12175.138	13718.712	9966.2295	13476.389	11131.394	16724.6	10192.8
MRPS23	5199.614	5630.958	5573.023	5003.335	5103.4087	5446.1147	6483.528	5117.262
MRPS24	113527.23	110965.25	116412.47	91653.234	110805.31	102413.125	127945.84	90539.336
MRPS25	512.9584	709.7718	589.7425	504.31317	538.0097	595.8665	823.2215	677.0641
MRPS26	14655.381	17860.502	17401.932	16085.823	16819.504	16482.092	18460.822	16237.839
MRPS27	7890.3066	11327.626	9298.751	9572.81	8726.633	10725.347	10254.712	10015.538
MRPS28	17777.8	21132.266	19089.219	18453.648	18199.105	19832.756	21845.992	18097.41
MRPS30	2977.6707	3233.1096	3259.3406	2733.9045	2878.3816	3005.3555	3944.3372	3325.7693
MRPS31	9006.258	12022.201	10047.447	10302.587	8811.856	11459.177	11059.077	10559.458
MRPS33	9637.751	10643.68	9918.68	9252.324	9420.76	9911.482	11045.51	8546.704
MRPS34	10267.03	13572.729	11078.262	11971.913	10379.825	12880.719	11755.688	11885.813
MRPS35	35502.1	37850.055	34864.31	31340.477	31418.74	36148.742	43129.664	32819.68
MRPS36	40425.383	47272.52	40974	39909.953	39323.87	44838.836	48030.918	39610.383
MRPS5	68730.31	69696.22	66659.055	56523.64	64074.28	65185.3	78667.766	59804.906
MRPS6	28008.049	33383.945	31452.611	27163.783	29163.703	31208.229	38136.945	27830.432
MRPS7	7120.853	10404.714	8095.591	8505.803	7587.601	9203.408	9180.429	9327.439
MRPS9	9394.219	12683.974	11102.124	10580.384	10508.556	11974.984	13317.278	10652.126
MRRF	4598.204	3026.804	4812.8174	2540.2297	4512.9033	2697.0852	5532.1196	3060.045
MRS2	1882.7129	2855.4978	1912.3839	2310.1577	1825.0186	2686.0664	1996.663	2123.1738
MRTFA	1505.9493	1904.2311	1807.6451	1529.7605	1609.8674	1671.3649	1819.5197	1833.0431
MRTFB	5720.1465	7590.26	6421.722	6188.308	5983.425	6718.007	6285.0195	5293.7285
MRTO4	16201.31	16370.197	15528.166	13562.943	15378.493	14899.576	21217.861	14913.165
MS4A14	19.808382	27.07529	21.49109	19.02212	22.89046	20.31931	21.294582	17.80276
MS4A15	19.896006	28.101122	22.281097	19.783703	23.95896	21.294582	22.40879	19.114128
MS4A18	36.018715	28.456326	25.968382	42.48562	25.50869	32.170696	30.920637	34.965843
MS4A2	19.895472	28.071499	22.300917	19.69457	23.4835	20.99335	21.889645	18.581009
MS4A5	22.241491	38.087833	24.50149	19.461767	25.45929	32.369087	39.020206	24.834963
MS4A7	39.957237	159.70343	50.468487	67.2925	29.907488	62.792896	38.30075	86.9176
MSANTD1	89.343025	109.481606	183.62024	145.56139	82.84653	115.43076	78.4325	139.6305
MSANTD2	254.22592	304.89056	288.79892	252.77391	277.78458	266.99994	313.6844	300.36795
MSANTD3	7732.0513	9772.486	7981.6323	8285.169	7827.489	9433.884	9484.695	9113.446
MSANTD3-TMEFF1	433.52823	450.9066	482.08704	418.64658	425.31827	448.20676	565.694	417.93457
MSANTD4	1473.1764	2090.8403	1524.991	1773.8196	1500.8025	1894.2101	1577.663	1727.4268
MSC	21.584637	28.205647	22.174908	20.154608	24.61206	21.093533	22.21386	19.061222
MSH2	6572.8374	9446.733	8460.157	8149.5415	7795.067	8879.997	9649.928	8067.2134
MSH3	1499.2587	1942.5315	1678.9523	1754.2493	1473.2991	1721.7131	1894.6547	1569.4559
MSH5	1015.679	1798.1538	1196.1377	1513.7081	1121.426	1519.985	1252.4869	1565.0487
MSH6	21853.258	33704.74	23986.742	27190.678	21813.697	31118.207	30524.121	30359.676
MSI1	735.50073	712.8879	699.3732	711.03174	640.36774	681.33704	644.116	612.90576
MSI2	912.1854	1766.95	989.7616	1492.6736	915.8844	1658.4191	1149.3535	1539.9196
MSL1	5884.7373	8259.343	6826.006	7041.5635	6980.5405	7486.804	6937.9326	6314.654
MSL2	685.21094	818.37897	764.8459	622.26056	610.4857	756.1275	941.3421	732.00995
MSL3	1014.85284	1138.321	1130.8698	1016.31433	1070.2904	1139.3096	1226.0571	1016.3217
MSL3P1	2094.585	2577.4707	2313.2034	1966.7812	2085.828	2286.27	2228.7363	2134.5952
MSMB	20.989222	26.520304	21.10656	19.037636	23.63363	20.112446	20.8897	17.77492
MSMO1	405.34937	906.04663	479.3843	792.38947	480.06577	882.76514	488.50192	847.44586
MSMP	109.6034	432.2188	142.57301	339.471	121.792206	403.37564	183.47028	405.12354
MSN	26269.72	14871.877	27243.969	12228.009	26078.361	13799.623	33756.71	14101.572
MSRA	4644.7065	6454.33	5552.295	5033.809	4842.973	5920.4624	6039.962	4161.1294
MSRB1	4962.5635	7860.3105	5136.2236	6740.0117	4706.9346	7012.6797	6125.6753	7275.4326
MSRB2	2720.1663	3889.1047	2874.5293	3370.4805	2668.69	3650.1602	2943.8103	3352.9783
MSRB3	5856.3154	5372.7505	6664.7075	4429.4395	5798.668	4924.031	7173.7925	4153.4263
MSS51	131177.75	146116.28	137383.4	121732.945	131560.53	133240.58	152818.38	125199.92
