gene_symbol	GSM2728750	GSM2728754	GSM2728752	GSM2728758	GSM2728756	GSM2728763	GSM2728759	GSM2728762	GSM2728764	GSM2728766	GSM2728765	GSM2728751	GSM2728753	GSM2728757	GSM2728761	GSM2728760	GSM2728755
Sox10	144.94270833333334	128.77083333333334	183.41666666666666	186.85416666666666	224.89583333333334	185.14322916666666	135.7734375	124.75	402.7083333333333	151.91666666666666	156.26041666666666	142.84375	152.3671875	188.45833333333334	141.66666666666666	145.35416666666666	168.15625
Sox11	701.91796875	551.3958333333334	680.7395833333334	168.7890625	682.2604166666666	774.3125	1089.3385416666667	722.5052083333334	592.21875	191.05533854166666	790.6770833333334	699.3880208333334	501.6458333333333	814.8190104166666	849.0494791666666	873.90234375	600.0104166666666
Sox12	724.5546875	703.7864583333334	891.8046875	674.6002604166666	626.9114583333334	580.7447916666666	861.84765625	505.8411458333333	1735.6041666666667	507.1848958333333	784.7265625	580.515625	489.8203125	717.0494791666666	843.5078125	522.5234375	748.6302083333334
Sox13	87.25	127.4375	139.0	213.5	55.21875	105.6875	76.125	42.96875	83.8125	91.9375	36.75	116.5625	99.5	19.671875	106.125	92.875	154.125
Sox14	5.34375	11.46875	16.515625	5.28125	82.0625	4.6640625	10.1640625	8.046875	7.09375	9.1640625	4.56640625	8.6640625	5.9765625	10.46875	9.3046875	4.6484375	6.97265625
Sox15	73.25	54.90625	270.75	88.9375	104.3125	65.0	70.4375	54.9375	229.875	94.75	97.3125	50.3125	32.0	108.125	71.9375	106.1875	105.875
Sox17	177.0859375	151.4453125	158.9375	189.83203125	135.6875	264.015625	131.0625	208.515625	155.125	254.4375	110.796875	91.1875	190.953125	117.34375	176.0	123.9140625	107.375
Sox18	85.875	74.3125	98.375	68.375	75.75	115.5	44.625	50.09375	42.53125	90.875	65.1875	20.171875	60.4375	73.625	22.03125	102.0	43.40625
Sox2	395.0	483.75	825.5	381.5	294.5	591.0	310.75	848.5	471.25	353.75	592.0	439.5	751.0	422.25	515.0	326.25	444.0
Sox21	89.53125	90.515625	110.90625	144.9375	113.46875	78.625	68.625	111.71875	105.203125	108.46875	108.1875	85.65625	95.40625	89.34375	72.1875	59.40625	61.1484375
Sox2ot	162.75	121.125	56.59375	48.6875	46.71875	112.5	78.9375	135.625	9.5390625	71.25	138.75	98.4375	141.5	96.6875	88.9375	39.125	76.5625
Sox3	67.25	94.609375	105.0	34.1328125	36.6484375	59.46875	39.5	51.625	76.40625	86.1953125	42.03515625	34.140625	25.2265625	65.890625	50.34375	47.28125	48.828125
Sox30	4.265625	4.91015625	14.375	8.5625	23.21875	4.86328125	32.375	30.6875	62.375	40.15625	2.505859375	18.078125	43.96875	48.625	4.859375	3.43359375	48.375
Sox4	46.74365234375	53.77587890625	95.5732421875	77.12548828125	39.6533203125	66.18359375	56.5244140625	66.26123046875	61.1826171875	64.703857421875	47.97314453125	38.7841796875	48.55078125	63.14697265625	81.77587890625	45.839111328125	41.23193359375
Sox5	37.49107142857143	38.827566964285715	47.504464285714285	102.27455357142857	36.58705357142857	37.04575892857143	47.3671875	41.80189732142857	41.262276785714285	67.44810267857143	37.412388392857146	28.815290178571427	48.271205357142854	34.22265625	22.852678571428573	45.10044642857143	36.934151785714285
Sox5os1	58.15625	9.7578125	74.8125	10.921875	35.3125	35.71875	27.15625	23.765625	39.90625	17.390625	24.90625	36.40625	26.78125	28.546875	15.453125	53.15625	12.71875
Sox6	79.91015625	76.376953125	112.1171875	118.72265625	95.55859375	115.26220703125	88.50390625	108.79296875	130.4970703125	109.34375	144.2890625	70.69921875	95.822021484375	94.1640625	98.10546875	129.521484375	92.16650390625
Sox6os	43.71875	43.40625	80.6875	91.0	60.84375	63.46875	46.53125	36.15625	111.0625	81.5625	75.0	33.0625	93.125	87.9375	92.625	65.875	33.4375
Sox7	73.9765625	59.234375	117.0	57.203125	61.828125	60.3125	23.03515625	24.66015625	53.3125	70.6875	70.203125	31.3671875	48.0859375	94.03125	41.75	52.828125	46.546875
Sox8	36.9375	73.5	29.390625	22.984375	51.84375	60.46875	65.5	37.375	81.625	52.3125	32.5	53.90625	27.53125	53.71875	53.09375	7.125	8.6328125
Sox9	15.248046875	28.665364583333332	60.383463541666664	32.67578125	46.067708333333336	32.28125	31.979166666666668	30.5390625	65.30729166666667	44.62109375	44.963541666666664	64.69010416666667	39.401041666666664	66.77083333333333	30.572916666666668	45.583333333333336	48.78125
Sp1	324.6666666666667	380.0	480.0833333333333	333.1458333333333	345.2916666666667	301.1041666666667	338.6979166666667	387.3958333333333	273.5833333333333	396.0833333333333	411.6041666666667	375.0625	319.3125	393.3333333333333	451.75	340.25	307.9375
Sp100	5.5986328125	16.33203125	38.953125	13.34765625	6.595703125	9.19921875	24.2421875	17.3203125	36.1171875	27.8125	15.44921875	15.08203125	7.736328125	25.0703125	3.7802734375	18.701171875	9.375
Sp110	26.740885416666668	39.46875	60.072916666666664	45.911458333333336	46.09375	35.75	27.799479166666668	39.6875	66.9375	42.713541666666664	78.10416666666667	23.7578125	41.90625	46.567708333333336	37.4375	43.197916666666664	43.81640625
Sp2	21.53125	16.0	56.5	27.59375	52.0625	23.96875	49.6875	48.65625	83.3125	117.625	93.5	40.8125	20.53125	62.90625	45.96875	102.3125	48.5625
Sp3	170.25	159.375	197.5	133.375	57.1875	142.875	148.0	170.75	106.5	151.25	168.375	206.5	144.875	145.625	182.25	234.625	125.25
Sp3os	53.4375	55.5	18.625	29.078125	11.875	14.328125	7.94140625	58.40625	54.71875	98.875	70.375	71.75	54.90625	63.15625	57.34375	25.234375	56.96875
Sp4	151.1953125	228.109375	215.25	140.265625	68.875	111.30078125	179.28125	287.625	147.03125	230.0546875	333.46875	331.1875	245.5	255.0625	271.546875	262.28125	132.953125
Sp5	9.3203125	9.3828125	11.5703125	35.46875	10.96875	52.0625	24.421875	25.6875	64.875	14.5234375	34.1875	17.078125	15.4765625	18.1875	21.0625	8.5859375	10.046875
Sp6	68.3720703125	58.71484375	77.9853515625	61.1357421875	73.5439453125	56.73291015625	67.1455078125	51.0205078125	61.138671875	82.2099609375	67.4189453125	64.9560546875	66.0390625	64.2529296875	70.24072265625	71.75244140625	44.8974609375
Sp7	139.0	130.0	184.75	207.5	138.375	116.0625	107.5	153.875	307.25	201.25	180.875	179.375	283.75	197.5	161.875	137.0	136.375
Sp8	3.009765625	3.333984375	35.90625	43.75	41.65625	21.90625	17.265625	28.953125	27.578125	11.6875	8.2578125	42.96875	41.96875	29.984375	47.5	9.4453125	39.78125
Spa17	72.5	38.0	56.40625	101.1875	84.75	80.375	38.78125	73.375	49.34375	77.4375	53.6875	40.65625	38.875	103.5625	105.1875	72.125	80.0
Spaca1	37.8125	75.375	73.625	25.96875	41.0	52.875	22.90625	40.5	2.638671875	60.84375	71.4375	6.91796875	65.9375	82.3125	14.5390625	38.375	15.9453125
Spaca3	42.359375	101.75	122.109375	85.34375	139.34375	73.359375	44.546875	68.9453125	138.5	95.5625	63.390625	76.5	46.34375	124.40625	110.578125	56.78125	71.015625
Spaca4	63.75	66.625	40.5625	171.75	10.625	60.90625	130.25	43.09375	100.0625	113.0	59.96875	69.25	84.25	28.046875	111.25	85.0625	27.203125
Spaca6	19.346354166666668	95.40625	100.79166666666667	86.72916666666667	127.33333333333333	115.14583333333333	33.40625	67.57291666666667	165.84375	88.53125	55.802083333333336	34.276041666666664	69.69791666666667	45.307291666666664	18.739583333333332	59.828125	81.27994791666667
Spaca7	1.052734375	7.48046875	4.38671875	1.6337890625	14.7734375	4.015625	1.1533203125	0.8525390625	6.27734375	5.609375	2.625	1.642578125	1.7275390625	3.564453125	0.89208984375	2.33984375	4.12890625
Spaca9	29.421875	39.5625	48.9375	88.6875	45.25	46.8125	43.96875	50.875	69.0	72.5625	29.421875	41.8125	40.5625	37.3125	9.609375	68.5	25.8125
Spag1	1871.0	2398.0	2164.0	1287.0	1962.0	2116.0	2478.0	1720.0	2196.0	1643.0	2334.0	2280.0	1404.0	1666.0	2184.0	1968.0	1918.0
Spag16	50.6044921875	30.59912109375	28.111328125	27.35546875	12.150390625	40.2109375	20.0654296875	26.4169921875	16.2724609375	38.810546875	16.6591796875	28.13671875	28.2626953125	27.8701171875	30.4140625	18.5556640625	29.984375
Spag17	14.53515625	3.5888671875	15.39453125	12.8359375	3.51171875	3.6982421875	3.5498046875	4.787109375	6.25390625	6.056640625	3.939453125	2.8818359375	3.6982421875	8.7216796875	5.68359375	4.416015625	8.806640625
Spag4	32.625	22.703125	44.9375	17.078125	13.84375	25.4375	49.03125	59.28125	20.71875	24.203125	123.625	14.4765625	13.9375	60.15625	84.4375	21.28125	14.5234375
Spag5	181.02083333333334	160.57291666666666	104.14583333333333	8.466796875	78.9140625	107.68489583333333	127.59375	96.82291666666667	120.64583333333333	28.3359375	129.4375	150.125	169.79166666666666	132.88541666666666	103.74348958333333	153.29166666666666	111.71875
Spag6	102.875	88.625	56.34375	270.0	80.9375	88.75	52.96875	93.5	54.5625	298.0	66.6875	134.5	152.75	98.5	92.375	144.0	76.5
Spag6l	101.0	79.125	12.328125	120.4375	160.875	130.75	117.625	40.0	9.8203125	35.09375	97.875	5.77734375	164.375	36.25	14.5703125	90.875	156.25
Spag7	362.5	184.0	357.0	249.5	417.5	277.25	142.75	284.75	278.25	151.0	257.75	274.0	222.875	217.375	244.375	270.75	458.5
Spag8	7.29296875	29.734375	66.5	32.65625	60.40625	57.21875	14.4375	56.09375	71.125	38.53125	8.3203125	51.375	35.65625	47.875	31.765625	63.78125	52.96875
Spag9	3816.171875	3851.6927083333335	2852.3125	3192.8645833333335	2687.3333333333335	3230.3854166666665	4234.178385416667	4898.841145833333	1922.6536458333333	3806.5625	3842.8125	4139.21875	4465.395833333333	3259.5729166666665	3767.8645833333335	3901.4375	3544.4270833333335
Spam1	22.578125	6.78515625	5.52734375	61.3125	43.40625	22.765625	7.35546875	17.34375	39.625	19.953125	6.4296875	3.3125	5.671875	4.23828125	10.234375	39.125	16.765625
Spanxn4	19.359375	26.96875	16.375	7.74609375	13.609375	7.1328125	17.4375	48.40625	4.2890625	37.21875	24.984375	9.7890625	24.140625	18.265625	16.203125	64.5	4.26171875
Sparc	144.6875	131.14583333333334	135.79166666666666	97.98958333333333	98.19791666666667	265.0625	114.33333333333333	262.1458333333333	144.97916666666666	186.39583333333334	114.22916666666667	83.25	102.6875	167.35416666666666	154.02083333333334	122.0625	58.513020833333336
Sparcl1	2986.0	3510.0	2084.0	964.0	3172.0	2888.0	2992.0	2676.0	2356.0	870.5	2406.0	3658.0	2692.0	1867.0	3112.0	2612.0	3380.0
Spast	1218.25	1202.75	1023.25	978.5	1000.75	1154.75	1251.0	1369.5	575.875	1211.625	1071.875	1162.5	1469.75	1049.125	1509.25	1205.5	1235.75
Spata1	117.125	114.1875	152.0	150.375	111.125	118.125	66.875	131.75	129.75	97.4375	209.125	163.75	133.5	161.5	175.125	91.5	111.0
Spata13	260.5520833333333	279.7604166666667	308.375	111.44791666666667	366.6927083333333	417.5	473.7395833333333	495.0833333333333	271.875	79.0625	511.5208333333333	238.86458333333334	296.4791666666667	349.9479166666667	634.7916666666666	451.7083333333333	342.125
Spata16	4.6923828125	6.857421875	20.953125	17.890625	8.4599609375	5.802734375	15.998046875	5.83203125	7.75	28.857421875	17.1640625	14.259765625	4.736328125	8.30859375	10.2578125	2.9296875	19.439453125
Spata17	58.6484375	50.4375	119.9375	69.3515625	50.1328125	36.71484375	96.4375	39.5625	96.96875	65.48828125	35.48046875	59.859375	53.14453125	46.546875	49.1953125	34.64453125	39.6484375
Spata18	12.578125	10.7421875	19.578125	23.71875	9.0	2.20703125	5.99609375	8.7734375	21.90625	41.5625	9.1953125	2.365234375	10.2578125	47.5625	10.15625	10.5546875	12.3203125
Spata19	72.4375	56.5	94.75	49.0625	23.5	39.4375	1.5673828125	26.203125	118.5625	74.6875	77.125	22.484375	74.5625	57.40625	81.4375	97.0	100.9375
Spata2	691.0625	635.75	310.484375	271.75	742.0625	497.15625	697.6875	646.640625	489.8125	350.78125	663.375	624.546875	551.34375	420.4609375	629.78125	330.84375	778.75
Spata21	3.67578125	12.453125	17.03125	7.47265625	14.9375	2.263671875	5.6484375	5.6484375	6.046875	19.5	7.62890625	16.765625	10.3046875	5.32421875	4.2578125	13.46875	3.88671875
Spata24	181.625	270.75	225.6875	184.0	354.09375	350.75	144.65625	322.8125	947.4375	225.9375	232.6875	217.828125	255.21875	234.78125	164.65625	253.3125	304.96875
Spata25	86.5625	82.5	36.3125	86.875	61.3125	54.28125	92.1875	50.25	92.8125	79.3125	66.6875	46.28125	40.40625	46.8125	14.4765625	22.15625	40.9375
Spata2l	64.3125	121.8125	105.875	122.125	301.0	156.875	103.5625	72.3125	265.75	52.5625	43.71875	86.6875	63.3125	119.25	104.5625	154.125	163.5
Spata3	56.71875	40.151041666666664	127.47916666666667	67.75	46.791666666666664	42.5859375	41.005208333333336	67.76041666666667	103.92708333333333	40.674479166666664	97.125	58.3125	39.28125	75.64583333333333	53.322916666666664	48.354166666666664	49.755208333333336
Spata31d1d	36.65625	27.03125	60.75	83.9375	18.5	58.3125	14.171875	49.21875	162.25	103.8125	21.796875	95.625	64.75	114.6875	45.5625	55.4375	68.5625
Spata33	11.265625	10.0703125	12.6484375	35.125	11.1015625	65.0625	9.625	30.203125	73.9375	26.046875	34.875	26.296875	41.28125	12.796875	5.30859375	48.0	27.640625
Spata4	26.796875	34.84375	53.625	39.15625	27.015625	23.921875	23.703125	25.28125	29.9375	27.453125	61.65625	16.796875	4.25390625	48.0	14.9140625	19.75	7.36328125
Spata5	224.97265625	150.6015625	186.5	150.46484375	209.58203125	222.91015625	230.861328125	192.6171875	144.1484375	166.125	187.2109375	207.4921875	174.1484375	144.734375	290.19921875	215.0703125	164.125
Spata5l1	133.625	144.375	25.578125	40.75	5.87109375	14.6640625	18.1875	133.5	67.375	14.1953125	59.34375	103.875	40.0	6.34375	15.375	135.0	162.625
Spata6	43.33154296875	38.3076171875	44.431640625	47.5791015625	24.895751953125	45.8720703125	40.47802734375	38.21826171875	31.94580078125	64.6982421875	27.60595703125	35.875	49.1826171875	34.884765625	30.4697265625	54.1044921875	27.4677734375
Spata7	165.25	130.25	86.1875	13.1640625	108.6875	157.125	129.25	111.6875	13.1484375	164.0	128.25	95.75	210.125	71.75	107.0625	95.0	118.25
Spata9	79.734375	77.84375	109.625	107.9375	94.8125	103.375	72.3125	85.34375	117.71875	133.96875	110.40625	95.46875	121.28125	124.375	158.25	113.59375	54.203125
Spatc1	5.3671875	3.00390625	2.76171875	3.888671875	10.5234375	2.66796875	1.462890625	3.53515625	5.8125	3.185546875	1.9462890625	4.89453125	2.42578125	6.0390625	2.853515625	2.66015625	3.541015625
Spatc1l	46.49609375	38.65625	14.69921875	55.515625	32.66015625	18.296875	38.5078125	9.00390625	32.46484375	27.30078125	14.8125	43.765625	51.9140625	17.88671875	11.080078125	9.419921875	9.125
Spats1	158.25	166.0	171.5	116.4375	107.1875	137.53125	134.625	95.8125	248.0625	107.71875	144.5625	113.03125	84.03125	146.875	113.8125	123.71875	147.5625
Spats2	770.5	986.5	871.0	768.5	865.0	874.5	1023.0	369.0	687.0	360.75	912.5	869.5	711.5	834.0	728.0	716.5	990.5
Spats2l	95.03125	76.6484375	110.546875	108.88671875	91.50390625	64.66796875	86.7578125	76.9765625	63.80078125	199.59375	99.15625	92.185546875	77.521484375	67.00390625	78.125	103.6875	72.5
Spc24	44.65625	69.125	88.1875	87.125	90.875	48.75	66.9375	83.5625	147.5	84.25	77.0625	94.5	85.5625	42.78125	75.6875	92.125	81.6875
Spc25	63.171875	88.90625	77.84375	64.125	77.0625	54.9375	69.015625	49.921875	91.875	103.625	85.25	71.40625	63.953125	97.9375	44.234375	22.9375	57.328125
Spcs1	2129.1666666666665	2205.1666666666665	2565.6666666666665	2525.0833333333335	2625.875	2226.25	1804.375	1993.6666666666667	2899.5416666666665	2728.3541666666665	1902.5833333333333	2136.8958333333335	1468.3333333333333	1665.2291666666667	2534.5833333333335	2656.7083333333335	2876.5
Spcs2	823.25	895.5	645.375	573.25	751.25	942.0	942.5	807.75	780.25	646.75	846.5	949.75	761.25	667.25	648.625	814.25	854.75
Spcs3	1451.0	907.5	1215.0	1448.0	1359.0	1322.0	1040.0	475.5	882.0	1577.0	1179.0	1590.0	1528.0	1697.0	1110.0	1599.0	572.0
Spdef	33.71875	12.390625	32.1875	25.6875	35.84375	66.125	8.46875	16.390625	34.0625	13.5546875	50.625	10.9140625	30.890625	32.84375	14.1796875	22.4375	29.625
Spdl1	75.375	60.90625	63.5	37.65625	57.375	85.5	90.25	87.0625	91.6875	59.5	120.0625	120.0	129.125	138.5	60.125	19.4375	66.8125
Spdya	58.33984375	87.08740234375	76.607421875	20.48828125	89.5302734375	60.1005859375	74.6376953125	114.1357421875	69.7568359375	18.0966796875	60.369140625	76.025390625	73.75439453125	91.3681640625	64.998046875	63.0712890625	68.650390625
Spdye4a	2.7578125	2.431640625	8.53125	3.041015625	3.642578125	2.560546875	2.830078125	7.95703125	3.416015625	3.4765625	6.91015625	9.78125	3.728515625	6.26171875	17.28125	9.1328125	6.09375
Specc1	788.1666666666666	624.7083333333334	557.6666666666666	967.25	490.875	531.7916666666666	890.0416666666666	546.5416666666666	369.75	1003.5	495.7083333333333	913.1666666666666	744.2916666666666	475.2083333333333	646.2083333333334	741.7083333333334	531.9166666666666
Specc1l	393.40625	432.34375	463.5625	501.5625	387.125	378.65625	438.1875	495.15625	424.5625	422.07421875	432.46875	466.28125	308.0	293.875	417.78125	327.9140625	454.1875
Speer3	92.0	78.9375	125.0625	115.375	44.90625	73.5625	79.8125	100.3125	177.375	131.125	80.25	67.625	102.6875	67.0	54.84375	159.5	80.4375
Speer4a	2.244140625	13.734375	47.90625	42.96875	3.45703125	20.375	0.90869140625	8.046875	14.0390625	9.2578125	24.984375	23.5625	8.0859375	5.44921875	6.27734375	19.46875	27.84375
Speer4b	5.53125	5.44921875	18.328125	35.4375	5.7421875	14.1484375	4.578125	3.732421875	8.484375	14.0	4.21484375	41.6875	24.734375	2.494140625	5.546875	4.8828125	1.935546875
Speer4cos	19.8125	2.955078125	45.4375	18.28125	54.96875	33.90625	6.0625	8.03125	12.828125	2.37890625	3.6640625	12.046875	9.71875	13.953125	43.59375	9.3515625	9.234375
Speer4f1	9.4921875	11.8046875	13.3984375	36.71875	22.953125	10.8203125	7.5390625	12.734375	20.53125	19.0625	14.7734375	13.453125	9.0390625	15.7265625	22.140625	9.9453125	12.7578125
Speer5-ps1	30.15625	11.625	9.6484375	34.15625	21.125	9.140625	30.484375	6.6796875	8.53125	12.40625	1.51171875	19.984375	22.140625	5.5	2.232421875	19.125	3.23828125
Speer6-ps1	4.15625	4.59375	26.65625	23.90625	22.046875	18.5625	5.09375	17.125	89.0625	33.96875	0.82958984375	0.7626953125	10.6484375	5.30859375	2.345703125	2.365234375	26.203125
Speer8-ps1	37.625	115.375	111.625	93.6875	177.875	16.125	21.03125	102.375	236.875	138.5	83.125	50.3125	99.1875	74.6875	156.75	58.0625	61.25
Spef1	23.30078125	56.40625	132.125	39.67578125	37.015625	53.859375	62.046875	56.203125	81.515625	95.671875	95.25	73.125	29.08984375	53.21875	63.578125	47.359375	22.517578125
Spef2	21.241536458333332	34.046875	18.891927083333332	44.6201171875	15.623697916666666	14.901041666666666	7.673502604166667	10.0859375	29.635416666666668	26.689127604166668	36.405598958333336	12.40625	5.772786458333333	46.796549479166664	17.0625	37.250325520833336	18.557942708333332
Speg	2348.953125	2559.1015625	3789.9375	5184.99609375	2814.99609375	2335.6015625	2621.93359375	3294.7109375	5172.72265625	5264.06640625	4640.552734375	3019.03125	3091.2265625	4593.90625	2590.7265625	2520.2734375	2212.42578125
Spem1	5.6484375	3.373046875	11.0703125	5.31640625	7.984375	3.150390625	5.94140625	4.11328125	18.0625	6.87890625	5.4375	4.140625	4.98828125	9.5703125	8.4140625	4.67578125	4.65234375
Spen	182.75	138.5	175.0	160.75	257.0	160.0	132.75	142.25	232.125	119.875	140.0	108.375	181.0	222.625	184.625	134.0	143.375
Spert	6.4609375	8.1328125	17.578125	12.6953125	3.888671875	6.6953125	3.33203125	5.4765625	6.27734375	5.703125	6.203125	2.908203125	7.125	13.5390625	7.37890625	13.734375	5.0546875
Spesp1	18.6015625	29.072265625	8.4384765625	21.38671875	8.439453125	24.3203125	11.8681640625	28.65625	13.46484375	43.228515625	31.0390625	30.59375	16.9765625	18.78125	25.205078125	22.0830078125	9.6513671875
Spg20	439.1608072916667	403.0286458333333	348.84375	452.9869791666667	347.0026041666667	418.4765625	401.66796875	397.9283854166667	404.2799479166667	442.3854166666667	443.8424479166667	403.28125	464.4970703125	472.4674479166667	409.125	322.6998697916667	418.9479166666667
Spg21	212.125	255.125	163.625	98.5	252.0	253.0	240.625	165.875	277.0	68.0	133.625	62.375	105.6875	50.1875	194.625	91.6875	217.125
Spg7	42.5	29.4375	69.2734375	70.890625	70.58984375	50.083984375	40.705078125	18.125	113.5625	13.015625	26.0859375	34.3203125	30.328125	35.6796875	45.875	58.609375	88.4609375
Sphk1	32.544921875	50.83203125	21.02734375	15.0078125	21.6875	29.1669921875	34.55078125	28.6796875	93.30078125	48.4296875	33.8642578125	33.578125	21.330078125	48.841796875	15.3828125	64.78125	43.3173828125
Sphk2	248.1875	344.6875	374.3125	341.875	452.875	448.25	298.375	223.75	580.5	303.1875	288.9375	219.1875	201.625	304.25	252.90625	228.1875	356.6875
Sphkap	5449.875	5502.5	5026.96875	3102.78125	4378.828125	4205.40625	5150.65625	5208.09375	2583.09375	2092.1015625	4099.65625	7338.03125	4588.0	4827.9609375	5493.875	4994.6875	4994.875
Spi1	79.9375	69.25	54.65625	60.40625	82.3125	65.875	84.875	65.3125	116.625	48.625	110.375	77.0625	70.625	84.375	147.25	82.8125	107.25
Spi16	60.46875	49.00390625	83.1875	67.9296875	50.015625	36.29296875	60.28125	45.0859375	61.5	43.65234375	76.125	29.9140625	52.765625	67.890625	47.03125	42.76171875	31.796875
Spib	78.3125	83.1875	85.8125	50.1875	29.625	71.75	79.875	64.9375	51.5625	127.3125	77.3125	69.1875	99.375	86.75	75.3125	64.6875	83.8125
Spic	24.4609375	9.54296875	38.9375	16.59765625	13.349609375	39.6875	4.9921875	4.708984375	23.3828125	42.36328125	27.484375	8.080078125	20.533203125	4.4287109375	20.921875	8.2373046875	31.21484375
Spice1	464.8072916666667	473.453125	708.0625	454.8059895833333	433.34375	429.3958333333333	451.9088541666667	395.96875	514.5416666666666	472.6666666666667	575.3151041666666	584.5625	444.46875	794.1458333333334	506.6145833333333	513.3333333333334	441.3229166666667
Spidr	191.75	130.5	243.875	129.0	234.625	190.75	134.75	148.375	256.75	229.125	127.1875	229.375	196.75	158.75	162.875	38.71875	242.0
Spin1	10095.5	8217.5	10638.3125	11253.25	10830.546875	9270.078125	10442.953125	8718.1875	13758.171875	11410.703125	8667.078125	9311.71875	10057.375	10775.6875	11175.71875	11927.125	7168.625
Spin2c	196.75	153.0	176.0	78.0	216.25	179.5	166.75	255.75	131.875	202.125	199.75	196.875	213.625	120.625	209.5	214.875	272.5
Spin2d	3.396484375	43.09375	14.53125	33.78125	15.59375	46.78125	23.71875	28.390625	9.9453125	90.75	70.75	31.484375	66.3125	66.4375	20.703125	37.0	14.3359375
Spin4	99.6875	77.4375	106.8125	67.5625	58.0	111.0625	54.40625	111.5625	4.4765625	38.28125	70.6875	88.5	66.375	40.84375	82.875	101.0	95.3125
Spink1	13.109375	7.171875	9.5390625	51.03125	37.40625	30.15625	21.109375	6.59375	21.1875	7.70703125	52.78125	6.80859375	29.015625	30.921875	37.65625	6.72265625	24.71875
Spink10	37.03125	41.21875	69.8125	171.0	52.21875	87.375	53.875	73.0625	11.6796875	195.625	12.890625	91.3125	66.9375	59.3125	83.3125	6.7265625	26.109375
Spink12	34.28125	30.484375	32.71875	24.484375	13.0859375	14.203125	43.75	18.453125	45.4375	2.361328125	58.65625	31.21875	18.28125	4.40625	6.4609375	26.546875	26.890625
Spink2	12.7109375	24.1875	40.15625	33.96875	109.9375	59.53125	52.0625	102.75	120.0	135.75	82.5625	17.921875	51.03125	177.625	75.625	49.90625	56.6875
Spink4	18.625	32.375	20.421875	15.1796875	24.28125	28.671875	6.97265625	14.4140625	86.375	33.25	47.75	16.09375	33.125	6.078125	38.28125	45.21875	3.794921875
Spink5	1.171875	3.693359375	25.359375	3.48046875	3.646484375	1.978515625	19.078125	3.140625	3.517578125	1.7392578125	3.701171875	2.75390625	3.07421875	2.54296875	23.609375	17.203125	2.28515625
Spink8	121.125	48.75	99.25	658.5	80.9375	99.1875	67.4375	31.09375	93.375	684.5	142.0	132.875	140.125	141.125	94.25	201.0	161.875
Spinkl	25.71875	18.578125	37.46875	49.46875	7.17578125	36.25	5.44921875	14.21875	72.5625	8.5078125	36.03125	30.40625	15.140625	6.05078125	61.6875	47.21875	29.796875
Spint1	206.125	217.125	221.875	123.4375	209.875	217.5	144.875	191.125	294.25	180.875	273.25	174.625	325.0	241.875	191.5	217.125	179.625
Spint2	512.5	1171.25	732.375	214.1171875	809.5	798.25	461.5	822.5	1400.75	156.875	899.0	430.8125	804.4375	608.0625	308.71875	410.1875	755.125
Spint4	55.65625	27.140625	43.375	64.3125	42.5	74.625	46.0625	17.8125	60.8125	56.75	44.8125	25.875	14.0625	21.5	72.5625	93.5	12.59375
Spire1	684.575	762.175	828.75	868.075	697.4125	808.2375	750.3	779.3	824.875	918.325	758.125	630.425	682.125	864.25	773.25	754.225	811.0375
Spire2	44.5	27.75	32.6875	40.625	38.84375	20.125	27.515625	32.59375	24.03125	35.25	28.078125	21.984375	48.53125	27.828125	30.5	25.03125	38.125
Spn	85.359375	95.28125	97.0625	133.0	128.015625	65.375	99.203125	80.125	99.640625	131.90625	122.984375	76.03125	96.09375	100.25	95.0625	112.078125	94.28125
Spn-ps	4.8671875	7.66796875	11.2421875	9.59375	45.3125	20.09375	12.625	27.859375	95.25	13.3046875	27.890625	5.05859375	4.73046875	16.84375	9.8125	9.5234375	27.8125
Spns1	303.75	266.75	353.75	213.0	324.0	201.625	286.0	182.125	448.5	200.75	207.375	208.875	135.875	184.25	387.5	306.0	367.75
Spns2	1620.0	1386.0	1698.0	1199.0	1762.0	1627.0	1488.0	1193.0	1569.0	997.5	1285.0	1538.0	1118.0	1528.0	1454.0	1498.0	1742.0
Spns3	68.1875	110.25	189.0	172.125	154.25	54.0625	80.4375	88.0625	239.0	125.0625	112.0	128.625	75.25	62.09375	105.0625	73.6875	121.4375
Spo11	19.3125	42.375	9.6015625	76.5	28.625	29.765625	4.953125	19.546875	58.46875	65.9375	11.671875	4.6640625	74.0625	62.1875	31.125	58.375	10.34375
Spock1	206.9375	196.3125	257.0625	957.5625	233.0	291.9375	193.75	324.125	109.78125	727.125	179.125	175.6875	274.9375	195.6875	189.46875	190.5	251.6875
Spock2	313.48828125	379.513671875	302.0234375	618.90625	464.5625	492.40625	260.7734375	421.16796875	541.1953125	411.5625	404.66796875	238.265625	510.72265625	187.9765625	308.9921875	188.26171875	307.82421875
Spock3	455.37890625	469.60546875	489.53125	534.296875	244.33203125	334.703125	325.09375	1056.0234375	192.796875	573.7890625	549.8125	602.5625	764.984375	440.734375	571.27734375	487.234375	420.296875
Spon1	1120.0	1116.375	896.4296875	788.734375	1766.75	1239.4921875	1080.5625	982.1875	2262.71875	880.96875	1106.46875	905.828125	1292.265625	1051.0	998.283203125	1154.1875	1281.96875
Spon2	52.1640625	75.0	108.375	108.96875	80.953125	73.96875	104.25	98.875	102.953125	113.34375	100.828125	79.9375	96.34375	117.3125	116.71875	78.9375	66.34375
