gene_symbol	GSM506024	GSM506030	GSM506029	GSM506033	GSM506027	GSM506028	GSM506026	GSM506031	GSM506025	GSM506035	GSM506032	GSM506034
1600015I10Rik	29.53125	21.890625	26.796875	33.4375	32.71875	34.625	37.75	27.515625	29.796875	28.171875	35.59375	30.40625
1600017P15Rik	59.65625	38.0	39.0	56.9375	55.875	54.3125	52.4375	60.125	44.375	52.0625	54.375	57.8125
1600029O15Rik	2714.0	1296.875	1682.09375	1256.96875	2484.09375	2433.90625	2476.0625	1453.8125	2405.9375	1336.71875	1241.34375	1357.9375
1700001C02Rik	203.375	181.875	169.875	219.75	209.25	179.125	188.75	193.125	192.375	215.625	206.25	213.75
1700001C19Rik	16.8125	11.4375	17.828125	14.8671875	11.65625	17.203125	12.5625	17.34375	14.6953125	28.578125	18.421875	24.921875
1700001G17Rik	70.0625	66.0625	65.1875	66.9375	53.21875	58.25	64.6875	71.6875	58.53125	74.0625	76.0625	68.9375
1700001J03Rik	67.8125	80.875	57.71875	74.625	73.6875	76.6875	78.125	64.6875	65.1875	67.375	74.5	68.4375
1700001J11Rik	14.4296875	25.578125	23.921875	39.28125	11.7734375	27.375	23.84375	33.28125	28.9375	34.71875	9.859375	19.765625
1700001K19Rik	17.40625	25.265625	9.8359375	28.0625	18.140625	17.28125	16.5625	23.46875	16.453125	24.21875	9.84375	18.734375
1700001K23Rik	13.7578125	15.5390625	18.34375	17.765625	16.8125	12.984375	14.5078125	15.6484375	20.953125	15.875	12.625	18.78125
1700001L05Rik	48.1875	16.21875	57.90625	19.484375	64.9375	50.5	57.90625	16.828125	47.9375	34.21875	35.8125	28.515625
1700001L19Rik	19.4375	16.359375	15.5234375	26.140625	30.265625	22.59375	17.046875	13.9921875	27.609375	23.296875	8.3671875	20.84375
1700001O22Rik	132.125	74.8125	79.4375	79.1875	160.875	158.375	154.625	72.625	147.25	145.625	168.625	156.125
1700001P01Rik	6.765625	20.390625	7.0234375	7.4453125	10.328125	9.546875	6.4765625	13.875	6.48828125	8.109375	20.90625	7.875
1700003E16Rik	31.453125	19.953125	10.3671875	9.1953125	18.78125	13.765625	25.921875	20.859375	24.1875	18.1875	12.9765625	14.6796875
1700003E24Rik	17.171875	20.953125	16.875	23.78125	18.8515625	18.953125	19.21875	20.2421875	18.8984375	23.4609375	20.3828125	20.5390625
1700003F12Rik	24.171875	14.8984375	10.7421875	12.828125	16.390625	21.703125	14.546875	21.546875	15.671875	23.46875	20.390625	12.9765625
1700003H04Rik	6.30078125	9.21875	5.00390625	7.0	8.703125	3.42578125	6.6875	1.3779296875	8.140625	13.0625	11.9375	5.23828125
1700003O11Rik	19.96875	14.578125	10.2265625	23.859375	17.1875	11.53125	14.171875	22.375	12.9609375	26.03125	30.828125	20.375
1700006A11Rik	8.734375	5.38671875	7.1171875	7.1015625	10.5625	11.0390625	8.28125	6.32421875	9.21875	8.7578125	3.47265625	8.421875
1700006E09Rik	7.4765625	3.17578125	8.4296875	13.8125	3.8515625	5.55078125	6.75390625	6.296875	7.30859375	10.5546875	17.453125	10.25
1700006J14Rik	21.671875	2.779296875	9.9453125	14.4765625	22.6875	17.046875	21.703125	22.640625	19.0	19.375	23.140625	20.203125
1700007B14Rik	31.203125	63.78125	38.28125	41.46875	35.6875	37.5	39.3125	51.375	48.125	36.59375	51.875	45.3125
1700007G11Rik	122.875	125.0625	99.5625	117.6875	102.25	111.375	98.125	79.3125	136.625	154.5	145.625	93.9375
1700007K09Rik	53.1875	58.0625	28.1875	53.375	38.71875	44.78125	32.53125	52.84375	46.1875	50.71875	55.0	44.3125
1700007K13Rik	66.25	16.609375	21.65625	35.375	36.59375	43.15625	86.5	17.625	69.8125	26.015625	20.515625	24.984375
1700008J07Rik	160.5	227.125	166.125	227.625	168.25	177.625	143.125	190.5	151.25	226.375	253.875	223.5
1700008O03Rik	26.1875	16.515625	18.21875	30.96875	27.609375	22.265625	18.625	19.671875	17.78125	42.25	29.671875	29.09375
1700008P02Rik	7.96875	5.43359375	7.078125	5.67578125	7.82421875	5.33984375	9.6328125	8.984375	12.046875	6.44921875	10.90625	10.25
1700009J07Rik	37.65625	27.484375	19.53125	22.609375	28.90625	26.75	35.125	20.90625	31.296875	23.328125	29.078125	27.734375
1700009N14Rik	14.65625	10.6796875	10.0703125	15.65625	18.734375	18.046875	15.0234375	7.61328125	14.1015625	14.5078125	12.453125	18.125
1700010B08Rik	15.703125	12.5234375	18.390625	19.5	15.1953125	17.796875	24.0	17.0	15.5	21.609375	20.671875	12.5859375
1700010H22Rik	5.10546875	7.046875	6.01953125	12.2734375	7.73046875	10.1796875	10.765625	15.5859375	10.0390625	9.6640625	11.1796875	10.1875
1700010I14Rik	36.5	18.46875	14.96875	15.328125	28.96875	18.28125	47.21875	15.046875	39.0625	17.0	22.0625	21.59375
1700010L04Rik	11.7578125	15.4140625	10.1015625	14.3046875	10.765625	12.1328125	12.8671875	20.703125	15.2421875	20.859375	8.7890625	14.703125
1700010L13Rik	107.6875	204.5	87.3125	184.125	112.4375	118.875	106.4375	150.625	102.0	160.5	215.25	136.25
1700011E24Rik	13.125	18.1875	16.140625	19.796875	14.5390625	12.203125	10.5	24.1875	16.46875	19.4375	20.46875	18.28125
1700011H14Rik	171.25	0.468017578125	9.6953125	3.548828125	44.875	47.125	158.25	0.0041770935058593	91.0	2.09765625	0.55908203125	0.0046157836914062
1700011I03Rik	10.7109375	4.98828125	6.15625	2.505859375	12.125	10.4453125	12.7109375	9.4375	11.5078125	6.0859375	5.953125	8.8515625
1700011L22Rik	31.84375	35.09375	39.21875	26.53125	36.40625	23.484375	29.609375	40.71875	32.90625	34.875	39.6875	28.6875
1700012A03Rik	15.8515625	22.65625	16.421875	15.96875	14.3359375	19.375	18.796875	15.53125	14.5625	18.3125	17.359375	10.328125
1700012B07Rik	31.28125	33.9375	24.3125	54.125	26.921875	29.203125	33.3125	43.28125	28.65625	44.40625	45.1875	55.09375
1700012B09Rik	14.1796875	23.640625	16.3125	22.421875	17.921875	19.109375	12.1796875	12.5703125	19.734375	26.0	21.90625	18.328125
1700012P22Rik	7.4609375	7.51171875	7.16796875	9.875	8.390625	6.578125	11.8828125	9.328125	11.625	3.5390625	3.314453125	3.474609375
1700013D24Rik	42.5	61.84375	48.125	61.4375	53.84375	38.5	38.25	61.34375	49.5625	64.0625	73.6875	43.1875
1700013F07Rik	38.5625	35.28125	19.09375	31.21875	28.21875	27.1875	41.71875	29.078125	37.0	27.875	25.984375	31.25
1700013G24Rik	20.96875	18.53125	12.5546875	13.3046875	24.421875	13.78125	18.6875	10.7734375	23.984375	6.015625	12.3984375	19.125
1700013H16Rik	0.066650390625	9.703125	2.126953125	4.69140625	0.336181640625	2.560546875	1.455078125	11.5703125	1.4990234375	11.109375	5.54296875	5.67578125
1700014B07Rik	111.8125	122.625	75.5	159.25	108.75	80.875	96.875	128.375	117.3125	148.25	182.0	121.6875
1700014D04Rik	23.890625	19.40625	12.03125	25.765625	15.5546875	32.75	23.453125	28.515625	14.65625	25.1875	17.796875	25.078125
1700015E13Rik	123.6875	108.9375	111.3125	122.6875	119.5625	116.4375	99.125	138.75	104.4375	123.5625	158.5	117.25
1700016A09Rik	106.75	134.375	115.375	163.625	124.375	118.25	114.75	115.5625	136.125	160.875	145.0	136.625
1700016C15Rik	14.625	16.84375	15.4765625	14.8828125	15.140625	12.90625	17.109375	19.953125	12.5859375	17.03125	15.984375	18.078125
1700016D06Rik	17.515625	29.21875	19.546875	23.125	32.5	23.6875	24.09375	27.21875	24.609375	30.484375	24.578125	27.015625
1700016D08Rik	68.4375	76.3125	62.0	85.875	64.375	68.5	63.71875	88.875	68.0625	90.625	76.25	84.0
1700016H13Rik	8.734375	5.2421875	7.01953125	6.625	14.28125	14.71875	11.2890625	9.9765625	11.1015625	11.015625	8.1875	11.53125
1700016K19Rik	89.6875	94.1875	58.09375	100.25	116.1875	75.8125	91.0625	84.8125	98.5	108.1875	117.3125	75.0625
1700017B05Rik	94.625	118.25	111.6875	133.0	92.6875	88.0625	110.125	75.625	89.9375	127.5625	138.375	113.4375
1700017D01Rik	8.3203125	12.2734375	6.94140625	12.421875	12.2421875	13.2109375	8.28125	14.5546875	12.2421875	15.140625	14.3984375	17.484375
1700017G19Rik	18.875	18.375	10.5625	9.2109375	25.671875	22.734375	20.515625	17.28125	15.984375	13.78125	9.8203125	22.484375
1700017N19Rik	12.265625	11.1484375	7.515625	11.75	10.5859375	13.6171875	8.5234375	15.1796875	10.0390625	16.046875	10.9375	17.03125
1700018A04Rik	15.5546875	14.09375	12.7890625	22.578125	15.703125	14.015625	14.671875	14.6015625	13.5234375	22.40625	26.234375	8.921875
1700018A14Rik	37.09375	43.625	35.125	61.15625	46.15625	48.5	34.5625	62.90625	40.25	78.8125	49.59375	48.75
1700018B08Rik	52.34375	66.75	46.8125	62.9375	46.375	48.65625	54.78125	64.1875	47.53125	65.0625	64.5625	54.65625
1700018B24Rik	43.5625	50.28125	30.53125	55.4375	29.5625	39.1875	44.03125	65.5	39.0	54.15625	59.75	42.25
1700018C11Rik	17.078125	19.109375	10.5625	19.046875	19.125	13.2421875	12.9140625	18.46875	16.0	29.84375	11.75	22.75
1700018F24Rik	12.5703125	6.2265625	4.56640625	5.39453125	9.6796875	2.658203125	10.640625	0.68798828125	7.27734375	5.47265625	3.0546875	3.89453125
1700018M17Rik	100.1875	160.375	111.625	165.125	160.875	145.25	114.4375	165.5	130.75	199.5	174.5	145.125
1700019A02Rik	6.00390625	7.35546875	7.99609375	9.203125	10.328125	7.8515625	5.30859375	17.78125	5.6640625	11.9375	9.6484375	10.3203125
1700019B03Rik	15.5625	19.40625	17.40625	22.515625	18.671875	13.765625	20.453125	14.3125	17.984375	9.0703125	18.9375	15.8359375
1700019D03Rik	25.9375	11.4296875	20.40625	6.6953125	28.046875	22.1875	29.28125	13.3984375	26.921875	8.046875	15.140625	6.3828125
1700019M22Rik	7.9296875	6.6875	8.8984375	8.890625	7.5234375	6.921875	11.90625	7.4140625	5.03515625	9.734375	10.453125	7.30859375
1700019N19Rik	20.578125	13.4609375	4.23046875	13.0	15.8125	8.5078125	13.6484375	12.1015625	12.0859375	12.2578125	13.15625	13.796875
1700019O17Rik	27.984375	23.546875	20.875	39.8125	36.75	24.296875	28.375	36.65625	35.4375	38.65625	32.8125	36.0625
1700020A23Rik	90.75	90.25	88.125	89.4375	92.5	80.3125	105.75	66.9375	102.125	93.0	92.0625	81.5625
1700020D05Rik	18.265625	8.5234375	12.7265625	5.7578125	22.734375	23.5625	27.015625	4.43359375	19.796875	9.5	6.046875	6.6015625
1700020L24Rik	47.28125	54.71875	48.0625	58.21875	34.03125	37.0	32.40625	42.5	23.609375	52.5625	49.34375	55.15625
1700020N01Rik	34.90625	38.03125	28.546875	43.84375	40.9375	40.34375	35.1875	39.125	41.75	44.40625	38.71875	39.59375
1700021A07Rik	23.15625	22.625	13.6171875	33.59375	17.5	24.734375	11.3125	28.71875	17.484375	31.71875	28.703125	30.921875
1700021F05Rik	108.9375	426.25	181.375	425.0	116.0	112.9375	83.875	433.25	103.9375	501.75	410.5	483.0
1700021F07Rik	53.40625	62.125	51.875	66.8125	74.6875	58.3125	52.28125	55.9375	63.5625	90.75	84.5	72.75
1700021P04Rik	1.775390625	15.515625	3.958984375	11.625	4.0	2.34375	3.384765625	16.78125	0.96484375	15.9921875	12.0859375	12.7890625
1700022A21Rik	121.25	122.25	101.3125	154.625	132.125	114.5	110.5	135.625	119.9375	161.0	136.875	170.5
1700022I11Rik	5.453125	4.76171875	6.56640625	10.03125	0.55419921875	5.88671875	4.59765625	13.2421875	1.779296875	7.71875	11.1953125	7.48828125
1700023F06Rik	61.40625	68.75	46.78125	83.0625	44.4375	45.90625	41.8125	58.84375	53.75	74.25	87.0625	56.8125
1700024B05Rik	17.002604166666668	14.776041666666666	16.727213541666668	17.84375	24.006510416666668	21.412760416666668	15.580078125	14.457682291666666	14.66796875	14.362955729166666	17.307942708333332	16.854166666666668
1700024G13Rik	31.6875	13.9375	15.484375	13.4140625	24.359375	16.71875	30.859375	15.265625	25.0	15.765625	15.234375	20.765625
1700024J04Rik	3.9296875	6.3515625	6.87109375	18.515625	18.296875	8.109375	15.1796875	24.046875	14.828125	19.890625	26.671875	21.8125
1700024P04Rik	19.734375	26.203125	25.46875	34.6875	15.46875	18.34375	14.4609375	17.5625	20.90625	18.4375	25.4375	19.0625
1700024P16Rik	86.0625	0.389404296875	34.0625	8.515625	86.0	89.5625	106.1875	6.32421875	111.625	6.0625	6.90625	5.66796875
1700025F22Rik	4.3515625	2.59765625	3.361328125	3.771484375	1.431640625	2.3828125	3.939453125	0.83935546875	5.01171875	4.671875	2.30859375	3.447265625
1700025G04Rik	103.5	64.046875	81.9375	57.515625	102.90625	86.90625	108.875	78.171875	102.71875	72.390625	88.578125	78.84375
1700025H01Rik	41.65625	67.5	51.34375	63.21875	71.25	55.28125	41.03125	48.71875	53.46875	82.625	67.375	66.8125
1700025O08Rik	9.515625	11.8671875	17.328125	11.84375	10.9765625	11.765625	15.8671875	12.4453125	14.1875	13.8984375	13.8515625	14.9765625
1700027A07Rik	2.525390625	9.328125	5.74609375	11.2109375	5.0078125	6.5	8.015625	14.7734375	9.9296875	20.703125	11.3828125	15.7890625
1700028I16Rik	28.6875	26.734375	29.703125	35.75	33.40625	32.125	37.28125	28.640625	34.90625	15.546875	34.8125	30.46875
1700028J19Rik	59.5625	52.125	45.125	80.625	53.96875	36.125	58.96875	46.90625	55.5	68.5625	50.46875	60.3125
1700028N14Rik	76.375	51.34375	66.3125	67.0	77.625	78.375	86.5625	57.71875	75.875	46.0	56.90625	59.5
1700028P14Rik	18.953125	12.0625	8.7578125	4.109375	12.890625	14.734375	29.796875	0.5537109375	18.234375	4.953125	4.296875	0.0091018676757812
1700029F12Rik	33.96875	23.6875	21.109375	31.796875	24.84375	20.34375	23.953125	5.30078125	24.140625	14.8359375	18.9375	10.46875
1700029H14Rik	27.078125	34.5	21.359375	26.59375	28.890625	22.125	27.609375	23.28125	22.765625	28.625	34.34375	28.1875
1700029I15Rik	87.1875	93.8125	80.1875	102.375	91.3125	82.0625	76.875	84.5	90.8125	127.8125	103.875	103.375
1700029J07Rik	68.3125	25.59375	30.34375	19.5625	50.59375	57.9375	77.75	18.984375	72.0625	12.2578125	15.75	20.0625
1700029M20Rik	13.1875	3.736328125	5.84375	12.0625	10.3828125	10.859375	12.0859375	13.578125	11.9921875	13.7890625	17.734375	13.28125
1700029P11Rik	21.765625	29.625	13.71875	29.203125	26.796875	19.90625	21.5	20.25	22.09375	22.546875	29.296875	28.59375
1700030C10Rik	167.25	175.75	154.75	170.125	199.5	174.5	133.875	151.875	155.25	174.5	183.5	186.875
1700030C12Rik	7.734375	8.46875	9.453125	7.17578125	6.19921875	7.32421875	7.4609375	6.9765625	5.98828125	8.453125	13.3046875	12.4453125
1700030F18Rik	10.6015625	10.8984375	11.0234375	16.84375	4.4453125	4.3359375	8.921875	14.609375	11.734375	12.734375	9.578125	18.828125
1700030J22Rik	46.6875	33.34375	33.9375	35.75	51.5	48.59375	50.53125	35.75	46.78125	45.9375	33.84375	38.0625
1700030K09Rik	49.03125	44.28125	50.09375	37.71875	46.1875	43.875	49.125	51.9375	60.09375	43.21875	49.40625	42.1875
1700031C06Rik	460.5	470.5	411.5	498.25	436.75	375.25	375.0	560.0	419.25	531.0	529.0	470.5
1700031F05Rik	27.25	35.53125	15.984375	19.34375	26.390625	22.3125	29.53125	14.5625	25.578125	20.703125	15.8984375	17.671875
1700031F10Rik	36.90625	40.0625	31.0625	58.71875	32.15625	32.875	33.0	56.5	25.09375	56.15625	50.5	54.78125
1700031M16Rik	22.640625	25.421875	17.109375	15.8046875	17.28125	14.4140625	15.734375	23.359375	17.484375	17.890625	17.890625	27.5
1700034E13Rik	27.15625	21.90625	20.828125	27.484375	24.234375	24.0	28.09375	26.640625	24.53125	22.125	36.96875	25.078125
1700034H15Rik	22.65625	22.375	21.6875	19.28125	29.625	26.53125	22.421875	26.359375	22.734375	25.453125	21.171875	17.53125
1700034I23Rik	37.90625	35.46875	29.78125	70.25	22.109375	28.0	35.96875	60.6875	28.28125	41.09375	59.625	50.15625
1700034J04Rik	22.296875	32.375	12.5390625	25.3125	19.609375	16.640625	15.1640625	27.453125	16.78125	24.109375	24.046875	18.234375
1700034J05Rik	31.109375	30.21875	40.40625	27.828125	34.65625	35.09375	38.21875	35.40625	36.1875	20.984375	30.859375	27.390625
1700034O15Rik	20.40625	19.796875	11.8828125	28.0	16.9375	16.28125	18.140625	20.203125	20.359375	22.0	11.7109375	18.890625
1700036A12Rik	32.71875	28.328125	25.1875	42.0	33.0	35.03125	36.28125	30.234375	36.03125	35.15625	32.90625	40.03125
1700037C18Rik	32.0	34.875	29.375	42.71875	47.09375	40.6875	36.875	30.890625	44.96875	48.625	36.71875	31.96875
1700037H04Rik	201.875	1262.0	632.5	1280.0	301.75	327.5	213.875	1194.0	211.625	1315.0	1257.0	1259.0
1700038P13Rik	23.28125	12.1484375	24.609375	15.5625	25.875	37.625	28.828125	8.71875	24.21875	9.1796875	17.5625	11.9921875
1700039E15Rik	19.8125	14.59375	24.703125	17.4375	17.59375	15.2734375	18.890625	9.34375	18.078125	18.1875	25.328125	12.859375
1700040F17Rik	4.1875	1.2529296875	4.6953125	3.671875	5.73046875	2.34765625	3.01171875	1.50390625	2.65234375	0.70068359375	2.533203125	6.47265625
1700040L02Rik	87.25	151.0	48.59375	211.25	83.125	81.3125	95.0625	173.625	79.875	209.75	164.25	231.125
1700041B01Rik	65.0625	87.0	69.375	97.625	79.0	61.03125	62.875	82.8125	72.5625	96.6875	94.6875	94.25
1700041G16Rik	37.28125	49.25	42.46875	53.1875	61.1875	49.53125	48.0625	53.5625	41.625	64.6875	65.3125	45.9375
1700045I11Rik	28.421875	35.8125	34.40625	29.28125	46.21875	32.84375	37.4375	33.375	40.4375	43.6875	42.0625	42.59375
1700047G07Rik	41.71875	40.75	43.3125	64.5	28.53125	31.28125	23.4375	53.15625	29.625	40.65625	100.125	40.0
1700047I17Rik2	562.3333333333334	475.8333333333333	729.0	579.0	511.5	498.6666666666667	404.8333333333333	562.1666666666666	398.3333333333333	565.0	411.8333333333333	565.1666666666666
1700048O20Rik	15.9609375	14.7578125	22.53125	25.09375	18.109375	15.34375	16.734375	22.8125	16.109375	22.46875	17.875	24.0625
1700049J03Rik	34.71875	31.828125	34.46875	55.4375	44.1875	32.6875	38.9375	30.609375	43.09375	39.21875	51.5	43.9375
1700049L16Rik	36.03125	90.375	66.125	93.375	110.875	48.75	68.625	64.875	49.5625	101.625	79.8125	73.5625
1700052K11Rik	121.875	135.625	127.4375	142.5	139.0	142.375	203.0	106.3125	135.5	138.875	159.75	131.25
1700054O19Rik	128.875	71.3125	174.625	80.8125	177.5	184.625	191.75	74.375	172.5	84.25	115.3125	98.9375
1700055D18Rik	16.265625	19.09375	16.953125	16.46875	21.578125	21.359375	21.1875	13.5625	21.3125	22.46875	7.828125	22.484375
1700056E22Rik	53.34375	105.25	91.75	124.0	52.53125	56.34375	44.46875	88.625	50.28125	135.75	92.625	102.3125
1700057G04Rik	7.953125	9.375	7.3359375	15.15625	8.6328125	8.40625	8.765625	11.0234375	10.390625	12.8828125	9.375	9.3359375
1700061E17Rik	38.15625	64.6875	39.40625	61.15625	43.53125	53.90625	34.8125	64.6875	44.28125	64.75	77.6875	58.0
1700061G19Rik	6.03125	4.328125	13.0078125	5.30859375	12.5625	4.42578125	8.7578125	2.58203125	6.37890625	6.79296875	7.93359375	8.8046875
1700061I17Rik	8.3046875	4.234375	10.4609375	10.28125	15.0703125	16.5	13.2734375	6.41796875	11.4140625	10.5390625	8.671875	11.703125
1700063H04Rik	30.265625	22.015625	17.9375	33.34375	18.921875	22.953125	25.59375	24.984375	22.578125	35.59375	29.09375	26.21875
1700064E03Rik	27.15625	33.375	22.875	28.09375	25.6875	28.734375	21.734375	30.546875	19.421875	29.53125	25.234375	27.109375
1700065D16Rik	40.1875	54.4375	34.09375	51.40625	45.65625	39.1875	38.6875	57.15625	39.28125	61.0	63.71875	45.375
1700066B19Rik	38.59375	37.28125	26.5	38.78125	37.40625	46.0	32.34375	43.03125	38.46875	52.28125	44.3125	40.40625
1700066M21Rik	102.0	130.625	95.25	137.125	111.25	82.625	86.125	128.125	109.0	130.375	175.0	116.4375
1700067K01Rik	24.8125	43.84375	28.609375	30.734375	32.875	29.953125	21.375	23.828125	21.546875	27.3125	23.046875	35.875
