gene_symbol	GSM4665806	GSM4665804	GSM4665796	GSM4665789	GSM4665791	GSM4665802	GSM4665799	GSM4665803	GSM4665805	GSM4665800	GSM4665794	GSM4665793	GSM4665790	GSM4665792	GSM4665795	GSM4665798	GSM4665801	GSM4665797
ABHD14A-ACY1	9.0390625	8.9453125	8.9609375	9.09375	9.2421875	8.984375	8.84375	8.96875	9.4140625	8.6328125	9.171875	8.9453125	9.0703125	9.078125	9.0234375	8.78125	9.0078125	8.96875
ABHD17A	9.5234375	9.8046875	10.1953125	9.8046875	10.0234375	9.5078125	9.921875	9.6875	9.8203125	9.8125	10.15625	10.0	9.859375	10.109375	10.1796875	10.46875	9.6015625	10.078125
ABHD17B	6.75390625	5.34375	6.109375	6.2265625	6.24609375	6.16015625	5.94921875	6.72265625	5.703125	6.83984375	6.33984375	6.26953125	6.26953125	6.2578125	6.1875	5.921875	6.04296875	6.3203125
ABHD18	5.09375	5.51171875	6.046875	6.171875	5.6875	4.9375	4.93359375	5.140625	4.6171875	5.1328125	5.80859375	5.68359375	5.88671875	5.8515625	5.9296875	4.76953125	5.0625	5.74609375
ABHD2	5.8564453125	4.998046875	6.1025390625	6.03271484375	6.0302734375	5.4453125	5.6044921875	6.1484375	5.30517578125	5.88818359375	6.181640625	6.0673828125	6.14697265625	6.1572265625	5.857421875	5.6201171875	5.7119140625	6.0048828125
ABHD3	6.13671875	5.87109375	5.69921875	7.68359375	7.49609375	5.68359375	5.79296875	5.6953125	5.74609375	5.5703125	6.09375	6.3515625	7.6171875	6.46875	5.671875	4.51953125	5.96875	5.48046875
ABHD4	8.953125	8.828125	9.0703125	8.71875	8.8359375	8.8125	9.203125	9.1953125	8.953125	9.4453125	9.2109375	9.2265625	8.7890625	9.15625	9.2109375	9.6953125	9.15625	9.125
ABHD5	6.639322916666667	6.760416666666667	6.8203125	6.423177083333333	6.263020833333333	7.096354166666667	7.084635416666667	6.893229166666667	6.46875	6.963541666666667	6.490885416666667	6.680989583333333	6.352864583333333	6.692708333333333	6.723958333333333	6.416666666666667	6.985677083333333	6.662760416666667
ABHD6	6.20654296875	6.25390625	5.89599609375	6.14208984375	6.12255859375	6.0654296875	6.423828125	5.8525390625	6.29443359375	6.21923828125	6.49072265625	6.4541015625	6.04931640625	6.49609375	5.88818359375	6.6435546875	6.0390625	5.75390625
ABHD8	6.9453125	7.38671875	7.234375	7.1328125	7.125	7.12890625	7.55859375	7.12109375	7.6015625	7.28515625	6.85546875	7.10546875	7.1015625	7.09765625	7.0625	8.5625	7.33984375	7.015625
ABI1	9.0	8.27734375	8.7109375	8.89453125	8.5625	8.67578125	9.015625	8.7890625	8.33203125	9.01171875	8.53125	8.8203125	8.7578125	8.87109375	8.48046875	7.4765625	8.6875	8.43359375
ABI2	7.36328125	7.2333984375	7.0078125	7.154296875	7.171875	7.5634765625	7.5546875	7.2646484375	7.43359375	7.607421875	6.904296875	6.9111328125	7.173828125	6.8525390625	7.1044921875	7.904296875	7.31640625	7.1826171875
ABI3BP	3.7578125	3.6875	3.943359375	3.49609375	3.5234375	3.658203125	3.494140625	3.541015625	3.552734375	3.6796875	3.734375	3.64453125	3.390625	3.638671875	3.880859375	4.09375	3.5625	4.2578125
ABL1	10.546875	10.03125	10.4140625	10.1953125	10.203125	10.3125	10.0859375	10.5703125	10.671875	10.1328125	10.53125	10.4921875	10.2109375	10.4921875	10.3828125	9.5625	10.4375	10.265625
ABL2	5.69921875	5.73828125	5.51171875	5.6484375	5.66015625	6.30859375	6.8984375	6.328125	6.07421875	6.7421875	5.046875	5.2734375	5.71484375	5.11328125	5.46484375	7.4453125	6.39453125	6.07421875
ABLIM1	5.138671875	5.625	8.041015625	8.3671875	8.193359375	5.9765625	7.423828125	6.240234375	5.171875	7.29296875	7.76171875	7.53515625	8.2265625	7.361328125	7.890625	6.65625	6.251953125	7.83203125
ABLIM3	10.9921875	10.7265625	6.48828125	9.375	9.46875	10.25	9.9921875	10.0078125	11.2578125	9.90625	7.34375	7.41796875	9.3984375	7.40625	6.12109375	10.4453125	10.0703125	5.9765625
ABO	5.16796875	5.774739583333333	5.58984375	5.166666666666667	5.3203125	5.680989583333333	5.889322916666667	5.197916666666667	5.705729166666667	5.059895833333333	5.638020833333333	5.341145833333333	5.21875	5.21875	5.555989583333333	5.733072916666667	5.690104166666667	5.048177083333333
ABR	8.546875	7.87890625	8.251953125	7.962890625	8.046875	8.423828125	8.58984375	8.685546875	8.349609375	8.794921875	8.232421875	8.08984375	7.791015625	7.96875	8.220703125	8.88671875	8.2890625	8.00390625
ABT1	8.453125	8.109375	7.76171875	8.359375	8.328125	8.3515625	8.1171875	8.421875	8.4296875	8.21875	8.078125	8.1484375	8.265625	8.203125	7.83984375	8.203125	8.2890625	7.76953125
ABTB2	6.46875	6.98828125	7.515625	7.0078125	7.234375	6.28125	6.52734375	6.5703125	6.8125	6.61328125	7.71484375	7.45703125	7.1015625	7.6953125	7.4765625	7.5078125	6.90625	7.5703125
ACAA1	8.5625	9.49609375	9.28515625	9.390625	9.55078125	9.10546875	9.58984375	9.01953125	8.9453125	9.22265625	9.28515625	9.21875	9.5078125	9.25	9.26953125	9.9296875	9.140625	9.08984375
ACAA2	8.537109375	9.04296875	7.548828125	8.40234375	8.55859375	8.62890625	8.267578125	8.1484375	8.748046875	8.091796875	8.091796875	7.755859375	8.5078125	7.890625	7.638671875	8.1015625	8.33203125	7.279296875
ACACA	7.67578125	8.42578125	7.373046875	7.787109375	7.947265625	8.05078125	7.779296875	7.6640625	8.01953125	7.740234375	7.60546875	7.5078125	7.783203125	7.6875	7.505859375	7.52734375	7.927734375	7.2734375
ACACB	5.767578125	6.5615234375	6.5146484375	5.8740234375	6.087890625	5.958984375	5.71875	5.771484375	6.1123046875	5.7001953125	6.48046875	6.6357421875	5.951171875	6.49609375	6.4658203125	5.43359375	5.92578125	6.580078125
ACAD10	6.828125	7.90234375	7.0703125	6.5703125	6.85546875	7.27734375	7.26953125	6.83203125	7.43359375	7.078125	7.13671875	7.03515625	6.74609375	6.9140625	7.046875	7.58203125	7.1015625	6.828125
ACAD8	8.3984375	6.81640625	8.609375	8.4140625	8.3046875	8.4140625	8.3828125	8.3046875	8.5390625	8.3515625	8.546875	8.7265625	8.2890625	8.765625	8.4921875	7.98828125	8.2265625	8.2265625
ACADL	4.015625	4.119140625	3.7353515625	3.9169921875	4.1005859375	3.8701171875	3.65234375	3.8515625	3.900390625	3.9267578125	3.8203125	3.8017578125	3.9482421875	3.736328125	3.6328125	4.076171875	3.7744140625	4.0498046875
ACADM	8.703125	8.1796875	8.6953125	8.40625	8.265625	8.3984375	8.3984375	8.7265625	8.21875	8.3984375	8.8515625	9.234375	8.328125	9.140625	8.6875	7.6484375	8.578125	8.75
ACADS	6.5	6.9609375	7.421875	7.42578125	7.515625	7.3671875	7.578125	6.87109375	6.94140625	7.10546875	7.1640625	7.00390625	7.515625	6.92578125	7.5	7.79296875	7.15234375	7.11328125
ACADSB	6.60546875	6.46484375	6.921875	6.11328125	5.6953125	6.2578125	7.5390625	6.2421875	6.5703125	7.6640625	6.0390625	6.203125	6.02734375	6.35546875	6.85546875	6.80078125	6.4140625	6.9375
ACADVL	10.703125	10.6953125	11.203125	11.046875	11.1015625	10.875	10.9765625	10.8359375	10.90625	10.890625	11.15625	11.0234375	11.0	11.1875	11.2890625	11.4609375	10.6796875	11.125
ACAN	6.213541666666667	5.983072916666667	7.024739583333333	7.114583333333333	7.295572916666667	6.08984375	6.25390625	6.428385416666667	6.059895833333333	6.329427083333333	7.513020833333333	7.506510416666667	7.188802083333333	7.162760416666667	7.04296875	6.778645833333333	6.282552083333333	7.095052083333333
ACAP1	6.369140625	6.720703125	5.7578125	5.37109375	5.732421875	5.8984375	5.92578125	5.689453125	6.70703125	5.482421875	5.77734375	5.126953125	5.599609375	5.45703125	5.83203125	6.1953125	5.791015625	5.6328125
ACAP2	7.10546875	6.8447265625	7.06640625	6.6787109375	6.537109375	6.4736328125	6.7421875	6.775390625	6.6748046875	6.7666015625	6.880859375	6.955078125	6.5888671875	6.94921875	7.01171875	6.068359375	6.673828125	7.068359375
ACAT1	11.2109375	10.4375	11.390625	10.5859375	10.3828125	10.8046875	10.8203125	10.78125	10.640625	10.8671875	11.0	10.9921875	10.578125	10.984375	11.359375	9.375	10.640625	11.3515625
ACAT2	8.6953125	8.859375	9.3671875	10.1796875	10.109375	9.0546875	9.3515625	8.8671875	8.921875	9.203125	9.5	9.6171875	10.0234375	9.59375	9.328125	9.3046875	8.921875	9.4140625
ACBD3	8.923828125	7.908203125	8.712890625	8.44921875	8.359375	8.3671875	8.390625	9.126953125	8.275390625	8.712890625	8.427734375	8.45703125	8.583984375	8.5546875	8.77734375	8.060546875	8.513671875	8.6015625
ACBD4	6.80859375	7.55859375	7.51171875	6.66796875	7.07421875	6.921875	7.18359375	6.984375	7.2578125	7.0234375	7.59375	7.41015625	6.95703125	7.31640625	7.5625	7.80859375	7.20703125	7.51171875
ACD	8.5390625	9.3828125	8.0546875	7.890625	8.0078125	8.515625	8.5625	8.4140625	9.21875	8.453125	8.1171875	8.1484375	7.97265625	8.2265625	8.0625	8.9375	8.546875	7.99609375
ACE	4.8125	4.6171875	4.55859375	4.52734375	4.5859375	4.8515625	4.53125	4.859375	4.8125	4.87109375	4.72265625	4.65234375	4.57421875	4.37890625	4.6796875	4.9609375	4.6875	4.8125
ACE2	4.2021484375	4.525390625	3.89453125	4.1044921875	4.125	4.1455078125	3.974609375	4.1005859375	4.09375	4.0693359375	3.7705078125	3.8759765625	3.9560546875	3.9072265625	4.0283203125	4.1669921875	4.1171875	4.208984375
ACHE	4.995442708333333	5.42578125	5.51171875	4.98046875	5.341145833333333	5.561197916666667	5.290364583333333	5.2265625	5.321614583333333	5.19140625	5.744791666666667	5.5390625	5.256510416666667	5.537760416666667	5.4609375	5.674479166666667	5.33984375	5.393229166666667
ACIN1	8.8671875	7.61328125	8.78125	8.625	8.5234375	9.09375	8.328125	8.9296875	9.171875	8.0703125	9.09375	8.8203125	8.765625	9.0234375	8.9921875	9.6640625	9.046875	8.5
ACKR1	5.87890625	6.4453125	5.6015625	6.3515625	6.31640625	6.00390625	5.828125	5.83984375	5.84375	6.078125	6.23046875	6.2421875	6.171875	6.17578125	5.7734375	5.83203125	5.8984375	6.12890625
ACKR2	5.23828125	5.25390625	4.71875	4.71875	4.734375	5.1640625	4.80859375	5.39453125	4.9296875	4.91796875	4.6875	4.953125	4.63671875	4.83984375	4.9140625	5.49609375	5.3046875	5.4296875
ACKR3	3.919921875	4.56640625	7.71875	8.9921875	8.5234375	5.5859375	4.78125	5.37890625	4.23828125	4.578125	8.6015625	8.703125	8.7265625	8.7734375	7.8515625	4.11328125	5.296875	7.59765625
ACKR4	3.7734375	4.62109375	4.1640625	3.97265625	3.970703125	3.806640625	4.25	3.455078125	4.0078125	4.1171875	4.515625	5.12890625	4.0546875	4.9765625	4.07421875	3.953125	3.68359375	4.10546875
ACLY	9.768229166666666	8.881510416666666	9.736979166666666	10.403645833333334	10.325520833333334	9.908854166666666	9.90625	9.700520833333334	9.619791666666666	9.966145833333334	9.947916666666666	9.953125	10.434895833333334	9.953125	9.690104166666666	10.153645833333334	9.598958333333334	9.4921875
ACO1	11.0546875	10.7109375	10.1796875	10.0078125	9.96875	11.3046875	11.109375	11.2578125	10.921875	11.1484375	9.9296875	9.859375	10.09375	9.953125	10.125	10.921875	11.28125	10.2890625
ACO2	7.875	7.42578125	7.958984375	7.4453125	7.630859375	7.912109375	7.83984375	7.751953125	8.078125	7.9921875	7.869140625	7.900390625	7.40625	7.8515625	7.9375	8.431640625	7.736328125	7.97265625
ACOT1	8.5234375	8.578125	9.265625	9.578125	9.5234375	8.2890625	8.7109375	8.6796875	8.5078125	8.6171875	9.2734375	9.5546875	9.578125	9.6640625	9.25	8.7890625	8.4296875	9.2421875
ACOT11	5.0537109375	5.26953125	5.5703125	5.1240234375	5.17578125	4.921875	5.3095703125	4.9189453125	5.130859375	5.3671875	5.763671875	5.626953125	5.1484375	5.521484375	5.623046875	5.3671875	5.083984375	5.609375
ACOT13	10.3828125	11.078125	9.96875	9.5703125	9.6171875	10.1875	10.5234375	10.0390625	10.6015625	10.3203125	9.6484375	9.5859375	9.6796875	9.765625	10.0390625	10.6171875	10.4140625	9.9453125
ACOT7	8.03515625	7.931640625	7.837890625	8.28125	8.3046875	8.390625	8.73046875	8.341796875	8.208984375	8.830078125	7.14453125	7.20703125	8.228515625	7.345703125	7.8203125	9.029296875	8.2890625	7.4765625
ACOT8	7.4453125	7.6640625	7.55859375	7.6328125	7.5703125	7.4375	7.84765625	7.328125	7.55859375	7.83984375	7.79296875	7.87109375	7.56640625	7.78125	7.55078125	7.9921875	7.625	7.5390625
ACOT9	9.6484375	10.3984375	9.7421875	10.109375	10.125	10.28125	10.578125	9.9375	10.015625	10.265625	9.390625	9.375	10.1328125	9.265625	9.703125	10.2421875	10.140625	9.5
ACOX1	5.677734375	5.314453125	5.78125	5.6630859375	5.8173828125	5.740234375	5.7734375	5.69140625	5.642578125	5.802734375	5.7861328125	5.67822265625	5.81640625	5.79931640625	5.787109375	5.7060546875	5.685546875	5.7373046875
ACOX2	6.9296875	7.171875	8.9296875	8.3515625	8.4765625	7.1796875	8.7265625	6.671875	7.109375	8.3515625	8.921875	8.9453125	8.3515625	8.890625	9.0	8.7109375	6.8984375	8.8671875
ACOX3	8.5625	8.70703125	7.6171875	8.62109375	8.60546875	8.421875	8.63671875	8.46484375	8.67578125	8.5859375	7.916015625	7.84765625	8.62109375	7.96484375	7.677734375	8.505859375	8.5078125	7.7109375
ACOXL	3.357421875	3.556640625	3.69921875	3.224609375	3.240234375	3.326171875	3.5078125	3.388671875	3.373046875	3.326171875	3.423828125	3.34375	3.4453125	3.412109375	3.6171875	3.94921875	3.416015625	3.259765625
ACP1	9.893229166666666	9.6015625	9.861979166666666	10.15625	10.052083333333334	10.182291666666666	10.239583333333334	10.091145833333334	9.901041666666666	10.1640625	9.583333333333334	9.575520833333334	10.122395833333334	9.546875	9.8203125	10.114583333333334	10.010416666666666	9.580729166666666
ACP2	7.5546875	8.421875	8.828125	8.7421875	8.78125	8.8203125	8.796875	8.2109375	8.546875	8.484375	9.0078125	8.9375	8.7734375	8.9140625	8.90625	9.3984375	8.4921875	8.78125
