gene_symbol	GSM309961	GSM309971	GSM309958	GSM309962	GSM309963	GSM309964	GSM309965	GSM309969	GSM309970	GSM309966	GSM309967	GSM309973	GSM309960	GSM309972	GSM309959	GSM309968
1600014C10Rik	600.765625	491.625	782.484375	648.9140625	586.296875	603.21875	925.2578125	645.8125	598.28125	512.6484375	409.8203125	553.25	528.8203125	654.5234375	482.8125	745.25
1600014C23Rik	30.59375	29.0	32.6875	22.59375	20.90625	47.90625	20.40625	17.0	23.59375	35.5	27.09375	25.90625	24.40625	20.703125	29.796875	41.59375
1600015I10Rik	25.09375	28.203125	23.59375	31.796875	23.296875	62.5	38.90625	14.3984375	27.09375	44.8125	18.40625	40.40625	81.8125	16.0	36.90625	89.625
1600020E01Rik	448.0	342.25	341.0	284.25	273.5	452.0	308.5	424.5	280.75	374.5	420.0	500.75	376.25	295.0	501.25	531.0
1600022D10Rik	20.5	51.0	99.1875	80.3125	76.1875	257.0	18.296875	106.8125	31.40625	177.125	77.3125	129.75	17.703125	77.6875	162.375	120.875
1600023N17Rik	7.0	21.796875	15.0	2.30078125	5.19921875	68.375	12.296875	5.6015625	7.6015625	17.5	55.3125	2.900390625	32.59375	25.90625	50.40625	15.1015625
1600025M17Rik	3.0	10.796875	5.0	17.40625	87.375	9.5	5.1015625	13.203125	13.0	8.796875	11.796875	12.296875	59.8125	6.69921875	48.8125	4.30078125
1600029O15Rik	100.5	65.875	55.5	180.25	72.875	134.25	112.1875	116.625	186.875	106.625	184.25	92.3125	25.5	112.375	24.703125	56.59375
1700001C02Rik	24.05078125	20.943359375	36.6875	16.296875	52.755859375	15.001953125	60.1875	38.74609375	26.8515625	20.70703125	63.5	18.44921875	29.09375	13.802734375	17.646484375	29.849609375
1700001C19Rik	126.09375	95.15625	135.3125	166.0625	105.9375	282.3125	200.125	138.0625	111.46875	155.875	84.75	160.75	154.375	62.203125	172.5	132.4375
1700001D01Rik	9.0	62.1875	15.703125	13.796875	20.90625	39.0	18.296875	20.703125	17.09375	18.203125	62.40625	9.796875	8.203125	24.703125	9.5	10.6015625
1700001G11Rik	285.5	144.25	197.625	261.75	198.25	472.75	190.75	248.75	265.5	209.75	241.125	127.8125	198.25	205.875	206.5	179.125
1700001G17Rik	70.875	75.0	91.1875	75.5	141.375	124.5	144.125	155.75	105.5	18.5	170.75	18.5	83.875	83.375	121.875	51.0
1700001K19Rik	45.3125	93.625	9.0	30.796875	52.0	61.8125	40.8125	66.625	36.40625	7.1015625	23.59375	30.203125	23.90625	10.1015625	56.90625	35.6875
1700001L05Rik	60.59375	24.703125	98.6875	109.6875	91.625	171.875	109.625	151.0	119.8125	144.125	52.6875	150.75	138.25	41.0	167.25	91.1875
1700001L19Rik	9.703125	67.6875	6.8984375	25.90625	10.8984375	72.6875	42.90625	19.5	17.203125	31.796875	16.09375	9.6015625	11.6015625	9.296875	9.5	36.3125
1700001O22Rik	98.375	6.80078125	44.09375	9.3984375	74.5	207.375	13.8984375	57.8125	137.75	22.90625	69.625	111.125	30.59375	9.296875	65.8125	81.6875
1700001P01Rik	66.556640625	49.912109375	17.302734375	38.13671875	45.150390625	19.5	6.8515625	12.25	11.6015625	51.64453125	12.6015625	21.59375	25.34765625	7.0	9.3515625	15.05078125
1700003D09Rik	69.5	31.90625	13.1015625	9.1015625	24.40625	51.59375	84.1875	33.59375	16.0	16.90625	60.1875	10.0	9.703125	55.6875	6.19921875	6.80078125
1700003E16Rik	610.0	59.40625	1231.0	1372.0	47.3125	1529.0	1058.0	189.5	612.0	715.5	124.5	725.0	285.75	1121.0	994.5	780.0
1700003E24Rik	22.703125	5.6015625	24.09375	35.09375	26.09375	84.625	2.0	6.1015625	19.703125	24.703125	28.0	53.6875	3.69921875	74.1875	28.703125	40.1875
1700003F12Rik	105.078125	54.9921875	69.046875	49.5	104.34375	179.1875	56.140625	89.921875	98.3359375	137.265625	111.625	114.5859375	59.3515625	93.484375	63.4375	110.92578125
1700003G18Rik	8.5	10.1015625	29.09375	5.6015625	11.5	20.5	5.19921875	24.09375	11.1015625	15.203125	12.203125	14.0	3.0	6.80078125	9.796875	11.0
1700003H04Rik	12.80078125	31.646484375	59.70703125	36.787109375	45.796875	32.703125	24.552734375	41.109375	51.0498046875	6.25	81.78125	19.4560546875	44.90625	37.75	6.0	70.40625
1700003I16Rik	23.90625	12.6015625	126.375	37.90625	24.90625	204.375	71.8125	96.6875	15.3984375	24.59375	14.703125	31.703125	147.0	29.703125	101.5	121.6875
1700003P14Rik	67.1875	3.19921875	88.375	61.09375	25.09375	114.125	96.0	105.625	23.796875	39.8125	48.8125	6.0	54.0	24.59375	64.6875	87.875
1700006A11Rik	73.1875	81.625	13.5	48.59375	61.59375	50.59375	111.1875	4.8984375	32.90625	96.8125	34.09375	39.09375	15.0	72.5	47.1875	19.59375
1700006E09Rik	42.09375	23.59375	18.90625	36.0	4.6015625	11.0	60.59375	27.296875	7.6015625	18.90625	39.40625	23.90625	60.3125	1.7998046875	9.1015625	8.296875
1700006F04Rik	23.296875	4.5	19.59375	27.703125	2.400390625	113.375	6.1015625	10.0	4.3984375	7.80078125	9.8984375	1.7998046875	7.69921875	5.5	34.8125	17.703125
1700006J14Rik	10.703125	34.1875	55.09375	111.3125	36.1875	105.3125	22.5	29.296875	91.125	119.0	32.59375	73.8125	45.40625	37.0	81.0	89.875
1700007B14Rik	20.09375	4.3984375	3.099609375	58.59375	32.0	18.5	95.375	2.400390625	85.6875	9.8984375	13.8984375	27.0	8.8984375	5.5	3.19921875	2.30078125
1700007E05Rik	20.40625	2.900390625	2.30078125	7.1015625	1.2998046875	8.6015625	77.375	2.900390625	65.875	2.400390625	9.1015625	43.3125	5.1015625	15.0	1.5	9.5
1700007F19Rik	21.703125	73.5	29.0	31.40625	77.125	238.125	40.0	13.0	16.0	18.09375	123.125	48.0	14.5	13.3984375	45.8125	122.875
1700007G11Rik	10.6015625	41.40625	19.296875	43.09375	17.90625	22.40625	76.375	9.0	55.0	14.796875	22.703125	69.6875	74.0	31.09375	14.1015625	28.0
1700007J10Rik	8.0	13.6015625	12.6015625	5.5	20.59375	20.40625	19.296875	39.3125	18.296875	12.203125	14.296875	40.6875	20.0	8.296875	9.703125	9.296875
1700007J24Rik	136.0	104.3125	36.6875	156.75	86.6875	44.5	44.09375	51.5	111.5	75.875	120.6875	136.25	11.296875	90.1875	59.90625	93.875
1700007K09Rik	328.0	154.75	265.0	264.75	244.0	324.0	258.5	227.75	169.5	337.0	66.875	251.75	188.875	195.375	198.75	147.125
1700007K13Rik	166.25	89.0	139.875	161.0	124.3125	245.25	90.8125	188.0	18.5	110.625	89.375	77.875	118.0	82.875	103.5	87.0
1700007L15Rik	251.75	247.625	295.5	227.625	261.5	352.0	156.25	176.25	247.625	247.5	200.0	261.75	176.25	187.375	279.5	154.75
1700008F19Rik	104.875	143.5	194.75	242.125	205.25	131.25	222.375	274.5	263.0	224.75	68.1875	205.625	117.1875	205.875	118.125	65.5
1700008H02Rik	21.0	24.8984375	28.70703125	45.859375	12.00390625	90.34375	35.09375	9.048828125	29.0	21.49609375	28.10302734375	21.697265625	23.046875	43.0546875	5.30078125	45.14453125
1700008J07Rik	146.75	72.859375	92.462890625	169.55078125	116.5	94.953125	75.0126953125	85.3515625	94.875	67.640625	106.7265625	87.546875	108.6484375	111.828125	72.0	98.53125
1700008K24Rik	105.6875	14.5	14.5	43.3125	11.1015625	118.3125	133.875	14.703125	10.203125	32.40625	23.09375	20.5	8.703125	14.5	51.40625	17.09375
1700008N17Rik	125.40625	99.2109375	126.828125	47.5546875	120.53125	143.3125	103.6484375	94.1484375	93.1875	59.453125	52.2109375	38.703125	87.7734375	85.4375	85.5625	65.85546875
1700008O03Rik	17.203125	5.0	18.59375	13.703125	13.1015625	11.6015625	16.703125	71.5	19.203125	26.796875	13.703125	19.0	26.5	23.59375	19.796875	78.3125
1700008P02Rik	21.09375	7.30078125	6.19921875	97.0	141.75	170.0	102.3125	17.703125	93.5	93.625	19.796875	16.5	65.1875	23.40625	105.6875	11.8984375
1700009J07Rik	16.296875	3.30078125	4.8984375	5.80078125	6.0	9.6015625	77.8125	12.6015625	8.6015625	4.69921875	9.8984375	6.19921875	7.19921875	8.296875	12.3984375	13.6015625
1700009N14Rik	60.0	171.125	93.375	81.625	105.875	39.3125	22.40625	29.90625	24.703125	77.375	18.296875	102.1875	20.5	18.90625	60.40625	35.8125
1700010B08Rik	123.875	78.375	191.25	60.1875	148.0	101.1875	98.8125	110.5	147.625	59.1875	140.375	125.0	114.3125	113.625	45.59375	106.5
1700010B09Rik	50.0	56.09375	6.5	65.5	51.3125	162.875	21.59375	34.8125	78.8125	27.296875	6.5	91.8125	75.0	56.40625	43.6875	44.90625
1700010B13Rik	7.3984375	8.203125	50.5	45.1875	14.6015625	66.8125	4.80078125	49.59375	34.3125	51.8125	12.3984375	7.69921875	6.1015625	6.8984375	7.80078125	2.69921875
1700010H22Rik	5.733072916666667	22.436848958333332	12.8359375	44.46875	20.169270833333332	11.93359375	39.40625	8.332682291666666	11.1015625	12.299479166666666	13.235677083333334	32.670572916666664	11.200520833333334	6.200520833333333	14.59765625	23.600260416666668
1700010I14Rik	5.733072916666667	8.16796875	11.501302083333334	11.268229166666666	20.735677083333332	51.036458333333336	32.342447916666664	27.067708333333332	39.036458333333336	58.9453125	32.432291666666664	40.0078125	14.869791666666666	37.106770833333336	11.802083333333334	6.266927083333333
1700010L04Rik	102.875	19.203125	151.75	115.6875	16.203125	38.8125	21.90625	141.25	52.40625	57.6875	12.8984375	43.1875	47.8125	11.703125	66.6875	118.0
1700010N08Rik	6.1015625	58.59375	63.1875	85.5	106.5	34.40625	75.0	112.875	13.203125	117.0	99.375	20.203125	57.90625	6.69921875	6.80078125	41.6875
1700011B04Rik	8.796875	10.703125	2.400390625	11.5	21.703125	119.8125	86.125	20.203125	14.3984375	15.5	67.125	73.375	33.0	16.09375	21.40625	16.90625
1700011E24Rik	111.3125	69.875	12.0	14.296875	5.0	123.6875	67.375	9.6015625	33.40625	70.625	28.5	57.6875	63.40625	28.40625	55.6875	16.09375
1700011H14Rik	9.0	4.80078125	49.8125	4.19921875	7.69921875	141.25	27.5	53.8125	76.1875	87.125	33.40625	21.296875	4.8984375	2.30078125	34.09375	76.3125
1700011I03Rik	23.296875	4.5	6.69921875	3.400390625	10.8984375	7.0	6.1015625	5.6015625	7.19921875	4.30078125	23.703125	6.80078125	4.6015625	3.099609375	6.6015625	5.69921875
1700011L22Rik	20.203125	31.0	22.796875	25.09375	7.8984375	104.3125	89.875	21.296875	18.09375	48.09375	12.0	64.125	51.09375	43.0	6.6015625	104.5
1700011M02Rik	18.5	12.796875	76.0	68.8125	8.8984375	245.375	36.6875	21.703125	10.6015625	83.0	30.203125	23.0	31.0	8.1015625	22.5	96.875
1700012A03Rik	46.59375	46.3125	31.296875	8.796875	24.90625	34.1875	88.625	46.1875	3.19921875	17.5	21.5	21.296875	15.5	39.90625	9.0	36.3125
1700012B07Rik	14.703125	6.80078125	17.203125	21.5	18.203125	30.40625	21.40625	7.3984375	13.1015625	17.40625	16.5	17.296875	15.0	11.1015625	11.3984375	14.0
1700012B09Rik	13.703125	7.69921875	16.296875	16.59375	11.5	35.40625	11.6015625	23.0	12.1015625	25.0	11.796875	7.8984375	26.40625	5.19921875	29.0	13.703125
