gene_symbol	GSM1631704	GSM1631700	GSM1631697	GSM1631702	GSM1631699	GSM1631698	GSM1631701	GSM1631703	GSM1631706	GSM1631705
1110008P14Rik	2676.5	2469.3333333333335	2883.25	3108.0	2219.6666666666665	2856.6666666666665	2956.0	2811.1666666666665	2757.6666666666665	3113.6666666666665
1110012L19Rik	8536.0	5820.0	6620.0	8752.0	6100.0	6072.0	7312.0	6932.0	6644.0	7876.0
1110014L15Rik	302.25	223.625	136.75	374.25	295.5	309.25	211.375	386.25	384.25	221.75
1110015O18Rik	24.1875	3.947265625	12.09375	9.734375	4.94140625	61.125	7.125	19.953125	2.8203125	82.25
1110017D15Rik	11.9296875	10.53125	81.0	18.71875	22.90625	68.25	29.34375	25.234375	26.234375	27.984375
1110018N20Rik	555.0	636.0	524.0	503.0	661.0	288.75	429.5	454.75	806.5	690.0
1110019B22Rik	83.5625	42.8125	69.9375	9.1640625	19.1875	22.921875	5.75390625	57.59375	23.8125	13.671875
1110019D14Rik	624.0	368.0	481.25	492.5	403.75	300.75	441.5	401.75	590.5	585.5
1110020A21Rik	1132.0	976.5	1023.5	1133.0	755.0	790.5	1013.5	1078.0	1169.0	1281.0
1110020C17Rik	47.0	17.765625	30.359375	37.46875	38.59375	33.78125	24.3125	42.75	24.125	10.0625
1110028F11Rik	106.6875	88.73046875	61.1796875	22.1015625	6.390625	93.875	133.375	91.765625	126.875	45.9609375
1110028F18Rik	121.0	52.78125	27.921875	30.21875	14.046875	32.125	142.75	39.875	67.375	40.15625
1110032A03Rik	2891.75	2271.3125	2742.15625	2576.8515625	2517.375	1824.96875	2354.25	2351.25	2833.453125	2709.03125
1110032F04Rik	159.625	39.953125	72.181640625	25.453125	121.40625	66.77734375	93.171875	51.421875	85.15625	94.25
1110034G24Rik	1053.75	1079.5	1090.5	1203.5	982.75	1010.5	1035.75	1021.5	1115.0	1174.25
1110035E04Rik	290.0	349.75	298.75	237.875	327.75	302.0	389.0	365.75	326.75	334.25
1110035H17Rik	288.0	239.125	146.5	121.25	185.5	143.625	160.0	116.8125	116.0	116.0625
1110037F02Rik	1260.0	1345.25	1340.75	1091.75	1192.5	1242.5	1411.25	1126.75	1226.75	1063.5
1110038B12Rik	4092.0	3708.0	3422.0	4420.0	3464.0	3172.0	3994.0	4568.0	3984.0	4528.0
1110038F14Rik	1707.0	1818.0	2060.0	1951.0	1817.0	1885.0	1864.0	1636.0	1909.0	1599.0
1110046J04Rik	638.5	414.25	541.0	672.0	627.5	676.0	722.5	907.5	735.0	878.5
1110050P16Rik	541.5	684.5	502.0	767.0	826.0	735.0	746.5	864.0	495.5	604.5
1110051M20Rik	1909.0	1604.0	1553.0	1998.0	1973.0	1930.0	1576.0	1877.0	1871.0	1860.0
1110059E24Rik	2596.0	2616.0	2760.0	2914.0	2396.0	2662.0	2402.0	2732.0	2854.0	2876.0
1110059G02Rik	399.375	382.125	580.3125	407.0625	282.0625	207.921875	267.125	317.6875	279.21875	240.625
1110059G10Rik	6568.0	6904.0	9016.0	7172.0	7132.0	6480.0	6264.0	6936.0	6744.0	7460.0
1110064A23Rik	323.25	382.25	315.75	104.875	262.75	358.75	251.625	220.25	77.5625	293.0
1110065P20Rik	2566.0	2662.0	2462.0	2730.0	2692.0	2452.0	2650.0	2456.0	3134.0	2956.0
1190002N15Rik	526.9947916666666	627.5833333333334	749.9895833333334	582.0416666666666	531.2916666666666	523.1458333333334	479.3958333333333	540.0338541666666	600.9166666666666	503.0
1190003K10Rik	20.6875	47.46875	18.78125	12.4140625	12.0	34.90625	12.46875	17.140625	77.1875	41.90625
1190005I06Rik	86.875	177.875	127.1875	51.6875	15.25	67.75	8.8203125	30.171875	14.234375	21.9375
1190007I07Rik	13552.0	13016.0	14936.0	15760.0	14248.0	13480.0	15312.0	13688.0	14688.0	13976.0
1200003I10Rik	5.0625	7.64453125	3.712890625	18.46875	49.46875	9.046875	12.3515625	4.75	7.296875	150.625
1200007C13Rik	34.53125	32.21875	26.59375	37.59375	29.34375	36.125	88.75	35.0	17.5	15.234375
1300002E11Rik	283.25	576.0	349.75	471.5	428.75	607.0	401.0	523.0	652.0	636.5
1300014J16Rik	10.6484375	8.3515625	92.5625	123.9375	25.078125	98.875	4.54296875	110.875	12.859375	214.5
1300017J02Rik	127.75	38.40625	5.99609375	14.40625	210.375	208.25	117.625	76.5	212.375	151.375
130004C03	705.0	715.5	590.5	748.0	664.5	704.0	729.0	652.0	871.5	668.5
1500002C15Rik	36.5	25.375	10.4140625	24.421875	126.3125	94.75	105.0	72.1875	59.21875	12.2421875
1500002F19Rik	57.546875	50.84375	84.59375	91.0	176.21875	146.375	137.9375	160.1875	266.0625	74.59375
1500002I01Rik	76.8125	70.125	114.375	118.5	151.0	30.84375	12.2578125	96.25	119.875	116.0
1500002K03Rik	138.25	439.5	221.375	481.0	494.25	430.75	381.75	471.0	369.25	515.0
1500004A13Rik	76.14973958333333	76.57291666666667	107.28125	70.5625	109.52864583333333	81.33723958333333	76.796875	77.375	44.817708333333336	100.92708333333333
1500004F05Rik	689.0	771.5	745.0	444.75	625.5	582.0	610.5	868.0	602.0	578.5
1500005C15Rik	51.2578125	174.125	133.921875	75.453125	115.21875	53.4140625	100.96875	163.0	166.8125	164.0
1500009C09Rik	248.375	251.625	21.53125	168.25	312.0	324.5	186.5	276.75	220.625	379.25
1500009L16Rik	75.3515625	186.65625	137.8125	99.66796875	92.7265625	109.859375	161.6171875	27.78125	114.44140625	167.375
1500011B03Rik	130.8359375	331.375	278.9375	284.25	225.3359375	116.7734375	209.875	129.375	201.9375	258.5625
1500011K16Rik	34848.0	29488.0	39264.0	35904.0	30752.0	28800.0	36480.0	33856.0	35360.0	37184.0
1500015A07Rik	747.0	777.5	667.5	650.5	780.5	578.0	603.0	534.0	794.0	711.5
1500015O10Rik	994.4166666666666	1034.6666666666667	929.25	944.0833333333334	660.0	625.4166666666666	965.3333333333334	341.5833333333333	721.8333333333334	536.4583333333334
1500017E21Rik	207.375	243.875	139.0	119.125	151.5	246.875	180.875	186.875	311.0	101.6875
1500032P08Rik	483.5	639.5	502.75	679.0	500.5	531.0	388.75	496.0	520.5	445.5
1500035N22Rik	120.6875	309.0	240.125	142.25	378.75	100.6875	242.5	66.3125	96.4375	144.25
1520401O13Rik	145.44921875	59.734375	38.9375	164.48828125	183.7421875	42.734375	37.21875	48.01171875	60.5625	138.34375
1600002H07Rik	174.125	235.0	606.0	171.375	177.125	248.875	373.0	354.5	292.25	245.625
1600002K03Rik	1268.0	987.5	1234.0	1546.0	1373.0	1469.0	1397.0	1195.0	1447.0	1285.0
1600010M07Rik	231.25	412.75	334.5	265.0	308.25	302.0	255.375	340.0	404.0	465.25
1600012H06Rik	2164.5	2075.0	2344.0	2321.0	2062.5	1923.0	2156.0	2267.5	2135.0	2220.5
1600012P17Rik	277.75	159.25	200.5	250.75	206.625	357.25	314.75	396.0	277.0	365.5
1600014C10Rik	1215.1171875	1193.09765625	1437.359375	1191.640625	1446.453125	1508.09375	1281.9375	1412.25	1105.96875	1279.8125
1600014C23Rik	83.375	235.0	31.625	126.8125	57.65625	27.421875	211.25	70.9375	68.375	334.75
1600015I10Rik	42.84375	29.359375	33.21875	165.0	45.0625	26.375	36.15625	206.125	31.71875	160.25
1600020E01Rik	2564.0	2306.0	2674.0	2196.0	2184.0	1911.0	2264.0	1717.0	2616.0	2728.0
1600022D10Rik	126.6875	173.75	42.03125	141.5	53.03125	92.1875	66.1875	30.546875	20.40625	22.765625
1600023N17Rik	9.2734375	31.140625	72.5625	6.2734375	8.3359375	72.6875	9.609375	11.46875	13.3515625	139.875
1600025M17Rik	150.125	8.0078125	65.4375	181.5	8.1484375	25.34375	34.375	27.921875	37.875	24.5625
1600029O15Rik	275.75	142.875	139.375	141.875	223.75	339.0	150.375	149.125	210.5	54.21875
1700001C02Rik	124.875	78.375	83.9375	79.65625	28.55859375	67.77734375	77.921875	131.75	121.890625	59.94921875
1700001C19Rik	100.90625	143.4375	176.3125	209.078125	181.4375	234.5625	141.84375	105.21875	102.34375	281.0625
1700001D01Rik	9.3125	46.40625	89.875	23.5625	24.875	96.125	56.875	54.96875	7.96484375	17.078125
1700001G11Rik	365.75	447.25	460.75	392.5	484.5	280.0	284.5	370.25	413.5	308.75
1700001G17Rik	38.15625	78.9375	24.796875	121.8125	26.125	46.90625	15.0078125	9.7890625	13.1171875	49.71875
1700001K19Rik	25.140625	28.890625	11.4921875	121.375	35.875	34.34375	225.625	41.5625	40.78125	27.0625
1700001L05Rik	100.1875	128.375	30.4375	19.921875	246.25	178.875	51.46875	113.6875	189.125	35.75
1700001L19Rik	26.8125	100.5625	31.96875	13.90625	10.4609375	137.25	27.609375	18.15625	26.3125	36.84375
1700001O22Rik	1859.0	1360.0	1188.0	1467.0	1647.0	2834.0	1740.0	1707.0	1585.0	1432.0
1700001P01Rik	78.125	121.875	13.75	18.48046875	18.4609375	62.4921875	14.51171875	94.46875	21.6484375	15.63671875
1700003D09Rik	32.15625	20.859375	66.125	137.125	21.546875	21.53125	99.0	145.75	16.984375	53.5
1700003E16Rik	209.75	42.53125	131.625	26.375	59.71875	32.375	87.9375	39.75	29.90625	53.46875
1700003E24Rik	58.40625	131.0	63.9375	61.71875	19.71875	6.53125	115.5	93.8125	116.5	144.875
1700003F12Rik	24.1640625	169.9375	125.12109375	159.46875	134.203125	130.4375	99.453125	205.890625	161.75	132.484375
1700003G18Rik	14.546875	8.2578125	100.4375	106.875	10.7421875	22.515625	23.328125	12.3203125	24.484375	4.7421875
1700003H04Rik	41.1875	14.62109375	19.3125	21.16796875	36.7802734375	51.828125	10.6328125	86.15625	26.3203125	93.1953125
1700003I16Rik	9.1484375	112.0625	172.75	26.765625	48.625	33.375	68.0	63.8125	91.875	249.875
1700003P14Rik	91.5	65.125	13.7265625	64.1875	16.578125	85.6875	16.375	66.0625	67.6875	5.69921875
1700006A11Rik	27.9375	145.875	5.9609375	6.60546875	4.64453125	34.5625	42.625	45.25	7.29296875	14.2734375
1700006E09Rik	75.9375	76.5625	89.625	11.171875	8.1328125	22.296875	1.6796875	3.357421875	31.03125	8.8828125
1700006F04Rik	32.1875	80.75	4.78125	27.25	4.1328125	7.08203125	9.2578125	21.71875	9.609375	8.0625
1700006J14Rik	213.75	180.375	205.875	32.1875	114.0	158.875	197.75	169.875	135.625	190.0
1700007B14Rik	80.125	39.3125	161.125	22.9375	86.3125	79.625	25.0625	115.875	53.53125	35.375
1700007E05Rik	58.3125	103.0625	9.296875	8.7421875	12.734375	3.2734375	41.65625	4.6796875	138.75	49.90625
1700007F19Rik	119.1875	155.25	156.625	5.86328125	107.4375	108.875	72.25	40.875	151.625	64.6875
1700007G11Rik	15.8203125	15.234375	13.65625	65.8125	6.75390625	121.1875	12.4453125	70.5625	102.9375	12.5703125
1700007J10Rik	135.875	13.625	11.8671875	128.375	35.09375	21.953125	98.5	23.796875	15.734375	180.375
1700007J24Rik	134.375	131.25	34.09375	86.25	108.0	205.75	164.5	111.5	165.875	5.15625
1700007K09Rik	404.0	364.25	235.125	253.25	259.5	297.75	117.5	273.0	191.875	231.75
1700007K13Rik	72.25	24.46875	158.125	14.8359375	59.71875	234.0	121.75	233.0	142.75	172.875
1700007L15Rik	501.0	303.5	282.0	221.875	326.25	312.25	379.0	438.25	281.5	403.5
1700008F19Rik	11.2578125	268.0	309.25	130.25	256.0	298.0	296.5	202.0	106.25	216.25
1700008H02Rik	40.4921875	30.9140625	11.83984375	93.09375	41.83203125	55.8828125	131.25	9.513671875	34.0546875	21.7109375
1700008J07Rik	490.9375	578.9375	440.625	433.8125	619.671875	563.5625	632.9375	429.3125	610.375	450.578125
1700008K24Rik	30.1875	34.09375	82.8125	22.5	10.21875	13.9609375	28.765625	39.3125	84.75	13.390625
1700008N17Rik	147.0390625	211.53125	183.71484375	138.875	254.0625	158.125	143.875	139.03125	241.6875	142.140625
1700008O03Rik	22.265625	5.44140625	13.3359375	9.609375	108.5	15.4140625	13.515625	103.875	15.9140625	34.9375
1700008P02Rik	38.21875	27.046875	4.45703125	114.1875	175.125	143.5	70.4375	165.5	101.1875	57.875
1700009J07Rik	70.75	21.03125	9.6484375	9.4453125	6.30078125	12.1171875	142.75	12.640625	9.03125	8.625
1700009N14Rik	52.25	121.625	132.75	272.5	45.03125	203.5	304.5	152.875	41.15625	156.125
1700010B08Rik	22.484375	32.15625	161.75	241.125	78.75	32.9375	34.4375	133.0	28.375	98.3125
1700010B09Rik	113.25	111.0	141.125	127.5625	139.875	59.0625	22.0	47.84375	137.75	149.125
1700010B13Rik	53.875	15.515625	88.375	81.3125	106.4375	45.21875	14.9609375	42.90625	31.28125	13.421875
1700010H22Rik	70.80208333333333	42.125	19.27734375	25.984375	88.45833333333333	28.41796875	93.99479166666667	77.4921875	71.046875	20.852864583333332
1700010I14Rik	66.734375	52.973958333333336	13.33984375	65.70833333333333	12.237630208333334	50.994791666666664	39.985026041666664	56.388020833333336	127.5	45.799479166666664
1700010L04Rik	85.6875	23.328125	178.25	75.3125	82.5625	29.921875	17.03125	212.25	18.28125	57.625
1700010N08Rik	108.6875	85.8125	3.806640625	39.0	22.328125	232.5	52.25	10.2578125	4.51953125	146.5
1700011B04Rik	79.6875	39.34375	13.796875	4.81640625	14.0390625	3.662109375	15.4453125	12.8125	11.6953125	14.0
1700011E24Rik	67.8125	7.11328125	73.8125	118.875	11.140625	50.5	4.77734375	11.2421875	61.5625	87.875
1700011H14Rik	9.46875	113.1875	10.078125	12.40625	19.921875	19.265625	91.4375	86.25	27.203125	6.02734375
1700011I03Rik	16.0	66.25	32.46875	83.25	141.0	33.59375	74.9375	9.828125	40.15625	92.625
1700011L22Rik	104.0625	8.9765625	123.1875	26.4375	9.34375	31.96875	96.5625	37.1875	42.78125	19.75
1700011M02Rik	8.8828125	73.4375	10.7109375	6.171875	23.390625	37.90625	18.640625	9.484375	7.64453125	39.8125
1700012A03Rik	33.40625	18.828125	59.0625	10.8515625	29.578125	25.421875	15.46875	97.875	12.3671875	30.515625
1700012B07Rik	27.65625	17.453125	15.8984375	14.9609375	10.234375	20.546875	21.40625	11.03125	27.875	15.9453125
1700012B09Rik	58.46875	18.984375	24.828125	15.59375	147.25	17.390625	11.484375	55.71875	22.796875	28.140625
1700012D14Rik	213.125	440.625	268.25	254.3125	232.1875	269.9375	291.75	247.75	300.5	224.78125
1700012E03Rik	13.6875	120.25	172.75	21.765625	163.0	186.625	11.0234375	190.375	17.609375	54.84375
1700012I11Rik	149.125	27.03125	201.25	163.75	71.0	206.5	111.0625	148.5	137.125	289.75
1700012O15Rik	21.796875	24.3125	175.125	29.234375	88.0625	62.75	47.125	79.0625	116.875	41.75
1700012P22Rik	106.86328125	241.34375	51.912109375	88.578125	65.171875	26.12109375	178.859375	106.0	185.78125	100.03125
1700013D24Rik	250.625	150.375	185.375	5.78515625	176.875	192.5	160.25	57.625	158.875	143.0
1700013F07Rik	45.42578125	36.8359375	72.7421875	17.296875	23.078125	54.484375	45.3671875	27.55859375	37.6796875	58.734375
1700013G24Rik	188.75	37.4375	27.03125	19.59375	26.484375	18.140625	109.625	41.625	18.5	261.5
1700013H16Rik	2.51171875	73.3125	41.0625	8.03125	2.677734375	109.3125	4.046875	12.1796875	53.40625	49.96875
1700015C15Rik	15.6953125	23.78125	156.875	70.375	103.375	92.375	21.796875	64.6875	149.5	27.65625
1700015E13Rik	29.0	15.0546875	11.4375	12.0859375	14.78125	45.71875	18.96875	46.28125	15.3046875	23.09375
1700015F17Rik	81.25	73.0625	6.6484375	138.625	123.5625	90.875	56.90625	80.1875	15.984375	9.4765625
1700015G11Rik	5.37890625	4.88671875	4.51953125	52.6875	3.873046875	65.5	53.65625	3.244140625	2.474609375	79.875
1700016A09Rik	25.21875	266.0	56.15625	170.625	50.96875	40.84375	321.25	49.21875	57.03125	81.625
1700016C15Rik	215.875	121.0625	32.65625	66.4375	354.25	72.4375	186.5	34.46875	157.5	281.0
1700016D06Rik	53.125	12.0078125	79.4375	79.5625	18.71875	60.5	18.5	10.46875	20.03125	196.625
1700016D18Rik	472.75	715.5	443.75	696.0	532.0	656.0	247.75	437.0	403.0	493.25
1700016G14Rik	90.5	31.1875	36.4375	121.0	59.40625	11.3828125	53.6875	68.125	79.5625	20.171875
1700016H13Rik	178.0	96.0625	72.3125	203.0	164.125	95.9375	38.875	81.75	9.5078125	117.6875
1700016K19Rik	70.1875	31.9375	60.59375	7.0625	15.0859375	43.28125	35.46875	102.4375	62.59375	8.1328125
1700016P04Rik	10.453125	4.08984375	19.421875	81.0625	11.5	5.12109375	34.4375	12.7421875	8.8125	61.46875
1700017B05Rik	194.96875	262.9583333333333	301.265625	251.72916666666666	214.8359375	243.578125	219.20833333333334	228.546875	168.30208333333334	273.1458333333333
1700017D01Rik	102.6875	15.03125	56.96875	24.921875	60.71875	34.0	16.171875	12.8828125	79.5	74.0
1700017G19Rik	62.1875	5.52734375	4.72265625	26.296875	20.984375	39.6875	3.576171875	147.0	46.5625	5.83984375
1700017H01Rik	128.1796875	215.03125	217.078125	157.0625	188.2734375	226.4296875	135.828125	262.171875	263.0625	190.4140625
1700017L05Rik	35.65625	57.65625	14.890625	30.640625	20.0625	7.96875	21.8125	13.3984375	6.265625	83.75
1700017N19Rik	57.0625	71.1875	215.625	70.9375	22.265625	4.98046875	29.640625	79.375	9.9296875	62.3125
1700018A04Rik	209.5	119.75	172.5	129.0	103.625	159.375	115.0	293.25	181.875	136.625
1700018A14Rik	288.75	408.5	57.4375	290.5	347.75	119.1875	82.4375	92.375	318.0	83.0
1700018B08Rik	348.75	175.125	256.5	374.75	41.6875	290.5	193.0	233.125	226.0	452.75
1700018B24Rik	82.875	7.78125	10.609375	193.25	140.0	33.28125	9.6953125	97.1875	36.84375	77.875
1700018C11Rik	13.5390625	32.28125	8.859375	155.75	11.03125	25.796875	19.6875	44.75	20.65625	12.2890625
1700018F24Rik	22.734375	10.7578125	12.28125	12.1328125	24.53125	12.6484375	12.2421875	33.6875	12.0234375	38.59375
1700018G05Rik	5.60546875	11.6875	5.375	6.78125	15.5234375	6.4140625	9.1015625	8.109375	13.0	38.125
1700018L02Rik	120.0	203.25	169.25	164.125	25.421875	146.5	23.9375	148.0	104.6875	256.5
1700018M17Rik	15.296875	21.484375	19.28125	39.1875	27.40625	18.96875	38.4375	23.78125	39.09375	33.3125
1700018P08Rik	13.6953125	74.9765625	79.6328125	53.0234375	111.1171875	81.140625	19.46875	20.5234375	89.625	120.96875
1700019A02Rik	56.28125	129.625	31.125	59.3125	16.171875	65.8125	102.875	21.5625	42.21875	48.4375
1700019B03Rik	24.453125	31.453125	99.25	59.03125	17.234375	25.859375	152.125	46.625	89.625	37.0625
1700019D03Rik	528.625	556.75	457.0	461.875	253.625	452.25	373.625	464.375	342.375	406.375
1700019L13Rik	274.25	219.875	123.25	85.75	81.0	124.875	234.875	147.5	164.875	125.0
1700019M22Rik	14.015625	11.671875	97.4375	8.875	11.8359375	162.75	29.953125	8.578125	109.0625	23.171875
1700019N19Rik	8.09375	21.671875	25.40625	55.40625	22.5	20.96875	82.875	83.6875	99.75	12.546875
1700019O17Rik	105.0625	38.375	45.03125	22.609375	125.1875	210.25	26.09375	199.0	36.84375	23.515625
1700019P21Rik	17.21875	5.5234375	84.625	17.96875	3.076171875	21.484375	67.1875	13.265625	45.65625	5.44140625
1700020A23Rik	35.5625	21.375	43.71875	99.375	17.015625	27.640625	25.625	21.6875	13.84375	26.3125
1700020D05Rik	19.421875	83.75	11.5390625	150.625	19.5625	20.890625	57.125	14.0703125	15.1015625	21.265625
1700020G03Rik	146.75	235.625	340.5	184.25	254.625	408.75	337.5	146.75	274.0	338.5
1700020I14Rik	23616.666666666668	21248.666666666668	17674.666666666668	21671.333333333332	22268.0	19495.333333333332	23576.666666666668	21764.0	20309.333333333332	22853.333333333332
1700020L24Rik	428.25	215.0	59.5625	58.625	322.25	237.125	78.3125	150.0	147.375	163.25
1700020M10Rik	8.2109375	68.5	12.84375	33.90625	12.2734375	36.84375	115.25	6.87890625	49.625	7.78515625
1700020N01Rik	95.375	160.875	18.78125	126.8125	179.0	98.1875	39.53125	145.5	61.25	270.75
1700021A07Rik	405.25	449.0	313.75	315.75	301.75	134.0	254.5	407.5	319.25	223.375
1700021F05Rik	17312.0	13984.0	15296.0	15736.0	15376.0	13872.0	16688.0	15376.0	15272.0	17344.0
1700021F07Rik	12.8203125	20.828125	26.671875	29.234375	55.125	31.40625	54.0	57.53125	84.0	40.25
1700021N20Rik	9.828125	25.859375	8.0078125	53.90625	5.6796875	25.609375	135.375	5.75	8.1328125	83.9375
1700021P04Rik	31.5625	39.21875	34.375	144.625	12.3984375	109.3125	19.875	36.1875	14.1328125	102.875
1700022A21Rik	272.25	263.25	31.59375	343.5	288.75	277.0	11.0234375	199.0	308.75	269.0
1700022A22Rik	36.3125	16.359375	11.3125	8.453125	10.9453125	8.296875	19.296875	14.4140625	94.375	11.390625
1700022F17Rik	7.38671875	108.8125	17.59375	76.25	70.625	72.1875	83.5	5.890625	16.484375	24.953125
1700023A20Rik	10.90625	33.5625	20.09375	23.6875	13.1875	137.875	17.984375	27.71875	12.8125	18.359375
1700023B13Rik	98.984375	325.78125	149.65625	239.3125	135.671875	232.59375	140.9375	180.78125	184.875	188.0625
1700023F02Rik	194.875	56.625	156.875	28.4375	236.25	33.28125	27.109375	130.375	32.28125	24.890625
1700023F06Rik	151.75	107.5625	189.5	232.375	32.15625	139.5	45.90625	124.4375	154.5	86.5625
1700023G09Rik	184.25	341.5	218.0	158.875	142.5	211.375	105.875	140.625	131.25	216.125
1700023H06Rik	136.75	275.46875	232.78125	185.65625	151.625	272.5625	181.515625	189.3125	209.8125	125.578125
1700024B05Rik	238.625	154.875	153.5	28.84375	8.21875	150.125	86.8125	47.1875	83.5625	87.3125
1700024J04Rik	25.078125	71.1875	120.4375	15.015625	13.65625	13.53125	55.15625	158.5	50.34375	243.625
1700024P04Rik	12.7265625	10.53125	7.23046875	7.52734375	11.5546875	30.859375	15.0390625	8.3046875	21.140625	8.7421875
1700024P12Rik	112.90625	135.0	169.6875	137.59375	90.28125	76.21875	121.78125	125.8125	182.75	420.15625
1700025F22Rik	41.375	8.234375	9.1640625	88.1875	2.794921875	10.421875	13.1484375	10.140625	2.650390625	65.875
1700025G04Rik	4052.0	4246.0	3331.0	3422.6666666666665	4480.666666666667	4478.666666666667	4482.0	3950.3333333333335	3826.3333333333335	4218.0
1700025H01Rik	114.0	53.9375	86.4375	166.75	49.59375	74.0625	21.375	127.3125	52.03125	74.6875
1700025K04Rik	79.875	55.6875	133.75	85.125	131.75	204.125	31.640625	40.78125	170.25	190.125
1700026H06Rik	11.7578125	130.125	16.78125	48.21875	60.40625	20.765625	9.5390625	43.375	100.3125	63.5
1700026J12Rik	188.375	177.375	273.25	303.5	133.375	173.125	310.25	357.5	279.5	358.5
1700027F06Rik	172.5	171.25	244.25	295.5	75.6875	136.75	222.625	167.125	33.40625	373.5
1700027J07Rik	113.5625	297.5	136.375	62.15625	31.265625	242.75	140.125	43.5625	47.625	267.75
1700028E10Rik	143.6875	124.6640625	109.359375	95.421875	270.5	343.5	115.3125	176.375	90.4921875	265.5625
1700028I16Rik	109.625	143.5	162.25	58.28125	82.625	205.0	120.8125	218.25	202.375	457.0
1700028J19Rik	140.125	163.125	115.375	118.125	37.125	295.0	73.4375	115.9375	115.8125	18.0625
1700028N14Rik	10.9453125	13.7734375	11.140625	7.4609375	15.7734375	15.7734375	8.75	18.125	53.0	7.640625
