gene_symbol	GSM1077116	GSM1077117	GSM1077110	GSM1077111	GSM1077115	GSM1077118	GSM1077119	GSM1077112	GSM1077114	GSM1077113
ABCG1	6.88671875	7.28125	7.47265625	6.86328125	8.0390625	6.9140625	7.4375	6.51953125	7.296875	6.5
ABCG2	4.26171875	4.3046875	5.4453125	4.81640625	4.1796875	5.13671875	5.55859375	4.3828125	6.12109375	5.0
ABCG4	5.33203125	5.48828125	5.265625	5.3203125	5.53125	5.46875	5.54296875	5.4609375	5.41796875	5.92578125
ABCG5	3.857421875	3.826171875	3.68359375	3.94921875	3.84375	3.95703125	3.810546875	3.8984375	4.0078125	4.3125
ABCG8	4.96875	4.66015625	4.91015625	4.89453125	5.0078125	5.01171875	4.66015625	5.02734375	5.11328125	5.69921875
ABHD1	4.69140625	5.12109375	4.74609375	5.23828125	4.7734375	4.80078125	4.75390625	5.05859375	5.09375	5.41796875
ABHD10	8.8125	8.4140625	9.3671875	8.765625	9.25	8.5390625	8.9296875	8.453125	9.3125	8.03125
ABHD11	6.53125	6.28515625	6.6171875	6.54296875	6.36328125	6.62109375	6.05859375	7.09765625	6.2734375	6.8125
ABHD12	8.828125	8.5703125	8.9609375	9.2578125	9.4453125	8.96875	9.125	8.890625	9.4140625	8.609375
ABHD12B	3.275390625	2.9921875	3.1015625	3.0	3.33203125	3.115234375	3.076171875	3.060546875	3.30859375	3.32421875
ABHD13	8.703125	9.078125	8.734375	8.6796875	9.2109375	8.7890625	8.8515625	8.7734375	9.0546875	8.890625
ABHD14A	7.53125	7.26953125	7.44921875	7.625	7.5703125	7.17578125	7.83203125	7.234375	8.15625	7.44140625
ABHD14B	6.5390625	6.875	6.5078125	6.97265625	6.67578125	6.703125	6.75	6.61328125	7.0859375	6.7265625
ABHD15	7.87109375	8.015625	7.94921875	7.59765625	7.90234375	7.8125	8.0078125	7.41796875	8.4765625	7.78125
ABHD16B	5.4296875	5.6484375	5.4921875	5.65234375	5.61328125	5.42578125	5.0390625	5.33203125	5.640625	6.23828125
ABHD17B	6.99609375	6.953125	6.9765625	7.01953125	6.97265625	6.96875	7.00390625	7.01171875	6.98046875	7.02734375
ABHD17C	7.12890625	7.2265625	7.15625	7.11328125	7.23046875	7.125	7.15234375	6.875	7.0	7.33203125
ABHD18	6.98828125	6.6953125	6.91796875	7.12109375	7.0390625	6.84375	7.15234375	7.12890625	6.71484375	6.8671875
ABHD2	9.7109375	9.890625	9.7578125	9.59375	10.140625	9.859375	10.046875	9.4453125	9.484375	9.140625
ABHD3	8.53125	8.8515625	8.765625	8.59375	7.90625	8.3984375	8.1796875	8.53125	8.0703125	8.8203125
ABHD4	8.6328125	8.2890625	8.6484375	8.765625	8.203125	8.625	8.5390625	8.9609375	7.921875	8.390625
ABHD5	9.015625	8.515625	8.4140625	8.390625	8.8671875	8.9453125	8.6875	8.4296875	7.9765625	8.84375
ABHD6	7.94140625	8.265625	8.2734375	7.4765625	7.78125	7.8125	8.03125	7.3984375	8.203125	7.65625
ABHD8	7.2109375	7.1953125	6.98828125	7.36328125	7.62890625	7.17578125	7.38671875	7.08984375	7.3125	7.1875
ABI1	8.7734375	8.59375	8.4296875	8.734375	8.9296875	8.6953125	8.5625	8.9453125	8.2890625	8.484375
ABI2	7.76171875	7.9609375	7.9375	7.796875	8.078125	7.8359375	8.3046875	7.58984375	8.3671875	7.1640625
ABI3	6.12890625	5.4609375	5.49609375	6.0625	5.64453125	5.6796875	6.28125	5.62890625	6.25	6.26953125
ABI3BP	6.27734375	6.1796875	5.3046875	4.40234375	5.328125	5.484375	6.578125	5.1640625	4.734375	5.16015625
ABL1	7.9453125	8.4140625	7.9453125	8.015625	8.4921875	8.3671875	8.6015625	7.96484375	8.046875	7.53125
ABL2	7.21875	7.21484375	7.046875	6.9296875	7.23046875	7.203125	7.46484375	7.04296875	7.12109375	6.8125
ABLIM1	8.5234375	8.6953125	8.984375	8.7265625	8.484375	8.8359375	9.125	8.4375	9.21875	7.9765625
ABLIM2	6.8359375	6.29296875	7.06640625	6.60546875	6.41796875	6.9453125	6.76953125	6.4609375	7.28515625	6.90625
ABLIM3	7.16796875	7.08203125	6.390625	6.77734375	6.4375	7.18359375	7.03515625	6.67578125	6.63671875	7.0625
ABO	6.19921875	6.3671875	6.10546875	6.10546875	6.23046875	6.0703125	6.12890625	6.49609375	6.25	6.62890625
ABR	7.7109375	8.34375	8.03125	7.5859375	7.15625	7.796875	8.21875	7.59375	7.92578125	7.19921875
ABRA	4.0390625	4.375	3.865234375	4.13671875	4.0859375	4.2265625	3.982421875	3.982421875	4.55078125	4.09375
ABRACL	7.4375	6.671875	7.4375	7.8828125	7.21484375	7.36328125	7.59375	7.78125	7.1796875	7.48046875
ABT1	7.35546875	7.40234375	7.44921875	7.078125	7.9609375	7.3046875	7.359375	7.296875	7.15625	7.47265625
ABTB1	6.671875	6.0234375	6.44921875	6.7421875	7.04296875	6.5390625	6.58984375	7.02734375	6.70703125	6.89453125
ABTB2	5.9375	6.49609375	5.98828125	5.85546875	5.734375	6.30859375	5.4375	6.140625	5.59765625	5.8046875
ACAA1	7.72265625	7.3046875	7.92578125	8.1171875	7.4140625	7.9296875	7.421875	8.0546875	7.63671875	7.92578125
ACAA2	7.828125	7.53515625	7.890625	8.046875	7.69921875	7.97265625	7.828125	8.2734375	8.078125	7.59765625
ACACA	6.99609375	7.45703125	7.08203125	6.9921875	6.1875	7.03125	7.515625	6.8984375	7.625	6.16796875
ACACB	6.22265625	6.34765625	6.484375	6.28125	6.09375	6.328125	6.6328125	6.21484375	6.56640625	5.9375
ACAD10	5.71484375	5.41015625	5.77734375	6.47265625	6.28515625	5.67578125	6.2734375	6.62109375	6.66015625	5.828125
ACAD8	7.29296875	6.96484375	7.2265625	7.5390625	6.94140625	7.12890625	7.28515625	7.85546875	7.40234375	6.98046875
ACAD9	8.3203125	7.765625	8.359375	8.2265625	7.12109375	8.21875	8.59375	8.3515625	8.0625	7.6015625
ACADL	4.453125	4.76953125	4.9765625	5.33984375	4.4375	5.359375	4.90234375	5.84765625	3.94921875	5.59375
ACADM	9.328125	8.96875	9.59375	9.859375	9.2890625	9.546875	9.5859375	9.8828125	9.7109375	9.34375
ACADS	7.41015625	7.2890625	7.6171875	7.64453125	7.49609375	7.4375	7.5078125	7.97265625	7.55859375	7.56640625
ACADSB	6.8203125	6.83203125	7.04296875	7.62890625	7.99609375	7.13671875	7.0546875	7.45703125	7.5	6.7578125
ACADVL	9.4140625	9.390625	9.0078125	9.7421875	9.21875	9.515625	9.3671875	10.3359375	9.6328125	9.5234375
ACAN	5.1171875	4.8828125	4.890625	4.91015625	4.92578125	4.984375	5.02734375	4.80078125	4.75390625	5.3046875
ACAP2	8.4453125	8.9453125	8.71875	8.421875	9.1015625	8.5078125	8.8359375	8.25	8.8046875	8.03125
ACAP3	6.859375	7.3203125	7.29296875	7.09375	7.24609375	7.05859375	7.09375	7.30078125	7.421875	7.2734375
ACAT1	8.5703125	8.2265625	8.5703125	9.0	8.6328125	8.7109375	9.1796875	8.796875	9.1484375	8.2734375
ACAT2	8.078125	7.02734375	7.6484375	8.203125	7.58984375	7.76171875	7.421875	7.96875	7.55859375	7.80859375
ACBD3	9.9765625	9.9765625	9.9609375	9.78125	9.921875	9.8984375	10.234375	9.6953125	10.0859375	9.359375
ACBD4	6.16015625	6.32421875	6.546875	6.57421875	6.390625	6.5859375	6.29296875	7.03125	6.63671875	6.95703125
ACBD5	8.0	7.94921875	8.1484375	8.1953125	8.203125	7.84375	8.0234375	8.4609375	7.98046875	7.5546875
ACBD6	6.6796875	6.4296875	6.44921875	6.484375	7.38671875	6.796875	6.74609375	6.2890625	6.68359375	6.33203125
ACBD7	4.11328125	4.09765625	4.31640625	4.15234375	4.4765625	3.67578125	4.02734375	4.0546875	4.81640625	4.26171875
ACCS	5.359375	5.58203125	5.33203125	5.59375	5.6171875	5.59765625	5.515625	6.359375	5.6953125	6.01953125
ACCSL	4.0859375	4.37109375	3.69921875	3.98046875	4.33984375	4.171875	3.923828125	3.78515625	4.1796875	4.6953125
ACD	7.0078125	7.0234375	7.32421875	6.93359375	7.2265625	7.3046875	7.05859375	6.984375	6.98828125	7.0546875
ACE	6.13671875	6.05078125	5.9921875	6.3203125	6.11328125	6.3046875	6.234375	6.125	6.55859375	6.2421875
ACE2	6.1328125	5.40625	6.26171875	5.484375	5.015625	5.36328125	5.33203125	5.0703125	5.12109375	5.8671875
ACER1	4.91796875	5.2890625	5.25	5.2109375	5.4609375	5.28515625	5.15625	5.02734375	5.05859375	5.54296875
ACER2	6.16796875	6.3203125	6.33984375	6.5703125	6.37890625	6.37109375	5.74609375	5.7890625	6.01171875	6.8046875
ACER3	6.78515625	6.05859375	6.5625	6.7890625	6.29296875	6.50390625	6.47265625	6.8203125	6.359375	5.9609375
ACHE	6.23046875	6.0	6.34375	6.65625	6.01171875	6.20703125	5.5859375	6.78515625	5.97265625	6.5546875
ACKR1	4.6484375	5.0703125	4.7578125	5.02734375	4.8984375	5.10546875	4.5078125	4.69921875	5.33203125	5.1171875
ACKR2	4.19140625	4.1171875	4.4765625	4.171875	4.80859375	4.75	4.26171875	4.15234375	4.65625	4.4453125
ACKR3	3.962890625	4.40625	3.279296875	4.19921875	3.9765625	4.171875	4.62109375	4.06640625	4.5234375	4.0
ACKR4	2.90234375	3.08984375	2.908203125	2.41015625	3.4453125	3.142578125	2.88671875	2.953125	3.033203125	3.021484375
ACLY	10.6875	11.421875	11.0234375	10.796875	10.375	11.1640625	11.34375	10.3671875	11.4296875	9.9921875
ACMSD	4.4609375	4.83984375	4.265625	4.37109375	4.15625	4.1796875	4.27734375	3.740234375	4.78125	3.921875
ACO1	9.453125	8.9921875	9.640625	9.875	8.6171875	9.8515625	9.8046875	10.0234375	9.78125	9.40625
ACO2	9.53125	9.1796875	9.5546875	9.5859375	8.6953125	9.4921875	9.578125	9.734375	9.5703125	9.1796875
ACOT1	6.6484375	6.1796875	6.65234375	6.6875	7.58984375	7.3671875	6.921875	6.875	7.2109375	7.2265625
ACOT11	5.91796875	5.99609375	6.24609375	6.078125	5.6640625	5.9921875	6.12890625	5.86328125	6.21875	6.38671875
ACOT12	3.490234375	3.87890625	3.453125	3.484375	3.873046875	3.875	3.9296875	3.43359375	3.712890625	3.865234375
ACOT13	8.671875	8.0703125	8.953125	8.7578125	8.2109375	8.3984375	8.7578125	8.3984375	8.71875	8.265625
ACOT2	7.515625	7.453125	7.2109375	7.54296875	8.3515625	7.40625	7.28515625	7.28125	8.125	7.41015625
ACOT4	6.28125	5.88671875	5.94921875	5.60546875	6.0390625	5.9765625	5.58203125	5.75	6.01171875	6.29296875
ACOT6	3.9296875	4.07421875	3.712890625	3.94140625	3.763671875	3.79296875	3.560546875	3.853515625	4.0859375	3.861328125
ACOT7	6.890625	7.0234375	6.96875	6.9296875	6.953125	6.99609375	6.9296875	6.93359375	7.03125	7.29296875
ACOT8	7.68359375	7.14453125	7.82421875	7.75	7.2421875	7.453125	7.4375	7.64453125	7.7109375	7.24609375
ACOT9	7.984375	7.99609375	7.2890625	8.0	7.828125	8.0390625	7.85546875	8.21875	7.34765625	7.94921875
ACOX1	8.3046875	7.8984375	8.21875	8.7890625	8.4296875	8.609375	8.6328125	8.8203125	8.5078125	8.0234375
ACOX2	4.83203125	4.80859375	4.82421875	5.08984375	4.94140625	4.796875	4.57421875	5.1328125	4.91796875	4.8828125
ACOX3	7.25390625	7.140625	7.078125	7.2734375	6.8203125	7.28515625	7.16015625	7.4765625	7.03515625	7.125
ACOXL	4.74609375	5.0234375	5.14453125	4.7890625	4.8671875	4.875	5.05078125	4.8046875	4.8203125	4.99609375
ACP1	9.1171875	9.1875	9.25	8.96875	10.0703125	9.125	9.078125	9.1015625	9.4453125	9.171875
ACP2	8.7578125	8.7109375	8.5703125	8.625	8.359375	9.0234375	8.9375	8.75	8.890625	8.71875
ACP5	7.00390625	6.69140625	6.33203125	7.7578125	6.48046875	7.51953125	7.39453125	7.28515625	8.90625	7.24609375
ACP6	7.4765625	7.33984375	8.0390625	7.6640625	8.0234375	7.515625	7.83984375	7.78515625	7.7734375	7.24609375
ACP7	4.609375	4.640625	4.62890625	4.953125	4.83203125	4.7890625	4.453125	4.98046875	5.08203125	5.5703125
ACPP	5.82421875	7.90625	6.7265625	6.39453125	7.390625	7.16796875	6.98828125	5.3828125	7.16015625	6.40625
ACPT	6.47265625	6.67578125	6.39453125	6.6171875	6.48046875	6.4375	6.32421875	6.3828125	6.5234375	7.01171875
ACR	5.32421875	5.3515625	5.484375	5.4921875	5.54296875	5.38671875	5.01171875	5.10546875	5.4765625	5.85546875
ACRBP	5.93359375	5.96875	6.27734375	6.0859375	6.21875	6.19921875	6.15234375	5.71875	5.9296875	6.1875
ACRC	4.37109375	4.6875	4.37109375	4.5234375	4.01953125	4.6875	4.97265625	4.4296875	3.927734375	4.83203125
ACRV1	3.37890625	3.4140625	3.306640625	3.4375	3.732421875	3.6796875	3.427734375	3.43359375	3.783203125	4.20703125
ACSBG1	4.86328125	4.87890625	4.42578125	4.71484375	4.8671875	4.91796875	4.19921875	5.08984375	4.703125	5.6015625
ACSBG2	3.44921875	3.759765625	3.64453125	3.82421875	4.01171875	3.998046875	3.76953125	3.43359375	3.603515625	3.865234375
ACSF2	5.6796875	5.35546875	5.3046875	5.95703125	4.76171875	5.49609375	5.21484375	6.671875	5.58984375	5.30078125
ACSF3	6.59765625	6.734375	6.7890625	6.74609375	6.2109375	6.73046875	6.46875	6.70703125	6.625	6.58984375
ACSL1	9.421875	9.734375	9.328125	8.875	9.6640625	9.421875	9.3671875	8.421875	9.359375	8.7265625
ACSL3	9.0625	8.890625	8.796875	8.4921875	7.8359375	8.71875	9.0625	8.59375	8.6484375	8.0078125
ACSL4	8.7109375	8.640625	8.2890625	8.8125	8.15625	8.5859375	9.15625	9.21875	8.6953125	8.296875
ACSL5	7.01171875	7.74609375	7.6484375	6.6015625	5.4375	6.50390625	6.765625	6.296875	5.71484375	6.26953125
ACSL6	5.30078125	5.25	5.30859375	5.3359375	5.45703125	5.453125	5.3125	5.19140625	5.58203125	5.609375
ACSM1	4.53515625	4.8125	4.375	5.11328125	4.71875	4.98828125	4.44140625	4.97265625	5.05078125	5.01171875
ACSM2B	4.048828125	4.828125	4.142578125	4.4931640625	4.1162109375	3.9345703125	3.8583984375	3.814453125	4.34375	4.71875
ACSM3	5.4765625	4.51171875	5.65234375	5.83203125	5.50390625	5.25	5.25	6.8046875	5.71484375	5.8125
ACSM5	4.734375	4.95703125	4.9296875	5.015625	4.92578125	5.22265625	4.609375	4.796875	4.84765625	5.30859375
ACSM6	3.369140625	3.65625	3.41015625	3.599609375	3.72265625	3.552734375	3.525390625	3.365234375	3.39453125	4.25
ACSS1	6.40234375	6.10546875	6.68359375	7.12109375	6.3359375	6.5625	5.96484375	7.77734375	6.25390625	7.0390625
ACSS2	8.1171875	7.70703125	8.25	8.4453125	6.62109375	8.2734375	8.09375	8.1875	7.734375	7.828125
ACSS3	5.6953125	5.015625	5.3984375	6.50390625	5.51171875	6.078125	6.0625	6.765625	5.77734375	5.39453125
ACTA1	7.55859375	7.5390625	7.265625	7.421875	7.33984375	7.484375	7.0859375	6.98828125	6.8515625	7.87109375
ACTA2-AS1	4.26953125	4.609375	4.5546875	4.34765625	4.1328125	5.015625	4.13671875	4.59765625	4.44921875	4.71875
ACTB	12.9140625	12.9296875	12.734375	12.671875	12.3125	12.7890625	12.6953125	12.5625	12.578125	12.5703125
ACTBL2	3.517578125	3.359375	3.591796875	3.6015625	3.62890625	3.794921875	3.779296875	3.681640625	3.34375	3.908203125
ACTC1	5.11328125	5.46875	5.40625	5.32421875	5.01953125	5.0546875	4.859375	4.68359375	4.99609375	4.79296875
ACTG1	13.21875	13.375	13.1796875	13.09375	12.9296875	13.3046875	13.2578125	12.984375	12.84375	13.15625
ACTG1P17	4.9453125	5.625	4.73828125	5.30859375	5.16015625	5.53515625	4.90625	4.875	4.7578125	4.86328125
ACTG2	5.0078125	5.46484375	4.80078125	4.81640625	4.7578125	5.3515625	4.72265625	4.625	4.75390625	4.98828125
ACTL10	6.50390625	6.43359375	6.3515625	6.56640625	6.5	6.44140625	6.36328125	6.35546875	6.44921875	6.96484375
ACTL6A	7.8203125	7.73828125	7.75	7.65625	7.9375	7.8515625	7.73828125	7.56640625	7.33203125	7.53125
ACTL6B	6.96484375	6.73828125	7.40234375	6.93359375	7.0546875	7.00390625	7.125	6.6328125	7.75	6.890625
ACTL7A	4.453125	4.54296875	4.4609375	4.7265625	4.59765625	4.64453125	4.41796875	4.36328125	4.83203125	5.0234375
ACTL7B	5.69921875	5.79296875	5.5	5.66796875	5.59765625	6.00390625	5.41015625	5.5234375	6.10546875	5.87890625
ACTL8	5.12890625	5.19921875	5.3984375	4.79296875	5.34375	5.265625	5.21484375	4.5859375	5.01171875	5.4765625
ACTL9	6.4453125	6.72265625	6.50390625	6.93359375	6.71484375	6.7578125	6.4609375	6.3203125	6.52734375	7.44140625
ACTN1	9.7265625	9.8125	9.671875	9.8828125	8.8671875	10.0	10.0546875	9.7578125	9.90625	9.3359375
ACTN2	4.328125	4.6328125	4.24609375	4.56640625	4.26953125	4.421875	4.453125	4.1640625	4.0859375	4.55078125
ACTN3	4.97265625	5.08984375	5.12109375	5.15234375	5.03125	5.3359375	5.2734375	5.11328125	5.1171875	5.76171875
ACTN4	11.546875	11.578125	11.5546875	11.28125	10.7109375	11.5546875	11.265625	11.3828125	10.8203125	11.1328125
ACTR10	9.015625	8.9453125	9.2421875	9.09375	8.046875	8.90625	9.1484375	8.984375	9.1640625	8.8828125
ACTR1A	9.46875	9.4140625	9.6640625	9.4453125	10.0234375	9.5234375	9.78125	9.4296875	9.71875	9.171875
ACTR1B	8.6328125	7.98828125	8.2578125	8.53125	8.6015625	8.2890625	8.4140625	8.84375	8.359375	8.578125
ACTR2	11.3671875	11.296875	11.1953125	11.265625	11.34375	11.3671875	11.40625	11.2109375	11.1953125	10.9609375
ACTR3	11.2734375	11.1484375	11.03125	11.1015625	9.828125	11.0390625	11.2109375	11.1953125	10.8359375	10.8203125
ACTR3B	6.92578125	7.546875	7.40625	7.30859375	6.36328125	7.0703125	7.1328125	7.0859375	7.33203125	6.8125
ACTR3BP2	2.48828125	3.17578125	3.564453125	2.1640625	2.505859375	2.412109375	2.1640625	2.12109375	3.26171875	3.6171875
